DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-03-22 00:00:00;1;0;0;2;4;1;5;3;0;1
2020-03-22 00:15:00;4;3;1;1;0;1;1;1;2;5
2020-03-22 00:30:00;1;3;0;0;0;2;2;1;3;1
2020-03-22 00:45:00;1;2;0;3;1;0;1;2;2;1
2020-03-22 01:00:00;1;2;0;4;5;0;5;5;2;1
2020-03-22 01:15:00;1;2;0;1;1;0;1;1;2;1
2020-03-22 01:30:00;3;1;1;0;1;1;2;1;2;1
2020-03-22 01:45:00;1;1;0;2;1;1;2;2;0;1
2020-03-22 02:00:00;1;0;0;0;0;0;0;0;0;1
2020-03-22 02:15:00;2;3;0;4;2;0;2;3;2;1
2020-03-22 02:30:00;1;0;0;0;2;1;2;2;0;1
2020-03-22 02:45:00;1;0;3;1;0;0;0;1;0;0
2020-03-22 03:00:00;2;2;0;1;0;0;0;1;1;2
2020-03-22 03:15:00;2;1;0;0;0;0;0;0;1;2
2020-03-22 03:30:00;0;0;0;1;0;1;1;2;0;0
2020-03-22 03:45:00;0;0;0;0;2;0;2;0;1;0
2020-03-22 04:00:00;0;0;0;1;1;0;0;1;0;0
2020-03-22 04:15:00;3;3;0;1;1;0;1;0;3;2
2020-03-22 04:30:00;1;0;0;1;4;1;3;3;1;1
2020-03-22 04:45:00;1;1;1;0;2;0;2;0;1;1
2020-03-22 05:00:00;2;0;0;3;3;0;3;3;1;2
2020-03-22 05:15:00;2;3;0;2;6;2;7;3;3;2
2020-03-22 05:30:00;5;3;1;6;10;2;11;8;6;5
2020-03-22 05:45:00;9;5;0;7;9;1;9;9;4;7
2020-03-22 06:00:00;6;7;0;3;6;0;6;3;8;6
2020-03-22 06:15:00;5;3;0;4;6;0;6;4;2;4
2020-03-22 06:30:00;6;4;0;2;3;2;4;2;4;4
2020-03-22 06:45:00;4;5;1;5;6;1;7;8;4;2
2020-03-22 07:00:00;7;6;1;4;6;1;6;5;7;7
2020-03-22 07:15:00;9;4;2;1;3;4;5;2;4;8
2020-03-22 07:30:00;9;6;1;4;5;3;6;4;5;8
2020-03-22 07:45:00;6;3;0;4;2;3;5;2;3;3
2020-03-22 08:00:00;7;3;3;2;8;2;10;2;5;8
2020-03-22 08:15:00;5;6;1;5;3;5;3;4;5;3
2020-03-22 08:30:00;9;5;0;6;5;6;6;5;3;8
2020-03-22 08:45:00;7;4;0;5;9;4;10;5;5;6
2020-03-22 09:00:00;7;8;2;5;7;1;8;6;8;5
2020-03-22 09:15:00;5;5;1;4;11;3;12;5;5;4
2020-03-22 09:30:00;10;5;2;8;16;4;18;10;5;10
2020-03-22 09:45:00;9;5;3;7;12;5;12;6;5;8
2020-03-22 10:00:00;9;7;0;4;9;4;11;4;8;6
2020-03-22 10:15:00;13;4;1;6;10;4;10;3;5;12
2020-03-22 10:30:00;14;12;9;4;12;5;14;2;13;15
2020-03-22 10:45:00;16;10;2;13;12;7;16;13;9;13
2020-03-22 11:00:00;12;9;5;7;15;2;14;11;10;10
2020-03-22 11:15:00;8;5;6;5;17;7;19;6;6;7
2020-03-22 11:30:00;19;5;2;8;9;4;10;10;6;17
2020-03-22 11:45:00;17;10;0;15;19;7;19;15;11;14
2020-03-22 12:00:00;13;17;2;7;19;9;20;8;16;10
2020-03-22 12:15:00;22;13;3;5;19;7;21;6;12;21
2020-03-22 12:30:00;17;7;3;11;17;4;19;9;10;13
2020-03-22 12:45:00;19;18;7;17;24;7;26;15;22;15
2020-03-22 13:00:00;17;12;4;10;18;5;18;11;17;15
2020-03-22 13:15:00;27;14;5;14;19;6;22;19;16;22
2020-03-22 13:30:00;22;9;2;18;16;11;21;18;10;18
2020-03-22 13:45:00;36;23;1;10;21;8;25;8;26;34
2020-03-22 14:00:00;13;10;5;8;11;7;11;8;12;11
2020-03-22 14:15:00;20;19;1;8;22;5;22;5;18;18
2020-03-22 14:30:00;19;7;4;10;15;7;17;8;7;18
2020-03-22 14:45:00;24;11;3;9;27;3;29;9;11;17
2020-03-22 15:00:00;22;14;1;16;22;7;24;15;15;20
2020-03-22 15:15:00;27;20;2;19;30;3;31;13;18;27
2020-03-22 15:30:00;18;13;7;13;26;2;24;14;14;15
2020-03-22 15:45:00;23;14;5;11;22;4;23;8;15;21
2020-03-22 16:00:00;14;10;6;5;25;7;29;4;11;11
2020-03-22 16:15:00;22;18;0;13;15;12;18;16;18;20
2020-03-22 16:30:00;20;7;1;8;15;5;17;8;9;18
2020-03-22 16:45:00;22;19;5;24;26;5;27;22;21;20
2020-03-22 17:00:00;25;15;4;15;23;4;22;14;20;21
2020-03-22 17:15:00;27;14;1;15;20;5;21;15;16;25
2020-03-22 17:30:00;16;9;4;20;33;9;35;20;12;11
2020-03-22 17:45:00;25;12;2;21;26;8;25;18;13;13
2020-03-22 18:00:00;21;11;2;11;13;5;15;7;15;19
2020-03-22 18:15:00;17;13;1;8;21;6;20;7;13;20
2020-03-22 18:30:00;17;9;2;11;20;6;23;12;11;16
2020-03-22 18:45:00;24;8;7;18;22;4;21;12;9;22
2020-03-22 19:00:00;12;5;2;9;12;4;14;11;5;12
2020-03-22 19:15:00;11;13;0;15;21;1;20;12;12;9
2020-03-22 19:30:00;12;14;2;11;22;5;25;7;13;8
2020-03-22 19:45:00;13;10;2;10;15;3;14;8;11;11
2020-03-22 20:00:00;20;9;2;7;12;2;15;10;9;18
2020-03-22 20:15:00;8;7;2;9;16;2;16;8;7;6
2020-03-22 20:30:00;7;8;0;9;9;6;9;8;8;6
2020-03-22 20:45:00;11;9;1;8;10;4;11;6;10;10
2020-03-22 21:00:00;8;4;2;8;9;1;9;8;5;9
2020-03-22 21:15:00;10;10;3;7;9;3;11;6;9;9
2020-03-22 21:30:00;7;5;0;13;7;0;7;11;3;4
2020-03-22 21:45:00;8;9;2;10;11;1;12;8;8;5
2020-03-22 22:00:00;4;8;1;2;5;1;5;3;8;3
2020-03-22 22:15:00;5;6;0;4;12;2;13;6;7;3
2020-03-22 22:30:00;6;2;3;7;6;3;6;5;5;5
2020-03-22 22:45:00;9;3;1;6;6;0;7;6;3;8
2020-03-22 23:00:00;4;5;0;4;8;0;8;4;5;4
2020-03-22 23:15:00;3;6;1;2;2;1;3;4;7;3
2020-03-22 23:30:00;2;5;0;2;4;1;4;3;6;2
2020-03-22 23:45:00;4;1;0;3;2;1;2;3;2;3
