DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-05-28 00:00:00;5;0;8;4;0;0;0;0;0;0;0;0
2020-05-28 00:15:00;5;0;5;0;0;0;0;0;0;0;0;0
2020-05-28 00:30:00;2;0;5;0;0;0;0;0;0;0;0;0
2020-05-28 00:45:00;5;0;3;0;0;0;0;0;0;0;0;0
2020-05-28 01:00:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-05-28 01:15:00;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 01:30:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-05-28 01:45:00;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 02:00:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-05-28 02:15:00;2;0;2;1;0;0;0;0;0;0;0;0
2020-05-28 02:30:00;0;0;3;2;0;0;0;0;0;0;0;0
2020-05-28 02:45:00;3;0;0;0;0;0;0;0;0;0;0;0
2020-05-28 03:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-05-28 03:15:00;1;0;3;1;0;0;0;0;0;0;0;0
2020-05-28 03:30:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-05-28 03:45:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-05-28 04:00:00;2;0;4;2;0;0;0;0;0;0;0;0
2020-05-28 04:15:00;5;0;4;1;0;0;0;0;0;0;0;0
2020-05-28 04:30:00;13;0;4;0;0;0;0;0;0;0;0;0
2020-05-28 04:45:00;11;0;8;2;0;0;0;0;0;0;0;0
2020-05-28 05:00:00;13;0;15;4;0;0;0;0;0;0;0;0
2020-05-28 05:15:00;13;0;33;1;0;0;0;0;0;0;0;0
2020-05-28 05:30:00;40;0;47;3;0;0;0;0;0;0;0;0
2020-05-28 05:45:00;35;0;38;5;0;0;4;0;0;0;0;0
2020-05-28 06:00:00;41;0;34;1;0;0;0;0;0;0;0;0
2020-05-28 06:15:00;35;0;49;4;0;1;0;0;0;0;0;0
2020-05-28 06:30:00;9;0;13;1;0;0;0;0;0;0;0;0
2020-05-28 06:45:00;47;0;71;2;0;2;0;0;0;0;0;0
2020-05-28 07:00:00;58;0;80;4;6;0;0;0;0;0;0;0
2020-05-28 07:15:00;42;0;106;3;8;1;3;0;0;0;0;0
2020-05-28 07:30:00;55;0;111;8;10;1;6;0;0;0;0;0
2020-05-28 07:45:00;75;0;109;3;8;0;4;0;0;0;0;0
2020-05-28 08:00:00;55;0;88;3;2;0;0;0;0;0;0;0
2020-05-28 08:15:00;75;0;79;4;1;0;1;1;0;0;0;0
2020-05-28 08:30:00;42;0;84;3;1;0;6;2;0;0;0;0
2020-05-28 08:45:00;59;0;88;13;0;9;0;41;0;16;0;0
2020-05-28 09:00:00;46;0;51;10;1;2;2;0;0;0;0;0
2020-05-28 09:15:00;58;0;56;4;5;0;0;0;0;0;0;0
2020-05-28 09:30:00;65;0;75;4;4;0;18;0;0;0;0;0
2020-05-28 09:45:00;62;0;83;10;0;1;1;0;0;0;0;0
2020-05-28 10:00:00;65;0;74;5;0;0;1;0;0;0;0;0
2020-05-28 10:15:00;62;0;77;3;8;0;2;8;0;0;0;0
2020-05-28 10:30:00;61;0;77;5;7;0;0;0;0;0;0;0
2020-05-28 10:45:00;76;0;79;3;0;0;4;1;0;0;0;0
2020-05-28 11:00:00;69;0;77;4;14;0;8;0;0;0;0;0
2020-05-28 11:15:00;75;0;101;5;0;0;0;0;0;0;0;0
2020-05-28 11:30:00;82;0;74;7;2;2;1;1;0;0;0;0
2020-05-28 11:45:00;90;0;67;2;14;0;1;1;0;0;0;0
2020-05-28 12:00:00;81;0;64;2;0;3;1;0;0;0;0;0
2020-05-28 12:15:00;68;0;54;6;1;2;0;0;0;0;0;0
2020-05-28 12:30:00;98;0;71;3;0;0;3;0;0;0;0;0
2020-05-28 12:45:00;77;0;71;3;8;0;3;0;0;0;0;0
2020-05-28 13:00:00;55;0;85;4;0;0;10;2;4;0;0;0
2020-05-28 13:15:00;97;0;82;6;4;0;5;0;0;0;0;0
2020-05-28 13:30:00;66;0;80;6;0;0;1;7;0;0;0;0
2020-05-28 13:45:00;71;0;97;6;4;13;3;0;0;0;0;0
2020-05-28 14:00:00;75;0;104;5;4;4;4;0;0;0;0;0
2020-05-28 14:15:00;96;0;98;6;14;0;43;0;0;0;0;0
2020-05-28 14:30:00;115;0;89;2;1;0;28;3;0;0;0;0
2020-05-28 14:45:00;86;0;81;6;4;0;2;0;0;0;0;0
2020-05-28 15:00:00;89;0;86;10;1;0;6;0;0;0;0;0
2020-05-28 15:15:00;95;0;69;3;2;0;14;10;0;0;0;0
2020-05-28 15:30:00;69;0;101;7;1;0;7;0;0;0;0;0
2020-05-28 15:45:00;81;0;69;5;2;0;2;1;1;0;0;0
2020-05-28 16:00:00;106;0;99;9;4;1;11;0;0;0;0;0
2020-05-28 16:15:00;91;0;94;3;12;0;2;0;0;0;0;0
2020-05-28 16:30:00;84;0;85;10;11;0;2;0;0;0;0;0
2020-05-28 16:45:00;99;0;67;11;20;0;3;2;0;0;0;0
2020-05-28 17:00:00;95;0;89;12;3;0;3;0;0;0;0;0
2020-05-28 17:15:00;109;0;101;12;10;1;8;0;0;0;0;0
2020-05-28 17:30:00;105;0;78;6;1;0;6;0;0;0;0;0
