DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-06-07 00:00:00;9;5;15;2;1;3;13;0;0
2020-06-07 00:15:00;5;16;19;1;0;0;12;0;0
2020-06-07 00:30:00;3;8;16;2;0;1;22;0;0
2020-06-07 00:45:00;4;7;9;4;2;5;20;0;0
2020-06-07 01:00:00;6;10;16;2;0;0;12;0;0
2020-06-07 01:15:00;2;6;7;3;0;0;5;0;0
2020-06-07 01:30:00;4;5;7;3;1;0;3;0;0
2020-06-07 01:45:00;1;6;6;2;0;1;9;0;0
2020-06-07 02:00:00;1;6;7;0;0;0;4;0;1
2020-06-07 02:15:00;6;8;11;1;0;0;10;0;0
2020-06-07 02:30:00;0;1;1;0;0;0;1;0;0
2020-06-07 02:45:00;2;1;3;2;1;1;6;0;0
2020-06-07 03:00:00;1;7;8;2;1;2;8;0;0
2020-06-07 03:15:00;3;3;8;0;0;1;8;0;0
2020-06-07 03:30:00;1;2;3;0;0;0;0;0;0
2020-06-07 03:45:00;1;2;3;2;1;0;2;0;0
2020-06-07 04:00:00;1;1;3;1;0;0;3;0;0
2020-06-07 04:15:00;1;2;2;1;2;1;2;0;0
2020-06-07 04:30:00;3;4;5;0;0;0;2;0;0
2020-06-07 04:45:00;0;2;2;1;1;0;0;0;0
2020-06-07 05:00:00;1;0;2;1;0;0;3;0;0
2020-06-07 05:15:00;3;3;8;0;0;0;6;0;0
2020-06-07 05:30:00;0;1;2;2;2;1;3;0;0
2020-06-07 05:45:00;0;6;7;2;0;0;9;0;0
2020-06-07 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 06:15:00;3;5;10;4;0;0;14;0;0
2020-06-07 06:30:00;0;4;5;2;0;1;6;0;0
2020-06-07 06:45:00;2;6;7;0;0;0;3;0;0
2020-06-07 07:00:00;4;9;10;0;0;0;7;0;0
2020-06-07 07:15:00;5;5;7;1;1;1;4;0;0
2020-06-07 07:30:00;3;2;4;2;0;0;4;0;0
2020-06-07 07:45:00;4;8;13;2;0;0;7;0;0
2020-06-07 08:00:00;6;4;10;1;0;0;5;0;0
2020-06-07 08:15:00;6;6;8;2;0;0;4;0;0
2020-06-07 08:30:00;4;9;14;2;0;0;8;0;0
2020-06-07 08:45:00;4;14;17;2;0;1;13;1;0
2020-06-07 09:00:00;9;6;15;0;0;0;12;0;0
2020-06-07 09:15:00;5;13;19;1;1;0;20;0;0
2020-06-07 09:30:00;11;9;24;5;3;0;17;0;0
2020-06-07 09:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 10:00:00;8;20;26;5;4;2;27;0;0
2020-06-07 10:15:00;17;15;42;4;4;1;27;0;0
2020-06-07 10:30:00;14;21;37;5;3;0;20;0;3
2020-06-07 10:45:00;18;27;38;5;4;4;21;1;0
2020-06-07 11:00:00;11;18;28;2;2;0;18;0;0
2020-06-07 11:15:00;19;26;41;7;4;2;19;1;0
2020-06-07 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 11:45:00;23;31;50;11;8;3;29;0;0
2020-06-07 12:00:00;17;24;39;9;5;0;20;1;0
2020-06-07 12:15:00;16;30;51;5;4;1;34;1;2
2020-06-07 12:30:00;16;35;57;6;3;0;49;0;0
2020-06-07 12:45:00;12;28;34;5;3;1;31;0;0
2020-06-07 13:00:00;19;33;53;9;5;3;42;2;0
2020-06-07 13:15:00;13;21;34;4;3;0;28;1;0
2020-06-07 13:30:00;24;27;48;9;4;2;32;0;0
2020-06-07 13:45:00;25;23;43;9;8;3;29;0;2
2020-06-07 14:00:00;27;38;62;12;7;1;42;1;7
2020-06-07 14:15:00;22;43;66;8;6;3;43;0;0
2020-06-07 14:30:00;26;34;52;10;8;3;31;1;0
2020-06-07 14:45:00;19;33;41;8;10;6;46;0;0
2020-06-07 15:00:00;18;28;44;5;6;0;31;0;0
2020-06-07 15:15:00;19;27;50;12;7;0;42;0;0
2020-06-07 15:30:00;22;32;55;3;2;1;49;0;0
2020-06-07 15:45:00;12;19;35;9;6;1;33;0;0
2020-06-07 16:00:00;22;32;48;8;4;1;40;0;2
2020-06-07 16:15:00;20;29;50;6;5;3;41;4;0
2020-06-07 16:30:00;24;33;47;5;5;2;39;0;1
2020-06-07 16:45:00;21;24;48;10;8;4;47;0;0
2020-06-07 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 17:15:00;18;31;71;3;3;3;31;0;3
2020-06-07 17:30:00;24;24;53;8;7;4;50;6;0
2020-06-07 17:45:00;38;26;51;12;7;3;43;0;0
2020-06-07 18:00:00;29;37;55;4;3;4;30;0;0
2020-06-07 18:15:00;39;39;77;9;2;2;53;3;0
2020-06-07 18:30:00;42;27;65;11;8;3;46;7;6
2020-06-07 18:45:00;37;37;75;6;7;2;49;0;12
2020-06-07 19:00:00;23;35;48;5;2;1;48;0;0
2020-06-07 19:15:00;26;29;44;9;6;5;49;10;0
2020-06-07 19:30:00;11;18;35;8;0;2;43;0;0
2020-06-07 19:45:00;13;30;41;8;0;1;42;0;0
2020-06-07 20:00:00;18;27;42;2;1;1;35;1;0
2020-06-07 20:15:00;13;21;33;6;3;2;32;2;12
2020-06-07 20:30:00;12;21;39;5;3;4;46;8;1
2020-06-07 20:45:00;13;26;46;4;1;0;39;0;2
2020-06-07 21:00:00;8;19;26;10;2;1;35;0;0
2020-06-07 21:15:00;6;30;35;10;8;2;28;0;0
2020-06-07 21:30:00;13;27;41;6;2;3;33;0;0
2020-06-07 21:45:00;10;24;33;5;2;1;20;0;0
2020-06-07 22:00:00;40;50;74;5;2;1;41;2;3
2020-06-07 22:15:00;52;67;102;6;5;2;62;0;0
2020-06-07 22:30:00;26;46;61;1;1;3;32;0;0
2020-06-07 22:45:00;3;13;18;3;1;1;16;0;0
2020-06-07 23:00:00;7;17;23;5;3;2;13;0;0
2020-06-07 23:15:00;2;7;9;3;0;1;8;0;0
2020-06-07 23:30:00;5;9;12;1;1;1;14;0;0
2020-06-07 23:45:00;2;8;12;1;1;0;10;0;0
