DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-10-08 00:00:00;4;0;0;2;1;2;2;2;8;4;0;0;0;0;0;0;0
2019-10-08 00:15:00;6;3;4;5;0;1;1;2;6;2;0;0;0;0;0;0;0
2019-10-08 00:30:00;4;2;4;2;1;3;0;2;3;6;0;0;0;0;0;0;0
2019-10-08 00:45:00;6;1;2;2;1;1;8;4;7;0;0;0;0;0;0;0;0
2019-10-08 01:00:00;6;2;1;1;0;1;4;1;4;1;0;0;0;0;0;0;0
2019-10-08 01:15:00;3;1;1;2;1;1;3;1;1;2;0;0;0;0;0;0;0
2019-10-08 01:30:00;4;3;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0
2019-10-08 01:45:00;8;1;0;0;0;0;3;1;0;4;0;0;0;0;0;0;0
2019-10-08 02:00:00;2;0;0;0;0;0;0;1;7;2;0;0;0;0;0;0;0
2019-10-08 02:15:00;7;2;2;0;0;0;2;1;3;4;0;0;0;0;0;0;0
2019-10-08 02:30:00;3;1;2;0;0;0;2;0;2;5;0;0;0;0;0;0;0
2019-10-08 02:45:00;2;2;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0
2019-10-08 03:00:00;4;2;0;0;0;1;1;6;5;1;0;0;0;0;0;0;0
2019-10-08 03:15:00;5;0;1;0;1;0;2;0;2;0;0;0;0;0;0;0;0
2019-10-08 03:30:00;9;4;0;1;0;1;2;1;2;1;0;0;0;0;0;0;0
2019-10-08 03:45:00;5;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0
2019-10-08 04:00:00;3;1;0;0;0;0;3;1;1;2;0;0;0;0;0;0;0
2019-10-08 04:15:00;9;2;1;0;0;0;0;0;6;8;0;0;2;0;0;0;0
2019-10-08 04:30:00;13;2;2;5;0;2;1;1;5;4;0;0;0;0;0;0;0
2019-10-08 04:45:00;36;3;7;7;0;1;4;11;9;8;0;0;0;0;0;0;0
2019-10-08 05:00:00;86;2;14;26;3;5;14;8;10;10;0;0;0;0;0;0;0
2019-10-08 05:15:00;103;3;51;63;3;1;11;9;11;14;0;0;0;0;0;0;0
2019-10-08 05:30:00;102;4;47;66;5;2;19;28;37;30;1;0;0;0;2;2;0
2019-10-08 05:45:00;71;8;39;49;4;7;18;69;68;78;0;0;0;0;0;0;0
2019-10-08 06:00:00;48;11;33;39;2;2;24;68;62;78;0;0;0;0;0;0;0
2019-10-08 06:15:00;62;10;44;56;9;7;19;25;26;34;0;0;0;1;2;0;0
2019-10-08 06:30:00;86;11;57;54;9;5;25;24;32;44;0;0;2;0;0;1;0
2019-10-08 06:45:00;92;4;79;83;10;6;36;21;25;31;0;0;0;0;0;0;0
2019-10-08 07:00:00;94;17;60;73;12;8;28;26;34;16;0;0;0;0;1;0;0
