DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-10-11 00:00:00;7;2;3;9;1;2;11;0;0;0
2020-10-11 00:15:00;5;7;9;13;3;2;8;0;0;0
2020-10-11 00:30:00;10;6;3;13;3;4;12;0;0;0
2020-10-11 00:45:00;10;3;4;9;3;5;10;0;0;0
2020-10-11 01:00:00;4;4;1;7;5;2;3;0;0;0
2020-10-11 01:15:00;6;4;2;13;3;2;3;0;0;0
2020-10-11 01:30:00;7;6;0;4;0;3;6;0;0;0
2020-10-11 01:45:00;2;1;0;6;3;2;5;0;0;0
2020-10-11 02:00:00;5;3;1;6;3;1;6;0;0;0
2020-10-11 02:15:00;4;2;0;3;2;3;6;0;0;0
2020-10-11 02:30:00;4;4;3;3;1;1;1;0;0;0
2020-10-11 02:45:00;4;1;2;3;2;1;3;0;0;0
2020-10-11 03:00:00;2;0;1;2;1;1;2;0;0;0
2020-10-11 03:15:00;5;4;1;4;1;3;3;0;0;0
2020-10-11 03:30:00;2;2;3;2;1;0;1;0;0;0
2020-10-11 03:45:00;3;0;0;3;2;0;2;0;0;0
2020-10-11 04:00:00;0;1;0;0;0;2;3;0;0;0
2020-10-11 04:15:00;0;1;0;2;1;1;1;0;0;0
2020-10-11 04:30:00;2;0;0;4;3;0;3;0;0;0
2020-10-11 04:45:00;0;1;0;1;1;0;0;0;0;0
2020-10-11 05:00:00;2;3;5;1;1;2;4;0;0;0
2020-10-11 05:15:00;1;2;0;2;2;1;1;0;0;0
2020-10-11 05:30:00;8;1;1;2;2;1;4;0;0;0
2020-10-11 05:45:00;6;3;1;1;0;2;2;0;0;0
2020-10-11 06:00:00;9;4;1;5;3;1;2;0;0;0
2020-10-11 06:15:00;3;2;1;5;2;0;2;0;0;0
2020-10-11 06:30:00;6;2;1;0;0;1;3;0;0;0
2020-10-11 06:45:00;6;2;0;3;1;1;5;0;0;0
2020-10-11 07:00:00;5;5;2;1;0;1;2;0;0;0
2020-10-11 07:15:00;3;3;2;2;0;2;0;0;0;0
2020-10-11 07:30:00;8;5;4;5;2;4;1;0;0;0
2020-10-11 07:45:00;12;7;1;7;2;0;3;0;0;0
2020-10-11 08:00:00;7;5;4;5;4;5;7;0;0;0
2020-10-11 08:15:00;13;2;1;4;1;1;7;0;0;0
2020-10-11 08:30:00;18;5;2;7;2;6;8;0;0;0
2020-10-11 08:45:00;25;4;7;11;2;5;4;0;0;0
2020-10-11 09:00:00;19;5;5;7;2;3;13;0;0;0
2020-10-11 09:15:00;24;10;0;9;4;3;8;0;0;0
2020-10-11 09:30:00;26;11;12;16;5;9;19;0;0;0
2020-10-11 09:45:00;26;16;9;10;3;13;10;0;0;0
2020-10-11 10:00:00;32;17;11;14;5;12;20;0;0;0
2020-10-11 10:15:00;24;8;11;18;1;7;17;0;0;0
2020-10-11 10:30:00;36;20;8;23;5;12;19;0;0;0
2020-10-11 10:45:00;23;13;7;20;6;15;28;0;0;0
2020-10-11 11:00:00;34;11;8;23;9;12;18;0;0;0
2020-10-11 11:15:00;32;9;5;18;4;10;27;0;0;0
2020-10-11 11:30:00;25;18;14;33;4;21;30;0;0;0
2020-10-11 11:45:00;30;15;12;36;5;10;29;0;0;0
2020-10-11 12:00:00;27;20;19;30;7;15;27;0;0;0
2020-10-11 12:15:00;19;16;6;25;2;13;37;0;0;0
2020-10-11 12:30:00;40;17;14;37;7;12;28;0;0;0
2020-10-11 12:45:00;33;19;11;27;7;24;21;0;0;0
2020-10-11 13:00:00;28;15;9;27;5;9;31;0;0;0
2020-10-11 13:15:00;34;22;9;30;5;13;25;0;0;0
2020-10-11 13:30:00;33;19;11;37;9;12;24;0;0;0
2020-10-11 13:45:00;49;23;25;29;5;13;20;0;0;0
2020-10-11 14:00:00;42;28;14;47;10;18;29;0;0;0
2020-10-11 14:15:00;39;20;16;40;9;11;27;0;0;0
2020-10-11 14:30:00;56;23;20;29;2;19;34;0;0;0
2020-10-11 14:45:00;59;13;16;34;9;7;21;0;0;0
2020-10-11 15:00:00;49;25;17;33;5;14;36;0;0;0
2020-10-11 15:15:00;37;20;9;33;11;9;21;0;0;0
2020-10-11 15:30:00;42;28;13;36;7;14;36;0;0;0
2020-10-11 15:45:00;33;17;14;28;5;8;26;0;0;0
2020-10-11 16:00:00;50;19;14;41;9;13;29;0;0;0
2020-10-11 16:15:00;30;18;11;26;8;11;26;0;0;0
2020-10-11 16:30:00;41;25;25;38;8;17;34;0;0;0
2020-10-11 16:45:00;49;24;12;31;11;14;37;0;0;0
2020-10-11 17:00:00;45;15;24;42;9;15;35;0;0;0
2020-10-11 17:15:00;37;24;12;30;3;13;25;0;0;0
2020-10-11 17:30:00;48;22;11;29;9;14;36;0;0;0
2020-10-11 17:45:00;34;18;9;26;5;8;18;0;0;0
2020-10-11 18:00:00;48;21;15;27;8;11;32;0;0;0
2020-10-11 18:15:00;43;25;15;30;5;12;28;0;0;0
2020-10-11 18:30:00;32;16;11;20;8;14;22;0;0;0
2020-10-11 18:45:00;48;14;15;18;4;16;26;0;0;0
2020-10-11 19:00:00;31;14;11;29;8;9;15;0;0;0
2020-10-11 19:15:00;40;13;11;21;9;10;27;0;0;0
2020-10-11 19:30:00;34;22;13;24;3;6;25;0;0;0
2020-10-11 19:45:00;31;14;15;17;0;7;16;0;0;0
2020-10-11 20:00:00;30;13;19;35;6;13;29;0;0;0
2020-10-11 20:15:00;18;9;8;18;6;9;20;0;0;0
2020-10-11 20:30:00;20;8;7;22;3;1;11;0;0;0
2020-10-11 20:45:00;16;8;6;13;5;11;16;0;0;0
2020-10-11 21:00:00;19;14;13;16;2;10;18;0;0;0
2020-10-11 21:15:00;16;19;13;15;2;7;20;0;0;0
2020-10-11 21:30:00;8;10;9;18;6;8;15;0;0;0
2020-10-11 21:45:00;8;5;2;9;2;10;12;0;0;0
2020-10-11 22:00:00;11;3;1;10;3;4;15;0;0;0
2020-10-11 22:15:00;4;2;1;6;2;7;12;0;0;0
2020-10-11 22:30:00;6;6;0;9;3;2;4;0;0;0
2020-10-11 22:45:00;12;5;3;4;1;2;6;0;0;0
2020-10-11 23:00:00;4;1;3;7;6;4;6;0;0;0
2020-10-11 23:15:00;7;3;0;4;3;3;1;0;0;0
2020-10-11 23:30:00;6;2;1;8;2;0;4;0;0;0
2020-10-11 23:45:00;3;2;2;1;3;1;3;0;0;0
