DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-04-10 00:00:00;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0
2020-04-10 00:15:00;7;0;2;0;3;0;1;1;0;0;0;0;0;0;0
2020-04-10 00:30:00;1;0;1;1;4;1;1;4;0;0;0;0;0;0;0
2020-04-10 00:45:00;5;0;0;0;2;0;1;1;0;0;0;0;0;0;0
2020-04-10 01:00:00;3;0;1;0;4;0;1;1;0;0;0;0;0;0;0
2020-04-10 01:15:00;5;0;0;0;4;1;2;2;0;0;0;0;0;0;0
2020-04-10 01:30:00;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-10 01:45:00;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0
2020-04-10 02:00:00;1;0;1;0;1;0;1;2;0;0;0;0;0;0;0
2020-04-10 02:15:00;0;1;1;1;0;1;2;1;0;0;0;0;0;0;0
2020-04-10 02:30:00;0;0;0;1;1;0;1;2;0;0;0;0;0;0;0
2020-04-10 02:45:00;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-10 03:00:00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-10 03:15:00;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2020-04-10 03:30:00;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-10 03:45:00;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0
2020-04-10 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-10 04:15:00;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0
2020-04-10 04:30:00;2;0;5;0;0;0;3;2;0;0;0;0;0;0;0
2020-04-10 04:45:00;1;0;1;0;2;0;3;2;0;0;0;0;0;0;0
2020-04-10 05:00:00;7;0;3;0;3;0;2;2;0;0;0;0;0;0;0
2020-04-10 05:15:00;6;1;2;0;2;1;3;2;0;0;0;0;0;0;0
2020-04-10 05:30:00;17;1;4;1;3;0;6;4;0;0;0;0;0;0;0
2020-04-10 05:45:00;20;1;8;3;7;1;9;3;0;1;0;0;0;0;0
2020-04-10 06:00:00;7;0;7;0;7;0;5;4;0;0;0;0;0;0;0
2020-04-10 06:15:00;14;2;6;0;4;2;8;3;0;0;0;0;0;0;0
2020-04-10 06:30:00;8;0;2;1;5;0;10;1;0;0;0;0;0;0;0
2020-04-10 06:45:00;10;0;5;1;2;1;14;3;0;0;0;0;0;0;0
2020-04-10 07:00:00;5;2;3;1;3;2;11;6;0;0;0;0;0;0;0
2020-04-10 07:15:00;2;2;4;0;7;2;4;4;0;0;0;0;0;0;0
2020-04-10 07:30:00;21;1;8;2;5;1;11;6;0;0;0;0;0;0;0
2020-04-10 07:45:00;9;1;7;4;6;3;13;7;0;0;0;0;0;0;0
2020-04-10 08:00:00;13;0;0;1;8;1;12;5;0;0;0;0;0;0;0
2020-04-10 08:15:00;13;1;5;3;12;2;6;8;0;0;0;0;0;0;0
2020-04-10 08:30:00;11;0;4;4;6;1;8;4;0;1;0;0;0;0;0
2020-04-10 08:45:00;18;2;6;7;8;3;10;6;0;0;0;0;0;0;0
2020-04-10 09:00:00;14;2;12;2;14;3;10;7;0;0;0;0;0;0;0
2020-04-10 09:15:00;16;0;5;2;16;5;17;5;0;0;0;0;0;0;0
2020-04-10 09:30:00;23;3;8;3;9;3;16;14;0;0;0;0;0;0;0
2020-04-10 09:45:00;22;1;6;5;14;4;15;12;0;0;0;0;0;0;0
2020-04-10 10:00:00;15;2;6;3;28;4;18;11;0;0;0;0;0;0;0
2020-04-10 10:15:00;27;4;10;8;26;6;20;17;0;1;0;0;0;0;0
2020-04-10 10:30:00;32;2;11;2;25;6;24;11;0;0;0;0;0;0;0
2020-04-10 10:45:00;32;2;5;4;19;0;17;5;0;0;2;0;0;0;0
2020-04-10 11:00:00;22;4;15;4;26;3;18;17;0;0;0;0;0;0;0
2020-04-10 11:15:00;34;0;10;6;28;2;30;9;0;0;3;0;0;0;0
2020-04-10 11:30:00;33;1;17;5;26;4;20;13;0;1;0;0;0;0;0
2020-04-10 11:45:00;32;0;10;3;30;4;16;4;0;0;0;0;0;0;0
2020-04-10 12:00:00;24;2;11;3;30;4;20;12;0;0;0;0;0;0;0
2020-04-10 12:15:00;16;1;11;5;26;2;24;17;0;7;0;13;0;0;3
2020-04-10 12:30:00;25;2;11;4;24;4;24;9;0;0;0;0;0;0;0
