DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2019-10-17 00:00:00;4;4;0;0;6;4;6;1;3;2;1720;0;0
2019-10-17 00:15:00;4;6;0;0;6;5;6;3;1;4;1643;0;0
2019-10-17 00:30:00;3;2;0;0;4;9;4;1;5;2;1201;0;0
2019-10-17 00:45:00;1;2;1;1;4;7;4;2;4;1;557;0;0
2019-10-17 01:00:00;0;4;1;0;1;5;9;3;3;0;1161;0;0
2019-10-17 01:15:00;2;1;0;0;4;7;2;6;1;0;2371;0;0
2019-10-17 01:30:00;2;0;0;0;4;2;1;1;1;0;1804;0;0
2019-10-17 01:45:00;1;2;0;0;4;4;2;2;1;0;1891;0;0
2019-10-17 02:00:00;1;1;0;0;1;2;2;2;1;2;1199;0;0
2019-10-17 02:15:00;2;0;0;0;5;2;1;0;0;0;2405;0;0
2019-10-17 02:30:00;2;0;0;0;2;1;0;0;0;0;2683;0;0
2019-10-17 02:45:00;1;1;0;0;1;1;2;2;0;0;2244;0;0
2019-10-17 03:00:00;3;1;0;0;3;3;2;0;0;0;1838;0;0
2019-10-17 03:15:00;0;0;0;0;0;0;3;2;1;0;1130;0;0
2019-10-17 03:30:00;1;1;0;0;0;1;0;0;1;0;2841;0;0
2019-10-17 03:45:00;0;2;0;0;0;1;0;1;0;0;2867;0;0
2019-10-17 04:00:00;2;0;0;0;1;2;2;0;3;3;2709;0;0
2019-10-17 04:15:00;2;2;0;0;5;8;3;2;0;0;1774;0;0
2019-10-17 04:30:00;3;1;0;1;5;5;5;1;1;0;1678;0;0
2019-10-17 04:45:00;0;0;0;0;10;12;7;1;5;3;2583;0;0
2019-10-17 05:00:00;2;1;1;0;13;17;20;17;2;1;436;0;0
2019-10-17 05:15:00;6;4;1;0;15;23;46;28;10;7;874;2;0
2019-10-17 05:30:00;4;7;0;0;21;26;62;41;18;5;970;1;0
2019-10-17 05:45:00;9;5;0;3;54;46;51;49;21;13;1188;0;0
2019-10-17 06:00:00;8;11;1;0;41;53;45;32;17;6;1536;0;1
2019-10-17 06:15:00;16;13;1;2;54;54;56;51;44;14;769;1;3
2019-10-17 06:30:00;10;10;2;3;45;43;76;84;39;9;1666;2;0
2019-10-17 06:45:00;13;17;1;4;52;60;99;117;54;31;835;7;1
2019-10-17 07:00:00;23;17;1;2;54;61;104;88;69;26;558;3;8
2019-10-17 07:15:00;28;17;2;1;54;53;101;95;102;52;545;3;2
2019-10-17 07:30:00;23;24;0;7;81;67;93;97;91;68;72;1;1
2019-10-17 07:45:00;46;44;0;7;91;97;103;93;86;51;115;1;1
2019-10-17 08:00:00;25;15;0;6;90;93;104;102;85;48;12;1;3
2019-10-17 08:15:00;29;25;2;2;76;80;112;73;69;36;13;2;2
2019-10-17 08:30:00;27;23;0;8;73;66;95;60;70;39;172;2;1
2019-10-17 08:45:00;27;23;3;5;67;66;81;47;56;23;64;0;0
2019-10-17 09:00:00;35;19;2;0;43;41;67;34;54;25;86;0;1
2019-10-17 09:15:00;34;21;4;3;59;69;62;30;52;25;12;0;2
2019-10-17 09:30:00;22;24;2;2;61;56;69;39;67;28;95;2;0
2019-10-17 09:45:00;38;22;3;2;62;59;64;30;65;27;14;3;1
2019-10-17 10:00:00;38;16;0;2;73;58;52;25;46;20;11;3;1
2019-10-17 10:15:00;35;42;3;3;46;46;52;22;42;15;5;1;2
2019-10-17 10:30:00;38;20;2;2;52;49;58;31;36;14;5;2;1
2019-10-17 10:45:00;22;18;2;3;65;54;57;33;41;14;5;1;1
2019-10-17 11:00:00;39;23;0;5;54;66;65;28;47;19;11;1;1
2019-10-17 11:15:00;42;31;2;3;59;61;57;30;51;22;9;3;2
2019-10-17 11:30:00;47;33;4;6;68;71;64;32;52;22;7;2;2
2019-10-17 11:45:00;40;28;1;1;55;63;59;22;47;26;11;1;2
2019-10-17 12:00:00;43;40;2;1;65;73;56;25;37;13;6;1;2
2019-10-17 12:15:00;35;27;1;1;58;66;63;24;43;20;4;3;2
2019-10-17 12:30:00;48;28;4;0;62;72;65;30;40;18;7;2;3
2019-10-17 12:45:00;53;36;1;3;66;72;64;43;55;24;9;3;2
2019-10-17 13:00:00;51;47;3;4;85;88;58;30;45;24;39;6;2
2019-10-17 13:15:00;46;37;3;5;78;83;70;40;34;21;9;0;9
2019-10-17 13:30:00;37;29;2;5;74;90;73;60;49;25;8;1;1
2019-10-17 13:45:00;46;39;4;5;74;86;86;57;35;15;7;2;1
2019-10-17 14:00:00;54;46;3;3;97;89;70;34;45;21;4;0;2
2019-10-17 14:15:00;51;47;5;1;117;148;58;28;51;24;5;0;2
2019-10-17 14:30:00;42;33;2;1;144;145;53;33;51;17;8;3;1
2019-10-17 14:45:00;54;46;2;2;111;121;71;34;59;23;8;0;2
2019-10-17 15:00:00;54;45;3;4;104;121;59;36;52;30;6;4;2
2019-10-17 15:15:00;45;43;2;3;128;147;62;25;51;25;8;2;3
2019-10-17 15:30:00;57;43;6;1;121;141;75;46;50;32;7;4;3
2019-10-17 15:45:00;70;49;3;5;172;188;70;41;63;28;6;5;1
2019-10-17 16:00:00;67;56;2;6;157;154;83;50;54;38;10;7;2
2019-10-17 16:15:00;52;51;4;6;154;183;81;34;52;24;11;8;4
2019-10-17 16:30:00;68;60;5;3;161;165;80;54;62;21;60;4;2
2019-10-17 16:45:00;70;50;3;10;125;126;80;51;72;28;9;3;2
2019-10-17 17:00:00;68;58;3;2;168;172;84;51;57;31;4;3;1
2019-10-17 17:15:00;60;52;1;2;135;149;76;45;65;36;7;2;3
2019-10-17 17:30:00;44;31;4;3;120;137;75;46;70;66;4;6;2
2019-10-17 17:45:00;59;38;1;2;104;104;72;46;61;27;9;7;1
2019-10-17 18:00:00;49;37;0;5;95;98;58;44;41;29;9;5;1
2019-10-17 18:15:00;45;38;0;0;83;93;59;36;43;19;3;0;2
2019-10-17 18:30:00;28;24;4;2;79;83;63;33;49;30;4;2;4
2019-10-17 18:45:00;45;28;1;4;66;66;57;36;58;24;7;4;2
2019-10-17 19:00:00;33;27;0;3;64;60;54;27;38;21;4;2;0
2019-10-17 19:15:00;30;28;2;1;53;54;56;26;34;10;5;0;2
2019-10-17 19:30:00;26;17;2;0;49;53;37;22;33;20;5;2;1
2019-10-17 19:45:00;20;15;2;0;40;51;39;23;28;16;6;2;2
2019-10-17 20:00:00;20;20;2;1;40;51;28;23;20;14;6;3;2
2019-10-17 20:15:00;23;21;0;2;43;51;36;21;21;8;5;0;2
2019-10-17 20:30:00;19;20;1;1;27;34;37;16;23;8;1;0;2
2019-10-17 20:45:00;16;14;1;1;32;40;34;17;23;7;1;1;0
2019-10-17 21:00:00;15;19;0;0;29;41;37;20;14;6;5;4;0
2019-10-17 21:15:00;32;18;1;1;28;41;24;21;17;6;2;1;0
2019-10-17 21:30:00;23;27;1;1;22;26;33;8;9;2;2;1;0
2019-10-17 21:45:00;17;11;0;0;32;34;26;12;15;6;0;6;0
2019-10-17 22:00:00;20;15;0;2;64;78;25;16;12;9;313;1;0
2019-10-17 22:15:00;17;12;0;0;40;49;20;12;13;5;1462;0;4
2019-10-17 22:30:00;8;9;0;0;19;24;25;11;8;2;669;0;0
2019-10-17 22:45:00;3;3;0;0;17;18;9;5;6;3;986;0;0
2019-10-17 23:00:00;12;12;1;0;22;24;13;7;9;0;172;0;1
2019-10-17 23:15:00;11;7;0;2;10;14;10;6;4;3;2345;0;1
2019-10-17 23:30:00;10;2;1;0;6;8;7;3;1;2;1438;0;0
2019-10-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
