DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-09-21 00:00:00;1;14;16;3;3;5;15;3;0;0;0;0
2019-09-21 00:15:00;5;10;9;5;9;1;12;1;1;0;0;0
2019-09-21 00:30:00;0;4;4;4;6;9;13;256;1;0;0;0
2019-09-21 00:45:00;1;4;4;1;0;4;11;3;0;0;0;0
2019-09-21 01:00:00;0;3;4;4;3;0;4;0;3;0;0;0
2019-09-21 01:15:00;2;4;7;1;3;5;13;0;0;0;0;0
2019-09-21 01:30:00;3;8;10;0;3;5;12;0;1;0;0;0
2019-09-21 01:45:00;2;6;9;0;5;4;14;0;0;0;0;0
2019-09-21 02:00:00;1;8;8;3;1;2;6;0;0;0;0;0
2019-09-21 02:15:00;2;2;5;3;5;2;9;0;2;0;0;0
2019-09-21 02:30:00;1;0;0;2;1;2;3;0;0;0;0;0
2019-09-21 02:45:00;3;3;2;0;0;0;3;1;1;0;0;0
2019-09-21 03:00:00;2;1;2;1;2;1;5;2;2;0;0;0
2019-09-21 03:15:00;0;2;2;1;1;0;4;254;0;0;0;0
2019-09-21 03:30:00;0;0;2;1;0;4;6;0;0;0;0;0
2019-09-21 03:45:00;0;1;1;0;0;0;2;0;0;0;0;0
2019-09-21 04:00:00;1;1;1;0;1;0;0;0;0;0;0;0
2019-09-21 04:15:00;0;3;3;0;1;1;1;0;0;0;0;0
2019-09-21 04:30:00;4;1;1;1;1;0;1;0;0;0;0;0
2019-09-21 04:45:00;2;0;1;0;0;0;0;0;0;0;0;0
2019-09-21 05:00:00;0;1;1;1;1;1;5;0;0;0;0;0
2019-09-21 05:15:00;0;1;5;0;0;2;14;0;0;0;0;0
2019-09-21 05:30:00;11;9;13;0;0;3;13;0;1;0;0;0
2019-09-21 05:45:00;25;30;36;0;0;1;7;0;0;0;0;0
2019-09-21 06:00:00;29;29;39;0;2;2;4;0;0;1;0;0
2019-09-21 06:15:00;5;11;12;0;0;0;5;0;0;0;0;0
2019-09-21 06:30:00;3;5;5;1;0;2;5;0;0;0;0;0
2019-09-21 06:45:00;4;4;7;1;1;0;6;0;0;0;0;0
2019-09-21 07:00:00;4;3;4;0;0;1;6;0;2;0;0;0
2019-09-21 07:15:00;8;5;11;0;0;6;8;0;1;0;0;0
2019-09-21 07:30:00;11;10;15;0;3;1;6;0;0;0;254;0
2019-09-21 07:45:00;17;21;23;0;4;1;6;1;1;0;0;0
2019-09-21 08:00:00;22;22;32;1;2;8;17;259;3;0;0;3
2019-09-21 08:15:00;10;19;24;0;5;9;31;514;3;0;0;0
2019-09-21 08:30:00;29;29;34;1;4;6;23;5;6;0;0;0
2019-09-21 08:45:00;40;48;54;4;5;15;31;510;5;0;0;0
2019-09-21 09:00:00;39;63;67;3;6;8;38;4;13;3;0;0
2019-09-21 09:15:00;48;63;55;5;15;10;24;509;13;0;0;2
2019-09-21 09:30:00;66;87;86;2;25;13;37;7;24;0;0;0
2019-09-21 09:45:00;67;83;82;14;29;21;37;9;15;0;0;3
2019-09-21 10:00:00;69;87;90;8;23;25;52;255;18;1;0;1
2019-09-21 10:15:00;60;92;90;19;25;35;62;259;22;1;0;8
2019-09-21 10:30:00;84;81;80;17;25;24;70;261;27;1;0;3
2019-09-21 10:45:00;78;88;81;18;38;41;85;4;27;0;0;5
2019-09-21 11:00:00;82;89;87;30;25;48;83;256;19;0;0;5
2019-09-21 11:15:00;66;73;72;18;33;40;77;266;30;0;0;5
2019-09-21 11:30:00;66;74;75;26;35;38;71;8;27;1;0;1
2019-09-21 11:45:00;85;89;95;27;30;50;71;17;21;0;0;5
2019-09-21 12:00:00;65;112;94;28;34;39;90;6;33;0;0;4
2019-09-21 12:15:00;79;73;90;32;31;42;80;6;35;2;0;5
2019-09-21 12:30:00;63;86;88;38;32;49;89;8;30;1;0;6
2019-09-21 12:45:00;59;69;79;33;31;32;63;6;23;2;0;8
2019-09-21 13:00:00;68;79;90;32;34;50;85;264;26;1;0;5
2019-09-21 13:15:00;73;81;68;43;34;54;86;15;24;4;0;3
2019-09-21 13:30:00;68;75;84;46;36;43;81;265;27;2;0;3
2019-09-21 13:45:00;84;83;80;38;41;66;113;13;30;1;0;6
2019-09-21 14:00:00;88;91;88;34;32;56;102;363;31;1;0;1
2019-09-21 14:15:00;78;79;70;44;39;47;91;10;21;1;0;4
2019-09-21 14:30:00;85;105;98;43;45;52;80;7;26;1;0;1
2019-09-21 14:45:00;76;79;76;49;31;51;84;7;30;1;0;0
2019-09-21 15:00:00;75;77;81;36;38;62;99;20;32;2;0;3
2019-09-21 15:15:00;66;75;82;48;37;65;100;261;31;1;0;7
2019-09-21 15:30:00;59;71;81;34;27;49;88;10;23;0;0;3
2019-09-21 15:45:00;57;84;81;53;37;45;80;15;34;3;0;4
2019-09-21 16:00:00;81;86;77;35;33;46;81;258;36;2;0;2
2019-09-21 16:15:00;58;88;83;28;40;41;80;5;28;1;0;5
2019-09-21 16:30:00;58;72;72;36;35;42;87;8;34;1;0;5
2019-09-21 16:45:00;63;84;82;39;38;63;90;5;26;2;0;3
2019-09-21 17:00:00;57;64;59;49;27;50;84;257;27;3;0;7
2019-09-21 17:15:00;79;87;90;60;34;54;98;261;42;2;0;4
2019-09-21 17:30:00;58;71;90;27;22;37;88;256;22;1;0;30
2019-09-21 17:45:00;66;85;83;59;33;45;96;268;38;1;0;4
2019-09-21 18:00:00;68;79;67;49;39;55;101;274;30;5;0;3
2019-09-21 18:15:00;61;91;85;51;36;46;75;12;28;1;0;6
2019-09-21 18:30:00;44;64;78;40;32;43;94;255;27;3;0;7
2019-09-21 18:45:00;58;69;72;36;33;45;101;267;26;1;0;4
2019-09-21 19:00:00;52;64;75;49;33;49;96;257;20;0;0;1
2019-09-21 19:15:00;45;59;64;31;40;29;89;262;19;1;0;11
2019-09-21 19:30:00;43;68;73;36;35;49;81;8;15;0;0;2
2019-09-21 19:45:00;25;46;60;38;26;45;115;4;20;0;0;0
2019-09-21 20:00:00;18;47;60;37;36;37;96;256;15;1;0;7
2019-09-21 20:15:00;18;32;39;26;21;14;56;254;7;0;0;2
2019-09-21 20:30:00;13;31;35;9;9;17;45;6;1;1;0;0
2019-09-21 20:45:00;15;19;23;6;5;9;29;509;5;0;0;0
2019-09-21 21:00:00;8;26;39;10;7;14;45;4;3;0;0;0
2019-09-21 21:15:00;14;30;44;5;16;12;51;508;4;1;0;0
2019-09-21 21:30:00;6;15;18;6;4;10;37;255;3;0;0;0
2019-09-21 21:45:00;11;21;25;8;15;12;27;8;8;0;0;0
2019-09-21 22:00:00;10;18;24;10;11;23;30;257;4;0;0;1
2019-09-21 22:15:00;10;16;23;5;12;15;27;254;3;0;0;0
2019-09-21 22:30:00;10;23;34;4;5;19;52;0;0;0;0;0
2019-09-21 22:45:00;8;22;26;6;13;17;46;5;27;0;0;0
2019-09-21 23:00:00;5;17;25;9;13;7;25;0;1;0;0;0
2019-09-21 23:15:00;8;16;23;4;9;9;19;0;0;1;0;0
2019-09-21 23:30:00;11;11;16;5;9;8;27;255;6;0;0;0
2019-09-21 23:45:00;5;10;12;10;13;11;32;6;4;0;0;0
