DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-10-11 00:00:00;26;20;33;5;1;0;0
2020-10-11 00:15:00;25;14;38;10;2;0;1
2020-10-11 00:30:00;24;17;42;13;1;1;0
2020-10-11 00:45:00;16;18;28;4;1;1;1
2020-10-11 01:00:00;13;19;31;5;2;0;0
2020-10-11 01:15:00;21;14;38;12;0;0;0
2020-10-11 01:30:00;18;10;25;4;0;0;0
2020-10-11 01:45:00;19;14;21;6;0;0;0
2020-10-11 02:00:00;15;11;16;5;1;0;0
2020-10-11 02:15:00;13;10;20;4;0;0;0
2020-10-11 02:30:00;10;10;13;4;0;0;0
2020-10-11 02:45:00;8;7;16;2;0;0;0
2020-10-11 03:00:00;12;1;23;5;0;0;0
2020-10-11 03:15:00;12;5;10;2;0;0;0
2020-10-11 03:30:00;0;2;8;0;1;0;0
2020-10-11 03:45:00;7;6;11;3;1;0;0
2020-10-11 04:00:00;4;1;6;1;0;1;0
2020-10-11 04:15:00;7;3;16;1;0;0;0
2020-10-11 04:30:00;11;6;5;1;1;0;0
2020-10-11 04:45:00;5;3;8;3;0;0;1
2020-10-11 05:00:00;12;5;11;4;1;0;0
2020-10-11 05:15:00;8;6;19;4;0;2;0
2020-10-11 05:30:00;13;3;16;2;3;0;1
2020-10-11 05:45:00;18;6;15;7;1;1;0
2020-10-11 06:00:00;10;9;15;3;2;0;1
2020-10-11 06:15:00;8;5;18;3;0;0;0
2020-10-11 06:30:00;13;6;13;5;0;0;0
2020-10-11 06:45:00;21;9;22;7;3;0;0
2020-10-11 07:00:00;7;8;17;5;0;0;0
2020-10-11 07:15:00;19;9;24;7;0;0;0
2020-10-11 07:30:00;14;9;21;6;1;0;0
2020-10-11 07:45:00;22;20;29;10;0;0;0
2020-10-11 08:00:00;22;13;32;10;2;0;0
2020-10-11 08:15:00;28;19;43;10;1;1;0
2020-10-11 08:30:00;34;20;47;15;2;0;0
2020-10-11 08:45:00;66;29;56;16;3;0;0
2020-10-11 09:00:00;38;32;61;13;0;1;0
2020-10-11 09:15:00;54;30;88;30;3;0;0
2020-10-11 09:30:00;65;36;79;40;3;3;1
2020-10-11 09:45:00;83;53;112;49;9;0;2
2020-10-11 10:00:00;51;45;99;47;3;1;0
2020-10-11 10:15:00;84;54;97;63;2;0;0
2020-10-11 10:30:00;64;42;89;25;2;0;0
2020-10-11 10:45:00;74;63;103;58;6;1;0
2020-10-11 11:00:00;94;51;109;51;2;0;0
2020-10-11 11:15:00;69;74;110;52;4;1;1
2020-10-11 11:30:00;77;54;115;56;4;0;0
2020-10-11 11:45:00;98;82;125;72;1;0;0
2020-10-11 12:00:00;97;64;114;45;0;1;0
2020-10-11 12:15:00;84;59;104;44;3;1;0
2020-10-11 12:30:00;82;62;116;64;3;0;0
2020-10-11 12:45:00;98;73;142;54;6;1;1
2020-10-11 13:00:00;89;59;143;42;4;0;0
2020-10-11 13:15:00;107;63;153;65;6;0;0
2020-10-11 13:30:00;83;58;130;53;4;0;0
2020-10-11 13:45:00;122;96;146;65;4;0;0
2020-10-11 14:00:00;122;77;127;53;6;0;1
2020-10-11 14:15:00;112;95;163;79;3;1;0
2020-10-11 14:30:00;113;101;124;65;5;1;2
2020-10-11 14:45:00;122;89;140;70;2;1;0
2020-10-11 15:00:00;113;63;135;60;6;0;0
2020-10-11 15:15:00;103;72;142;67;6;1;0
2020-10-11 15:30:00;103;72;124;54;1;1;0
2020-10-11 15:45:00;128;85;143;54;4;0;0
2020-10-11 16:00:00;114;79;145;51;4;1;0
2020-10-11 16:15:00;98;71;133;71;6;2;0
2020-10-11 16:30:00;108;75;124;56;1;1;0
2020-10-11 16:45:00;106;109;165;82;7;0;0
2020-10-11 17:00:00;111;94;139;65;9;1;0
2020-10-11 17:15:00;118;83;146;55;5;0;0
2020-10-11 17:30:00;120;72;149;58;2;0;1
2020-10-11 17:45:00;130;107;156;78;7;1;1
2020-10-11 18:00:00;91;84;138;63;2;2;0
2020-10-11 18:15:00;118;76;140;77;3;1;0
2020-10-11 18:30:00;81;65;112;48;2;0;1
2020-10-11 18:45:00;112;78;135;61;5;0;0
2020-10-11 19:00:00;103;68;109;56;2;0;0
2020-10-11 19:15:00;99;72;129;58;5;0;0
2020-10-11 19:30:00;83;62;99;40;5;1;0
2020-10-11 19:45:00;95;72;96;45;3;0;0
2020-10-11 20:00:00;82;47;80;24;2;1;0
2020-10-11 20:15:00;77;55;103;42;0;0;0
2020-10-11 20:30:00;64;49;82;20;7;0;0
2020-10-11 20:45:00;70;51;79;29;3;0;2
2020-10-11 21:00:00;48;37;79;31;1;1;0
2020-10-11 21:15:00;44;33;67;26;3;0;1
2020-10-11 21:30:00;52;21;46;13;3;0;1
2020-10-11 21:45:00;34;33;50;29;2;0;0
2020-10-11 22:00:00;26;24;46;18;0;0;0
2020-10-11 22:15:00;42;22;47;16;1;0;1
2020-10-11 22:30:00;35;24;38;10;1;0;0
2020-10-11 22:45:00;28;22;49;15;2;0;1
2020-10-11 23:00:00;19;17;32;6;2;1;0
2020-10-11 23:15:00;18;17;20;5;2;0;2
2020-10-11 23:30:00;11;11;19;3;5;1;0
2020-10-11 23:45:00;22;8;21;2;2;1;0
