DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-04-30 00:00:00;8;4;4;2;0;0
2020-04-30 00:15:00;10;5;4;9;1;3
2020-04-30 00:30:00;8;4;7;7;4;2
2020-04-30 00:45:00;9;5;4;3;1;0
2020-04-30 01:00:00;5;0;1;7;0;0
2020-04-30 01:15:00;3;3;1;1;0;4
2020-04-30 01:30:00;2;0;3;1;0;1
2020-04-30 01:45:00;2;1;3;2;0;0
2020-04-30 02:00:00;6;0;2;4;0;2
2020-04-30 02:15:00;2;0;0;1;0;2
2020-04-30 02:30:00;5;2;3;4;0;0
2020-04-30 02:45:00;5;2;4;4;0;1
2020-04-30 03:00:00;0;1;4;3;0;0
2020-04-30 03:15:00;5;2;1;5;0;1
2020-04-30 03:30:00;3;0;4;3;0;2
2020-04-30 03:45:00;6;1;1;2;0;2
2020-04-30 04:00:00;6;1;4;4;0;2
2020-04-30 04:15:00;10;4;5;3;1;3
2020-04-30 04:30:00;11;2;7;6;0;5
2020-04-30 04:45:00;23;7;10;11;2;2
2020-04-30 05:00:00;53;35;7;18;1;5
2020-04-30 05:15:00;70;58;15;21;2;7
2020-04-30 05:30:00;77;84;7;40;5;13
2020-04-30 05:45:00;67;64;20;37;2;12
2020-04-30 06:00:00;59;37;19;40;3;14
2020-04-30 06:15:00;89;67;24;54;6;17
2020-04-30 06:30:00;105;98;38;63;4;13
2020-04-30 06:45:00;101;109;38;65;6;15
2020-04-30 07:00:00;110;86;39;53;10;16
2020-04-30 07:15:00;98;101;57;107;11;32
2020-04-30 07:30:00;130;119;70;102;15;38
2020-04-30 07:45:00;123;124;76;92;7;34
2020-04-30 08:00:00;92;75;49;68;11;27
2020-04-30 08:15:00;81;66;52;70;10;21
2020-04-30 08:30:00;105;84;53;73;5;28
2020-04-30 08:45:00;113;90;65;101;14;36
2020-04-30 09:00:00;93;68;49;79;6;23
2020-04-30 09:15:00;118;79;74;86;13;37
2020-04-30 09:30:00;106;75;73;90;8;38
2020-04-30 09:45:00;106;82;75;117;13;35
2020-04-30 10:00:00;128;75;65;116;7;34
2020-04-30 10:15:00;129;100;56;116;19;46
2020-04-30 10:30:00;127;91;71;132;17;41
2020-04-30 10:45:00;129;92;79;131;20;57
2020-04-30 11:00:00;124;98;81;131;19;43
2020-04-30 11:15:00;117;91;68;120;14;53
2020-04-30 11:30:00;117;110;75;118;12;51
2020-04-30 11:45:00;114;88;77;121;11;42
2020-04-30 12:00:00;133;100;89;150;18;40
2020-04-30 12:15:00;140;106;92;130;18;47
2020-04-30 12:30:00;128;92;87;134;13;48
2020-04-30 12:45:00;136;106;83;137;16;40
2020-04-30 13:00:00;121;98;80;144;16;41
2020-04-30 13:15:00;124;104;84;149;13;50
2020-04-30 13:30:00;139;110;75;142;13;40
2020-04-30 13:45:00;125;113;96;134;13;31
2020-04-30 14:00:00;131;105;96;168;17;41
2020-04-30 14:15:00;131;114;102;182;25;63
2020-04-30 14:30:00;146;134;112;185;19;50
2020-04-30 14:45:00;95;81;84;146;12;35
2020-04-30 15:00:00;
2020-04-30 15:15:00;
2020-04-30 15:30:00;
2020-04-30 15:45:00;
2020-04-30 16:00:00;
2020-04-30 16:15:00;48;40;37;73;5;23
2020-04-30 16:30:00;155;109;113;194;27;64
2020-04-30 16:45:00;148;108;117;164;20;54
2020-04-30 17:00:00;148;117;94;155;13;45
2020-04-30 17:15:00;140;119;98;165;16;61
2020-04-30 17:30:00;141;128;93;144;22;67
2020-04-30 17:45:00;139;107;79;151;30;52
2020-04-30 18:00:00;138;126;63;143;25;47
2020-04-30 18:15:00;126;99;81;138;17;62
2020-04-30 18:30:00;114;79;81;122;21;45
2020-04-30 18:45:00;107;83;65;114;18;44
2020-04-30 19:00:00;86;68;56;76;17;51
2020-04-30 19:15:00;
2020-04-30 19:30:00;
2020-04-30 19:45:00;
2020-04-30 20:00:00;
2020-04-30 20:15:00;
2020-04-30 20:30:00;
2020-04-30 20:45:00;
2020-04-30 21:00:00;
2020-04-30 21:15:00;
2020-04-30 21:30:00;
2020-04-30 21:45:00;
2020-04-30 22:00:00;
2020-04-30 22:15:00;
2020-04-30 22:30:00;
2020-04-30 22:45:00;
2020-04-30 23:00:00;
2020-04-30 23:15:00;
2020-04-30 23:30:00;
2020-04-30 23:45:00;
