DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-03-31 00:00:00;6;0;0;1;0;0
2020-03-31 00:15:00;3;4;6;2;0;1
2020-03-31 00:30:00;11;3;4;5;0;1
2020-03-31 00:45:00;10;1;1;4;0;0
2020-03-31 01:00:00;5;2;5;2;0;4
2020-03-31 01:15:00;6;0;3;3;0;0
2020-03-31 01:30:00;3;1;4;0;0;0
2020-03-31 01:45:00;2;0;3;0;0;0
2020-03-31 02:00:00;7;1;0;2;0;1
2020-03-31 02:15:00;4;1;2;5;1;4
2020-03-31 02:30:00;5;0;2;2;0;0
2020-03-31 02:45:00;4;2;1;6;1;1
2020-03-31 03:00:00;7;1;4;0;0;1
2020-03-31 03:15:00;2;0;1;1;0;1
2020-03-31 03:30:00;6;3;3;8;0;0
2020-03-31 03:45:00;2;3;4;0;0;0
2020-03-31 04:00:00;6;3;3;5;0;1
2020-03-31 04:15:00;12;2;2;7;0;3
2020-03-31 04:30:00;6;3;6;6;0;2
2020-03-31 04:45:00;14;6;4;10;0;3
2020-03-31 05:00:00;16;3;8;15;1;3
2020-03-31 05:15:00;32;20;9;23;2;6
2020-03-31 05:30:00;52;48;12;32;0;7
2020-03-31 05:45:00;56;37;13;38;3;9
2020-03-31 06:00:00;50;37;15;31;1;5
2020-03-31 06:15:00;71;57;18;57;4;12
2020-03-31 06:30:00;70;71;36;44;0;11
2020-03-31 06:45:00;78;75;44;57;5;12
2020-03-31 07:00:00;69;62;32;54;6;18
2020-03-31 07:15:00;99;69;37;66;10;14
2020-03-31 07:30:00;97;77;39;82;8;31
2020-03-31 07:45:00;107;71;45;69;10;43
2020-03-31 08:00:00;69;55;46;62;10;25
2020-03-31 08:15:00;75;46;47;56;8;21
2020-03-31 08:30:00;68;47;33;51;3;16
2020-03-31 08:45:00;66;51;33;59;8;18
2020-03-31 09:00:00;62;29;32;62;10;15
2020-03-31 09:15:00;66;51;44;67;7;21
2020-03-31 09:30:00;85;49;39;53;9;23
2020-03-31 09:45:00;72;46;49;77;11;27
2020-03-31 10:00:00;87;56;30;73;12;22
2020-03-31 10:15:00;91;64;46;74;9;30
2020-03-31 10:30:00;74;54;53;83;10;26
2020-03-31 10:45:00;81;52;41;72;13;25
2020-03-31 11:00:00;81;57;41;82;10;29
2020-03-31 11:15:00;89;54;56;84;11;27
2020-03-31 11:30:00;113;66;66;73;6;21
2020-03-31 11:45:00;90;64;55;89;13;30
2020-03-31 12:00:00;81;62;61;80;11;40
2020-03-31 12:15:00;79;58;52;95;13;32
2020-03-31 12:30:00;72;59;40;79;10;20
2020-03-31 12:45:00;84;65;54;91;12;37
2020-03-31 13:00:00;84;62;56;87;5;32
2020-03-31 13:15:00;77;55;58;77;9;14
2020-03-31 13:30:00;89;77;43;86;8;31
2020-03-31 13:45:00;91;63;54;94;12;26
2020-03-31 14:00:00;92;61;62;97;9;30
2020-03-31 14:15:00;88;70;63;119;13;31
2020-03-31 14:30:00;89;66;74;101;12;31
2020-03-31 14:45:00;96;52;74;97;10;37
2020-03-31 15:00:00;82;60;57;88;16;34
2020-03-31 15:15:00;92;63;58;90;9;38
2020-03-31 15:30:00;93;69;77;97;15;36
2020-03-31 15:45:00;95;59;54;116;12;38
2020-03-31 16:00:00;110;72;65;109;11;25
2020-03-31 16:15:00;103;69;63;106;14;43
2020-03-31 16:30:00;102;73;74;135;16;20
2020-03-31 16:45:00;88;72;70;111;15;34
2020-03-31 17:00:00;98;74;75;124;14;31
2020-03-31 17:15:00;78;66;67;130;24;37
2020-03-31 17:30:00;108;57;76;81;12;42
2020-03-31 17:45:00;81;59;54;89;9;29
2020-03-31 18:00:00;88;44;48;79;11;38
2020-03-31 18:15:00;75;32;49;76;11;24
2020-03-31 18:30:00;71;34;38;65;11;20
2020-03-31 18:45:00;74;55;35;73;8;33
2020-03-31 19:00:00;60;44;38;69;14;33
2020-03-31 19:15:00;51;32;25;50;13;19
2020-03-31 19:30:00;58;32;36;53;9;16
2020-03-31 19:45:00;48;24;36;53;9;20
2020-03-31 20:00:00;46;26;29;39;4;12
2020-03-31 20:15:00;43;16;25;35;1;8
2020-03-31 20:30:00;48;19;22;32;4;11
2020-03-31 20:45:00;33;17;17;26;3;5
2020-03-31 21:00:00;39;17;14;24;1;5
2020-03-31 21:15:00;33;12;10;26;4;3
2020-03-31 21:30:00;28;12;16;17;1;3
2020-03-31 21:45:00;22;11;13;21;1;1
2020-03-31 22:00:00;25;8;24;11;0;4
2020-03-31 22:15:00;28;9;6;21;0;3
2020-03-31 22:30:00;19;6;7;13;3;2
2020-03-31 22:45:00;19;9;6;6;0;4
2020-03-31 23:00:00;18;5;4;8;0;1
2020-03-31 23:15:00;7;2;4;7;0;2
2020-03-31 23:30:00;12;4;3;5;1;0
