DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-08-24 00:00:00;3;3;0;2;0;2;7;11;3;0;3;0;0;0;0;0;0;0
2020-08-24 00:15:00;0;5;1;0;1;3;9;16;0;0;0;0;0;0;0;0;0;0
2020-08-24 00:30:00;1;1;1;0;2;0;3;5;2;1;2;1;0;0;0;0;0;0
2020-08-24 00:45:00;0;1;0;2;0;4;2;1;1;0;1;0;0;0;0;0;0;0
2020-08-24 01:00:00;0;1;0;1;0;3;0;1;2;0;2;1;0;0;0;0;0;0
2020-08-24 01:15:00;0;4;0;0;0;1;3;5;0;1;1;1;0;0;0;0;0;0
2020-08-24 01:30:00;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-08-24 01:45:00;0;0;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0
2020-08-24 02:00:00;0;3;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0
2020-08-24 02:15:00;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-24 02:30:00;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-24 02:45:00;0;0;0;0;0;1;2;2;1;0;2;0;0;0;0;0;0;0
2020-08-24 03:00:00;1;1;0;0;0;1;2;2;1;0;1;0;0;0;0;0;0;0
2020-08-24 03:15:00;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-08-24 03:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-24 03:45:00;1;2;1;0;1;0;3;3;1;0;1;2;0;0;0;0;0;0
2020-08-24 04:00:00;1;1;2;0;2;3;0;0;2;1;3;3;0;0;0;0;0;0
2020-08-24 04:15:00;0;0;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;0
2020-08-24 04:30:00;3;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-24 04:45:00;2;4;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0
2020-08-24 05:00:00;3;3;0;0;1;1;3;5;0;0;0;1;0;0;0;0;0;0
2020-08-24 05:15:00;2;5;1;0;1;4;4;2;0;3;0;4;0;0;0;0;0;0
2020-08-24 05:30:00;20;13;1;2;3;3;7;4;1;1;2;4;0;0;0;0;0;0
2020-08-24 05:45:00;31;21;4;1;7;5;4;6;5;3;5;7;2;0;0;0;0;0
2020-08-24 06:00:00;22;23;1;0;6;6;12;17;6;2;7;7;0;0;0;0;0;0
2020-08-24 06:15:00;13;17;0;0;4;3;5;5;1;0;1;5;0;1;0;0;0;0
2020-08-24 06:30:00;32;17;5;0;13;6;13;11;6;2;8;4;1;0;0;0;0;0
2020-08-24 06:45:00;31;32;2;7;13;10;13;18;2;3;4;5;0;0;0;0;0;2
2020-08-24 07:00:00;31;22;3;0;22;11;13;20;12;4;14;15;0;0;0;0;0;0
2020-08-24 07:15:00;22;30;10;9;21;20;15;24;9;2;15;7;0;0;0;0;0;8
2020-08-24 07:30:00;25;36;21;11;20;11;22;27;10;2;12;8;0;0;0;0;0;0
2020-08-24 07:45:00;29;39;14;13;26;25;19;26;8;1;9;6;2;0;0;0;0;0
2020-08-24 08:00:00;22;21;7;6;19;20;23;16;10;1;13;2;0;0;0;2;0;0
2020-08-24 08:15:00;27;29;3;1;22;13;31;23;15;6;18;12;2;0;0;0;0;2
2020-08-24 08:30:00;19;25;6;5;18;14;37;24;10;4;13;9;0;1;0;0;0;3
2020-08-24 08:45:00;17;41;19;20;19;24;23;34;16;7;18;12;0;0;0;0;0;0
2020-08-24 09:00:00;21;39;4;8;11;24;27;30;13;6;18;12;0;1;0;3;0;0
2020-08-24 09:15:00;15;29;10;9;17;19;27;30;12;4;14;10;0;0;0;0;0;0
2020-08-24 09:30:00;22;30;9;9;24;17;19;27;15;7;16;14;4;1;0;0;1;0
2020-08-24 09:45:00;16;34;7;8;12;18;42;42;8;8;14;16;0;0;0;0;0;0
2020-08-24 10:00:00;17;31;6;6;16;15;36;23;16;6;16;13;1;0;0;0;0;0
2020-08-24 10:15:00;24;46;6;7;17;21;46;44;13;6;18;13;0;0;0;0;0;2
2020-08-24 10:30:00;29;32;6;8;7;18;45;29;13;4;16;4;2;0;3;2;0;1
2020-08-24 10:45:00;14;39;9;23;11;31;34;37;11;8;15;12;0;0;0;0;0;0
2020-08-24 11:00:00;19;47;19;20;22;20;46;36;25;7;23;13;0;0;0;0;0;0
2020-08-24 11:15:00;18;40;11;10;16;19;40;34;18;10;18;10;0;0;0;0;0;1
2020-08-24 11:30:00;13;31;4;20;11;24;47;30;25;14;33;17;1;1;0;3;1;0
