DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-05-12 00:00:00;6;1;0;1;5;5;11;0;0;0;0;0;0;0
2020-05-12 00:15:00;8;1;1;1;6;8;13;0;0;0;0;0;0;0
2020-05-12 00:30:00;8;0;2;1;5;11;7;0;0;0;0;0;0;0
2020-05-12 00:45:00;6;1;1;0;1;5;7;0;0;0;0;0;0;0
2020-05-12 01:00:00;7;2;1;1;2;6;11;0;0;0;0;0;0;0
2020-05-12 01:15:00;2;0;0;0;1;10;3;0;0;0;0;0;0;0
2020-05-12 01:30:00;1;0;0;0;5;9;2;0;0;0;0;0;0;0
2020-05-12 01:45:00;0;1;0;0;3;4;3;0;0;0;0;0;0;0
2020-05-12 02:00:00;1;0;0;0;5;12;4;0;0;0;0;0;0;0
2020-05-12 02:15:00;4;0;1;0;1;7;7;0;0;0;0;0;0;0
2020-05-12 02:30:00;3;1;0;0;2;7;5;0;0;0;0;0;0;0
2020-05-12 02:45:00;4;3;0;1;3;8;7;0;0;0;0;0;0;0
2020-05-12 03:00:00;4;5;0;3;5;8;6;0;0;0;0;0;0;0
2020-05-12 03:15:00;0;0;0;0;5;6;6;0;0;0;0;0;0;0
2020-05-12 03:30:00;4;0;1;1;0;4;3;0;0;0;0;0;0;0
2020-05-12 03:45:00;4;0;1;1;1;7;7;0;0;0;0;0;0;0
2020-05-12 04:00:00;3;2;0;0;2;12;8;0;0;0;0;0;0;0
2020-05-12 04:15:00;3;0;1;0;5;20;3;0;0;0;0;0;0;0
2020-05-12 04:30:00;7;1;2;1;7;19;12;0;0;0;0;0;0;0
2020-05-12 04:45:00;14;1;3;3;5;25;20;0;0;0;0;0;0;0
2020-05-12 05:00:00;24;1;5;3;25;72;37;0;0;0;0;0;0;0
2020-05-12 05:15:00;66;5;12;5;34;94;79;0;0;0;0;0;0;0
2020-05-12 05:30:00;86;6;18;8;28;62;96;0;0;0;0;0;0;0
2020-05-12 05:45:00;68;3;16;2;10;38;103;0;0;0;0;0;0;0
2020-05-12 06:00:00;53;6;16;7;24;56;69;0;0;0;0;0;0;0
2020-05-12 06:15:00;81;12;18;6;29;83;126;1;0;0;0;0;0;0
2020-05-12 06:30:00;123;15;28;9;32;92;142;0;0;2;0;0;0;0
2020-05-12 06:45:00;117;35;25;16;54;91;149;0;0;1;0;0;0;0
2020-05-12 07:00:00;135;20;22;8;50;89;156;3;0;0;0;0;0;0
2020-05-12 07:15:00;128;27;38;16;42;113;175;9;0;2;0;0;0;0
2020-05-12 07:30:00;144;44;29;22;58;99;170;0;0;3;0;0;0;0
2020-05-12 07:45:00;130;43;24;16;61;113;164;3;0;0;0;0;0;0
2020-05-12 08:00:00;107;20;20;20;40;104;123;3;1;4;0;0;0;0
2020-05-12 08:15:00;97;21;22;17;42;84;116;0;0;4;0;0;0;0
2020-05-12 08:30:00;79;18;27;25;43;101;116;0;0;0;0;0;0;0
2020-05-12 08:45:00;94;17;23;26;56;115;130;0;0;2;0;0;0;0
2020-05-12 09:00:00;72;24;22;20;52;81;109;2;0;0;0;0;0;0
2020-05-12 09:15:00;65;22;17;14;46;94;102;0;0;0;0;0;0;0
2020-05-12 09:30:00;95;21;24;18;49;99;117;4;0;0;0;0;0;0
2020-05-12 09:45:00;105;24;33;27;66;98;132;0;0;1;0;0;0;0
2020-05-12 10:00:00;84;28;21;21;53;106;132;4;1;5;0;0;0;0
2020-05-12 10:15:00;76;17;31;20;62;121;125;0;0;3;0;0;0;0
