2020-02-12 00:00:00;12;11;10;0;1;12;0;0;1;1;1;1;0;0;0;0
2020-02-12 00:15:00;18;8;14;0;2;10;0;1;3;4;3;3;0;0;0;0
2020-02-12 00:30:00;4;14;14;1;2;14;0;2;3;3;2;3;0;0;0;0
2020-02-12 00:45:00;5;13;14;2;1;13;0;4;3;3;3;3;0;0;0;0
2020-02-12 01:00:00;5;7;7;0;1;7;0;0;1;1;1;1;0;0;0;0
2020-02-12 01:15:00;16;9;12;2;3;10;1;1;0;0;0;0;0;0;0;0
2020-02-12 01:30:00;12;8;10;0;1;6;0;0;2;1;1;1;0;0;0;0
2020-02-12 01:45:00;14;4;7;0;1;5;2;1;0;0;0;0;0;0;0;0
2020-02-12 02:00:00;6;3;3;1;1;3;0;0;0;0;0;0;0;0;0;0
2020-02-12 02:15:00;5;9;14;1;4;11;0;0;1;1;1;1;0;0;0;0
2020-02-12 02:30:00;4;6;8;0;1;5;0;0;1;1;1;1;0;0;0;0
2020-02-12 02:45:00;6;3;4;2;2;3;1;1;0;0;0;0;0;0;0;0
2020-02-12 03:00:00;5;7;266;0;4;7;0;0;2;1;1;1;0;0;0;0
2020-02-12 03:15:00;3;11;10;0;0;11;1;0;2;2;2;2;0;0;0;0
2020-02-12 03:30:00;8;3;5;1;0;5;0;0;1;1;0;2;0;0;0;0
2020-02-12 03:45:00;8;9;12;2;2;8;1;1;2;2;2;2;0;0;0;0
2020-02-12 04:00:00;4;3;5;0;6;4;0;0;2;2;2;2;0;0;2;0
2020-02-12 04:15:00;8;7;523;0;5;8;0;1;1;1;0;0;0;0;0;0
2020-02-12 04:30:00;15;5;7;0;3;8;0;0;4;4;5;4;0;0;0;0
2020-02-12 04:45:00;13;12;17;2;2;11;3;3;4;4;5;5;0;0;0;0
2020-02-12 05:00:00;18;29;22;1;6;25;1;11;9;9;10;10;0;0;0;0
2020-02-12 05:15:00;45;43;26;6;12;45;1;21;18;20;18;19;0;0;0;0
2020-02-12 05:30:00;40;63;36;6;15;56;1;25;35;36;34;37;0;0;4;0
2020-02-12 05:45:00;72;98;45;9;26;100;1;18;39;42;42;39;0;0;5;0
2020-02-12 06:00:00;52;68;41;11;30;67;0;8;29;26;24;24;2;0;0;0
2020-02-12 06:15:00;105;101;46;13;46;93;1;22;43;43;44;46;0;0;0;0
2020-02-12 06:30:00;99;140;65;8;32;142;2;23;52;50;53;56;0;0;0;0
2020-02-12 06:45:00;117;157;75;19;28;151;2;40;65;66;68;67;0;0;2;0
2020-02-12 07:00:00;156;170;80;12;36;164;3;58;86;81;78;78;0;0;0;0
2020-02-12 07:15:00;180;183;79;25;56;179;7;65;69;66;66;68;0;0;0;0
2020-02-12 07:30:00;189;224;103;34;45;185;17;90;82;92;82;87;0;0;21;1
2020-02-12 07:45:00;198;206;82;37;39;177;9;86;73;68;66;67;0;0;0;2
2020-02-12 08:00:00;172;171;93;38;40;158;7;75;93;93;81;86;0;0;3;1
2020-02-12 08:15:00;157;176;90;31;52;155;3;44;84;86;86;86;0;2;0;0
2020-02-12 08:30:00;158;169;83;24;56;156;8;59;70;67;61;61;0;0;2;0
2020-02-12 08:45:00;145;176;79;25;42;152;7;49;67;65;57;60;0;0;1;0
2020-02-12 09:00:00;126;159;72;26;54;146;7;44;68;65;66;69;0;0;0;3
2020-02-12 09:15:00;130;161;82;36;46;153;9;45;75;67;69;66;0;0;0;3
2020-02-12 09:30:00;153;164;79;30;52;147;7;46;53;53;45;52;0;0;1;0
2020-02-12 09:45:00;143;160;79;24;37;145;6;59;61;57;54;59;0;0;0;1
2020-02-12 10:00:00;144;179;87;36;36;173;10;31;39;39;37;41;0;0;3;0
2020-02-12 10:15:00;158;188;79;32;44;171;8;43;56;53;47;49;0;0;0;0
2020-02-12 10:30:00;169;198;93;31;44;174;13;57;61;59;59;61;2;0;0;0
2020-02-12 10:45:00;166;171;97;35;35;142;11;68;58;57;53;52;1;0;0;0
2020-02-12 11:00:00;185;166;87;34;44;150;16;57;54;56;52;53;0;0;0;0
2020-02-12 11:15:00;153;184;85;35;44;154;16;56;62;56;58;58;1;1;6;1
2020-02-12 11:30:00;165;211;81;37;54;188;18;57;57;59;50;54;0;0;1;1
2020-02-12 11:45:00;148;182;73;39;45;165;12;45;56;60;54;55;0;0;1;0
2020-02-12 12:00:00;170;170;89;26;49;148;19;56;62;58;53;53;0;0;0;0
2020-02-12 12:15:00;185;187;79;46;50;196;14;48;54;60;51;53;0;0;5;1
2020-02-12 12:30:00;168;168;90;39;51;143;11;41;66;69;60;63;0;0;2;1
2020-02-12 12:45:00;182;171;87;35;55;154;10;63;62;57;50;56;0;0;0;0
2020-02-12 13:00:00;179;177;98;42;47;158;9;53;67;63;59;61;0;0;0;2
2020-02-12 13:15:00;159;184;62;28;56;177;6;49;71;77;63;64;0;0;2;0
2020-02-12 13:30:00;189;186;72;44;45;165;9;71;54;57;51;51;0;0;8;1
2020-02-12 13:45:00;167;189;93;54;40;166;14;40;57;59;55;58;0;1;1;0
2020-02-12 14:00:00;177;159;96;54;43;145;8;46;55;55;50;50;1;0;1;0
2020-02-12 14:15:00;178;205;82;70;56;174;15;48;82;61;61;60;0;0;0;3
2020-02-12 14:30:00;168;194;85;53;56;174;11;39;66;65;60;63;1;0;0;0
2020-02-12 14:45:00;200;170;76;46;55;154;12;38;53;54;43;48;0;0;0;0
2020-02-12 15:00:00;178;185;79;55;61;164;12;61;41;45;42;42;1;0;10;0
2020-02-12 15:15:00;181;211;116;62;40;186;13;49;61;57;57;59;3;10;2;7
2020-02-12 15:30:00;199;195;101;56;47;166;10;73;60;60;51;49;0;0;0;0
2020-02-12 15:45:00;214;208;78;79;61;182;17;71;63;58;65;63;3;3;2;0
2020-02-12 16:00:00;215;184;66;64;46;163;13;48;53;54;48;49;0;0;5;2
2020-02-12 16:15:00;191;210;92;67;60;178;16;50;62;61;58;61;0;0;4;3
2020-02-12 16:30:00;214;175;90;69;62;140;12;57;72;70;69;69;0;1;0;1
2020-02-12 16:45:00;195;203;97;68;48;195;12;59;75;72;54;58;2;1;0;0
2020-02-12 17:00:00;188;202;32;65;72;190;13;53;74;72;57;309;0;0;1;2
2020-02-12 17:15:00;181;200;54;79;69;174;9;57;60;64;58;54;0;0;0;1
2020-02-12 17:30:00;179;200;271;66;53;177;14;62;67;66;66;63;0;0;1;0
2020-02-12 17:45:00;191;194;279;57;72;170;10;35;60;60;52;56;0;0;3;0
2020-02-12 18:00:00;196;184;285;59;56;178;11;55;57;58;56;56;3;0;0;1
2020-02-12 18:15:00;186;231;59;56;52;220;15;43;64;64;51;54;0;1;5;4
2020-02-12 18:30:00;169;148;64;50;67;134;4;34;47;50;42;45;1;0;0;2
2020-02-12 18:45:00;146;146;52;35;59;132;5;42;52;47;44;43;1;0;0;1
2020-02-12 19:00:00;178;140;53;22;44;129;5;28;57;54;48;53;0;0;1;1
2020-02-12 19:15:00;142;146;52;24;54;142;11;19;39;40;33;33;3;0;1;0
2020-02-12 19:30:00;130;122;69;30;39;105;7;15;33;32;33;32;0;0;0;0
2020-02-12 19:45:00;137;92;60;22;43;90;3;18;27;27;23;25;0;1;0;0
2020-02-12 20:00:00;148;78;67;20;40;67;8;9;29;30;29;30;0;0;0;0
2020-02-12 20:15:00;124;84;66;13;27;77;10;22;20;21;13;16;0;0;0;0
2020-02-12 20:30:00;83;71;51;11;25;66;4;14;29;29;27;30;0;0;0;0
2020-02-12 20:45:00;61;90;48;8;16;80;2;26;27;27;27;27;0;0;0;0
2020-02-12 21:00:00;84;83;62;4;27;88;3;11;34;31;31;32;0;0;0;0
2020-02-12 21:15:00;72;81;47;17;20;85;1;15;38;43;39;39;0;0;0;0
2020-02-12 21:30:00;54;24;15;9;26;59;2;13;16;18;16;17;0;0;0;0
2020-02-12 21:45:00;48;46;2;11;9;53;1;7;24;22;22;24;0;0;0;0
2020-02-12 22:00:00;69;78;60;24;25;83;4;9;16;22;14;13;0;0;0;0
2020-02-12 22:15:00;113;67;65;12;21;64;3;7;12;11;9;10;0;0;0;0
2020-02-12 22:30:00;63;42;43;6;14;43;1;6;40;17;15;17;0;0;0;0
2020-02-12 22:45:00;34;46;39;3;7;43;2;7;11;12;12;10;0;0;0;0
2020-02-12 23:00:00;35;36;36;3;15;46;2;8;4;4;5;5;1;0;0;0
2020-02-12 23:15:00;20;20;20;0;8;21;4;8;10;10;7;8;0;0;0;0
2020-02-12 23:30:00;24;24;24;3;3;22;0;2;3;4;4;4;0;0;0;0
2020-02-12 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
