DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-10-09 00:00:00;9;11;9;0;2;8;0;4;2;2;3;3;0;0;0;0
2020-10-09 00:15:00;10;18;14;1;1;18;0;3;3;2;2;2;0;0;0;0
2020-10-09 00:30:00;6;11;10;1;2;12;0;2;2;2;2;2;0;0;0;0
2020-10-09 00:45:00;13;14;12;0;4;11;0;4;4;5;4;4;0;0;0;0
2020-10-09 01:00:00;8;7;10;1;2;8;0;0;3;3;2;2;0;0;0;0
2020-10-09 01:15:00;3;9;6;1;2;9;0;1;0;0;0;0;0;0;0;0
2020-10-09 01:30:00;6;11;8;0;3;13;0;1;1;1;0;0;0;0;0;0
2020-10-09 01:45:00;14;5;5;2;2;5;1;1;3;3;2;2;0;0;0;0
2020-10-09 02:00:00;11;7;6;0;2;5;0;1;0;0;0;0;0;0;0;0
2020-10-09 02:15:00;4;6;6;0;5;8;0;0;4;3;3;3;0;0;0;0
2020-10-09 02:30:00;4;6;6;0;2;6;1;2;0;0;0;0;0;0;0;0
2020-10-09 02:45:00;3;4;3;0;2;4;0;0;0;0;0;0;0;0;0;0
2020-10-09 03:00:00;6;5;4;0;1;6;0;0;2;2;5;3;0;0;0;0
2020-10-09 03:15:00;4;3;3;0;4;3;0;1;1;1;1;1;0;0;0;0
2020-10-09 03:30:00;4;6;5;1;2;4;0;2;0;0;0;0;0;0;0;0
2020-10-09 03:45:00;8;5;6;2;2;6;0;0;3;3;3;3;0;0;0;0
2020-10-09 04:00:00;3;10;11;0;4;8;1;2;3;3;4;3;0;0;0;0
2020-10-09 04:15:00;11;8;8;2;3;7;0;3;3;5;5;3;0;0;0;0
2020-10-09 04:30:00;6;4;4;1;5;4;0;1;6;6;6;6;0;0;0;0
2020-10-09 04:45:00;14;17;15;2;7;13;0;4;2;2;2;2;0;0;0;0
2020-10-09 05:00:00;19;22;18;3;6;21;1;11;5;5;6;5;0;0;0;0
2020-10-09 05:15:00;33;37;26;1;12;36;2;21;24;24;23;23;0;0;0;0
2020-10-09 05:30:00;49;62;42;5;21;60;0;16;38;40;36;36;0;0;0;0
2020-10-09 05:45:00;50;70;44;12;20;73;1;9;28;29;30;30;0;0;0;0
2020-10-09 06:00:00;57;73;43;10;22;70;1;9;19;18;17;18;0;0;1;0
2020-10-09 06:15:00;75;59;37;12;27;61;4;14;34;34;35;34;1;0;0;0
2020-10-09 06:30:00;84;119;58;13;39;112;2;24;42;41;42;41;0;0;1;0
2020-10-09 06:45:00;106;142;60;8;41;139;4;37;55;59;56;56;0;0;1;1
2020-10-09 07:00:00;143;119;70;15;44;120;7;45;53;56;54;53;0;1;0;0
2020-10-09 07:15:00;192;151;74;18;60;144;11;46;60;53;55;56;0;0;0;6
2020-10-09 07:30:00;200;175;106;53;48;152;15;94;51;51;49;47;0;0;0;0
2020-10-09 07:45:00;168;194;97;52;53;170;16;83;54;54;57;58;0;0;2;9
2020-10-09 08:00:00;120;168;91;24;38;151;13;75;75;78;65;67;0;0;0;0
2020-10-09 08:15:00;108;152;78;41;46;131;2;41;70;70;72;72;0;0;0;0
2020-10-09 08:30:00;144;133;75;47;65;119;7;44;46;45;45;47;0;0;2;1
2020-10-09 08:45:00;153;144;83;37;51;128;10;45;51;53;55;57;0;0;0;0
2020-10-09 09:00:00;121;176;108;37;49;162;11;55;46;46;36;42;0;0;0;0
2020-10-09 09:15:00;102;149;78;32;39;130;10;35;30;31;34;38;0;0;3;2
2020-10-09 09:30:00;159;171;93;42;35;143;7;71;57;59;57;59;0;0;0;0
2020-10-09 09:45:00;166;165;80;48;56;142;11;54;68;70;60;62;0;0;0;0
2020-10-09 10:00:00;149;154;107;48;29;132;19;55;64;65;45;51;0;0;0;0
2020-10-09 10:15:00;154;164;105;39;39;148;13;59;52;50;54;51;0;0;0;0
2020-10-09 10:30:00;185;170;94;44;57;163;11;55;72;73;69;68;0;0;0;2
2020-10-09 10:45:00;165;170;113;43;56;156;15;64;69;67;67;66;0;1;0;0
2020-10-09 11:00:00;168;152;103;49;39;138;10;49;64;66;55;62;0;0;0;0
2020-10-09 11:15:00;145;154;101;33;47;134;8;42;55;57;60;59;0;0;0;0
2020-10-09 11:30:00;163;203;135;49;41;180;11;55;68;68;63;67;0;0;0;0
2020-10-09 11:45:00;168;144;99;47;47;121;8;49;65;66;63;62;0;0;0;2
2020-10-09 12:00:00;180;164;112;44;43;143;15;51;73;72;68;68;0;0;1;0
2020-10-09 12:15:00;146;182;109;66;64;172;10;49;66;68;58;59;0;0;1;1
2020-10-09 12:30:00;184;203;123;53;56;178;11;52;68;67;56;59;0;0;0;0
2020-10-09 12:45:00;189;192;141;55;56;172;14;67;61;63;57;58;0;0;0;2
2020-10-09 13:00:00;184;168;132;48;63;169;9;57;55;57;53;53;0;0;0;5
