DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-11-13 00:00:00;3;1;1;1;8;1;5;3;0;0;0;0;0;0;0
2020-11-13 00:15:00;4;2;1;2;6;0;1;4;0;0;0;0;0;0;0
2020-11-13 00:30:00;3;1;1;3;5;0;5;5;0;0;0;0;0;0;0
2020-11-13 00:45:00;4;1;2;3;5;1;4;6;0;0;0;0;0;0;0
2020-11-13 01:00:00;3;1;0;5;3;0;1;5;0;0;0;0;0;0;0
2020-11-13 01:15:00;3;1;2;2;6;0;0;4;0;0;0;0;0;0;0
2020-11-13 01:30:00;2;0;5;2;2;0;0;6;0;0;0;0;0;0;0
2020-11-13 01:45:00;3;2;8;1;0;0;1;7;0;0;0;0;0;0;0
2020-11-13 02:00:00;3;0;2;2;4;0;1;4;0;0;0;0;0;0;0
2020-11-13 02:15:00;1;0;2;0;1;0;1;1;0;0;1;0;0;0;0
2020-11-13 02:30:00;1;3;4;6;5;0;1;9;0;0;0;0;0;0;0
2020-11-13 02:45:00;5;0;1;3;5;0;1;3;0;0;0;0;0;0;0
2020-11-13 03:00:00;1;0;1;4;3;0;1;4;0;0;0;0;0;0;0
2020-11-13 03:15:00;1;2;1;1;0;0;2;3;0;0;0;0;0;0;0
2020-11-13 03:30:00;5;3;3;2;5;0;1;3;0;0;0;0;0;0;0
2020-11-13 03:45:00;3;1;3;1;2;0;1;3;0;0;0;0;0;0;0
2020-11-13 04:00:00;3;1;2;0;3;0;0;1;0;0;0;0;0;0;0
2020-11-13 04:15:00;6;3;3;1;3;0;3;5;0;0;0;0;0;0;0
2020-11-13 04:30:00;9;3;0;3;6;1;2;6;0;0;0;0;0;0;0
2020-11-13 04:45:00;14;1;4;8;14;0;3;8;0;0;0;0;0;0;0
2020-11-13 05:00:00;24;1;4;5;12;0;4;6;0;0;0;0;0;0;0
2020-11-13 05:15:00;41;8;11;12;13;1;14;19;0;2;2;0;0;0;0
2020-11-13 05:30:00;72;7;13;18;27;1;22;26;0;0;5;0;0;0;0
2020-11-13 05:45:00;84;20;20;32;16;5;24;34;0;0;3;0;0;1;0
2020-11-13 06:00:00;80;15;17;22;32;2;18;23;0;0;1;0;0;5;0
2020-11-13 06:15:00;97;21;19;28;40;4;21;29;0;0;1;0;0;0;0
2020-11-13 06:30:00;100;14;14;42;47;3;33;34;0;0;0;0;0;0;0
2020-11-13 06:45:00;114;37;25;40;49;3;35;28;0;0;1;3;0;4;0
2020-11-13 07:00:00;174;15;26;28;51;4;43;27;0;0;0;0;0;0;0
2020-11-13 07:15:00;184;19;37;24;50;2;33;27;0;0;1;13;0;0;0
2020-11-13 07:30:00;162;23;42;35;57;15;55;30;0;0;1;0;0;0;0
2020-11-13 07:45:00;178;17;53;27;61;9;51;34;0;0;0;0;0;0;0
2020-11-13 08:00:00;135;9;41;28;58;11;52;29;0;0;0;0;0;0;0
2020-11-13 08:15:00;131;15;34;28;53;6;48;25;0;0;0;0;0;0;0
2020-11-13 08:30:00;112;16;38;21;37;13;57;26;0;0;0;0;0;0;0
2020-11-13 08:45:00;107;12;44;21;50;6;42;30;0;0;1;0;0;0;0
2020-11-13 09:00:00;99;12;31;33;49;6;41;25;0;0;2;0;0;0;0
2020-11-13 09:15:00;105;8;32;35;63;7;55;28;0;0;0;0;0;0;0
2020-11-13 09:30:00;126;8;36;29;64;9;47;27;0;0;0;0;0;0;0
2020-11-13 09:45:00;103;12;47;32;73;8;42;28;0;0;1;0;0;5;0
2020-11-13 10:00:00;127;13;37;45;73;13;38;36;0;0;0;0;0;0;0
2020-11-13 10:15:00;104;11;41;29;76;7;65;37;0;4;0;0;0;0;0
2020-11-13 10:30:00;103;6;45;27;75;16;50;33;0;2;1;0;0;0;0
2020-11-13 10:45:00;106;11;38;49;67;20;47;32;0;2;0;5;0;0;0
2020-11-13 11:00:00;94;6;44;38;68;21;41;44;0;1;2;2;0;0;0
2020-11-13 11:15:00;86;14;48;42;82;22;53;31;0;3;0;0;0;0;0
2020-11-13 11:30:00;95;12;34;36;91;8;57;47;0;0;2;0;0;0;0
2020-11-13 11:45:00;83;8;52;26;98;12;55;46;0;1;2;0;0;0;0
2020-11-13 12:00:00;89;11;69;41;98;16;66;50;0;0;2;4;2;1;1
2020-11-13 12:15:00;108;7;44;37;102;9;47;42;0;2;1;0;0;0;0
2020-11-13 12:30:00;101;10;57;27;123;16;56;35;0;1;1;0;0;0;0
2020-11-13 12:45:00;124;6;51;35;105;11;55;29;0;0;0;0;0;0;0
2020-11-13 13:00:00;97;8;50;43;124;6;69;35;0;1;2;0;0;2;0
2020-11-13 13:15:00;105;9;42;30;125;3;55;39;0;0;5;0;0;0;0
2020-11-13 13:30:00;130;9;36;37;129;15;77;45;0;1;4;0;0;1;3
2020-11-13 13:45:00;127;16;47;43;118;13;62;39;0;0;0;0;0;0;0
2020-11-13 14:00:00;116;12;40;34;115;13;67;38;0;1;3;0;0;0;0
2020-11-13 14:15:00;118;10;44;27;120;15;64;27;0;0;2;0;0;0;0
2020-11-13 14:30:00;131;10;48;35;106;23;68;38;0;0;0;0;0;0;0
2020-11-13 14:45:00;110;7;54;41;113;17;69;31;0;4;0;0;0;0;0
2020-11-13 15:00:00;139;7;53;42;115;16;64;35;0;0;0;0;0;0;0
2020-11-13 15:15:00;148;12;51;31;123;7;59;30;0;1;2;0;0;5;0
2020-11-13 15:30:00;111;10;54;30;116;17;83;32;0;0;3;0;2;5;0
2020-11-13 15:45:00;131;8;41;38;117;19;64;30;0;1;0;0;3;0;0
2020-11-13 16:00:00;116;8;46;35;123;14;55;36;0;2;1;0;4;0;0
2020-11-13 16:15:00;107;12;36;30;133;14;60;26;0;0;1;0;0;0;0
2020-11-13 16:30:00;104;5;40;29;134;13;57;32;0;0;1;0;0;0;0
2020-11-13 16:45:00;113;8;42;33;101;18;57;36;0;0;0;2;0;0;0
2020-11-13 17:00:00;114;7;38;32;132;19;53;32;0;5;0;0;0;0;0
2020-11-13 17:15:00;99;11;41;21;108;12;30;34;0;0;0;0;0;0;0
2020-11-13 17:30:00;100;3;34;24;118;11;37;32;0;0;1;0;0;0;0
2020-11-13 17:45:00;97;5;30;26;104;16;38;24;0;4;1;0;0;2;0
2020-11-13 18:00:00;80;5;33;28;114;12;35;37;0;0;0;0;0;0;0
2020-11-13 18:15:00;71;0;28;21;94;9;41;31;0;0;0;0;0;0;0
2020-11-13 18:30:00;68;3;17;26;110;20;19;33;0;0;0;0;0;0;0
2020-11-13 18:45:00;61;2;22;14;77;11;38;22;0;0;0;0;0;0;0
2020-11-13 19:00:00;56;5;20;18;85;5;15;17;0;0;0;0;0;0;0
2020-11-13 19:15:00;46;5;13;14;86;8;19;24;0;1;0;0;0;9;0
2020-11-13 19:30:00;50;2;19;11;58;7;21;19;0;0;2;0;0;17;0
2020-11-13 19:45:00;28;1;16;7;50;8;16;16;0;0;0;0;0;0;0
2020-11-13 20:00:00;29;1;17;6;51;9;14;17;0;0;0;0;0;0;0
2020-11-13 20:15:00;29;0;14;7;50;1;17;16;0;0;0;0;0;0;0
2020-11-13 20:30:00;43;1;11;6;42;3;11;10;0;0;2;0;0;0;0
2020-11-13 20:45:00;42;1;10;5;27;2;13;7;0;0;1;0;0;0;0
2020-11-13 21:00:00;36;3;9;1;32;1;17;11;0;0;1;0;0;0;0
2020-11-13 21:15:00;31;4;2;2;37;3;17;11;0;1;0;7;0;0;0
2020-11-13 21:30:00;31;1;11;1;29;3;13;6;0;0;0;0;0;0;0
2020-11-13 21:45:00;28;2;9;2;20;2;19;9;0;0;0;0;0;0;0
2020-11-13 22:00:00;25;0;13;4;29;1;10;8;0;1;0;5;0;0;0
2020-11-13 22:15:00;32;1;6;5;26;5;22;8;0;0;0;0;0;0;0
2020-11-13 22:30:00;15;0;6;2;23;2;14;7;0;0;1;0;0;2;0
2020-11-13 22:45:00;21;2;7;4;21;3;12;7;0;0;0;0;0;0;0
2020-11-13 23:00:00;13;0;7;0;12;2;8;3;0;0;0;0;0;0;0
2020-11-13 23:15:00;14;1;4;2;11;3;8;7;0;0;0;0;0;0;0
2020-11-13 23:30:00;6;1;6;4;17;1;5;5;0;0;1;0;0;2;0
2020-11-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
