DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-08-07 00:00:00;8;11;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 00:15:00;21;14;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 00:30:00;11;7;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 00:45:00;7;11;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 01:00:00;5;3;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 01:15:00;9;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 01:30:00;9;5;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 01:45:00;5;4;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 02:00:00;4;2;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 02:15:00;8;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 02:30:00;6;2;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 02:45:00;9;1;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 03:00:00;9;4;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 03:15:00;4;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 03:30:00;6;3;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 03:45:00;5;2;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 04:00:00;6;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 04:15:00;8;1;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 04:30:00;5;4;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 04:45:00;15;1;11;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 05:00:00;18;6;7;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 05:15:00;31;16;11;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 05:30:00;30;47;23;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 05:45:00;39;45;36;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 06:00:00;49;44;35;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 06:15:00;42;45;25;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 06:30:00;64;87;49;106;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 06:45:00;55;65;39;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 07:00:00;66;72;28;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 07:15:00;65;78;34;91;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 07:30:00;69;91;48;92;4;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0
2020-08-07 07:45:00;64;82;61;98;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 08:00:00;80;76;50;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 08:15:00;71;88;54;101;2;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-07 08:30:00;66;87;56;113;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 08:45:00;93;90;69;103;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-07 09:00:00;85;91;75;108;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 09:15:00;85;102;48;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 09:30:00;101;100;73;132;5;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-08-07 09:45:00;99;98;68;139;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 10:00:00;91;98;61;121;5;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0
2020-08-07 10:15:00;92;86;72;157;1;7;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 10:30:00;96;86;90;144;13;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0
2020-08-07 10:45:00;115;126;72;143;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 11:00:00;95;96;104;159;1;33;0;27;2;3;0;3;0;0;0;0;0;0;0;0
2020-08-07 11:15:00;102;105;86;149;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 11:30:00;89;95;86;148;14;1;0;0;4;2;0;0;0;0;0;0;0;0;0;0
2020-08-07 11:45:00;81;81;57;131;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 12:00:00;111;114;91;177;4;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-07 12:15:00;105;117;76;188;0;1;0;0;16;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 12:30:00;105;117;80;193;7;2;0;0;6;5;0;0;0;0;0;0;0;0;0;0
2020-08-07 12:45:00;96;97;86;150;8;1;0;0;1;21;0;0;0;0;0;0;0;0;0;0
2020-08-07 13:00:00;99;109;83;187;6;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0
2020-08-07 13:15:00;112;132;89;176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 13:30:00;100;102;74;166;1;3;0;0;10;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 13:45:00;104;113;78;155;14;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0
2020-08-07 14:00:00;122;135;88;178;16;3;0;0;21;11;0;0;0;0;0;0;0;0;0;0
2020-08-07 14:15:00;100;123;68;150;1;3;0;0;7;5;0;0;0;0;0;0;0;0;0;0
2020-08-07 14:30:00;110;108;103;191;23;0;7;0;0;5;0;0;0;0;0;0;0;0;0;0
2020-08-07 14:45:00;116;103;83;175;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
2020-08-07 15:00:00;102;101;80;174;1;5;3;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-08-07 15:15:00;117;135;91;170;0;7;0;0;14;1;0;1;0;0;0;0;0;0;0;0
2020-08-07 15:30:00;99;113;71;165;1;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 15:45:00;26;31;27;37;0;1;0;0;4;0;1;0;0;0;0;0;0;0;0;0
2020-08-07 16:00:00;87;103;76;158;7;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0
2020-08-07 16:15:00;113;110;79;150;0;3;0;0;9;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 16:30:00;86;108;78;165;3;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 16:45:00;118;96;87;139;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 17:00:00;103;107;88;155;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-07 17:15:00;64;63;62;103;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2020-08-07 17:30:00;
2020-08-07 17:45:00;
2020-08-07 18:00:00;42;49;31;60;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2020-08-07 18:15:00;94;101;68;149;5;23;0;1;20;2;1;0;0;0;0;0;0;0;0;0
2020-08-07 18:30:00;78;90;70;128;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-08-07 18:45:00;91;88;54;119;20;18;0;0;6;2;0;0;0;0;0;0;0;0;0;0
2020-08-07 19:00:00;74;91;51;111;28;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
2020-08-07 19:15:00;98;88;62;104;22;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0
2020-08-07 19:30:00;54;62;46;95;10;1;0;13;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-07 19:45:00;73;63;61;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
