DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-05-18 00:00:00;3;1;0;0;2;2;2;2;2;3;4;2;0
2020-05-18 00:15:00;6;1;0;4;4;7;4;3;3;6;3;0;0
2020-05-18 00:30:00;4;2;0;1;0;6;7;2;1;6;4;3;1
2020-05-18 00:45:00;4;1;3;5;2;10;6;1;1;2;5;1;3
2020-05-18 01:00:00;2;1;1;0;1;7;4;0;0;1;1;0;1
2020-05-18 01:15:00;2;0;2;2;1;4;3;2;1;2;2;1;2
2020-05-18 01:30:00;1;1;2;0;1;11;10;3;1;1;2;1;2
2020-05-18 01:45:00;2;1;0;0;0;3;3;0;0;0;1;0;0
2020-05-18 02:00:00;0;2;0;3;2;5;4;0;0;2;4;1;0
2020-05-18 02:15:00;3;2;0;0;0;6;3;0;0;1;1;1;0
2020-05-18 02:30:00;4;0;0;0;0;10;6;0;0;0;2;0;0
2020-05-18 02:45:00;5;0;0;1;1;9;9;0;0;4;1;0;0
2020-05-18 03:00:00;6;0;0;0;4;7;6;1;0;2;4;0;0
2020-05-18 03:15:00;3;1;0;3;3;3;0;1;1;0;1;1;0
2020-05-18 03:30:00;6;3;0;1;1;10;6;0;0;3;5;0;0
2020-05-18 03:45:00;7;1;0;0;2;8;3;0;0;0;1;1;0
2020-05-18 04:00:00;4;0;0;0;3;5;3;2;1;1;4;0;0
2020-05-18 04:15:00;9;3;3;2;5;8;2;0;0;0;2;0;2
2020-05-18 04:30:00;6;1;2;2;5;19;15;3;2;1;1;1;2
2020-05-18 04:45:00;8;2;1;2;6;16;11;1;0;2;1;0;1
2020-05-18 05:00:00;18;9;3;5;11;24;18;6;5;3;3;0;4
2020-05-18 05:15:00;23;15;5;19;18;30;26;8;3;3;4;0;5
2020-05-18 05:30:00;31;26;8;22;30;45;32;14;2;2;5;3;8
2020-05-18 05:45:00;29;24;5;16;24;55;46;17;10;8;7;1;5
2020-05-18 06:00:00;32;20;6;19;19;45;45;15;10;6;5;0;6
2020-05-18 06:15:00;41;41;8;24;30;55;55;26;19;14;7;1;3
2020-05-18 06:30:00;45;37;11;39;55;84;82;40;28;21;7;3;11
2020-05-18 06:45:00;57;53;15;67;50;103;109;51;41;36;20;6;15
2020-05-18 07:00:00;79;48;19;51;44;86;76;51;29;37;23;6;18
2020-05-18 07:15:00;63;71;24;48;37;107;115;47;35;25;12;6;23
2020-05-18 07:30:00;73;76;18;33;52;97;106;54;35;39;27;14;17
2020-05-18 07:45:00;70;58;23;58;51;95;90;56;37;36;18;11;17
2020-05-18 08:00:00;45;49;21;55;38;88;90;45;20;36;32;15;21
2020-05-18 08:15:00;64;59;17;43;29;99;103;57;30;41;41;13;14
2020-05-18 08:30:00;57;56;15;48;39;105;88;58;42;43;36;16;16
2020-05-18 08:45:00;72;60;18;65;29;84;84;61;46;55;45;21;17
2020-05-18 09:00:00;66;47;14;61;34;93;71;45;41;47;36;10;15
2020-05-18 09:15:00;73;62;24;56;40;102;103;59;35;48;39;25;22
2020-05-18 09:30:00;82;73;30;68;34;95;99;77;49;60;51;23;32
2020-05-18 09:45:00;84;73;38;86;48;106;89;73;50;62;50;28;26
2020-05-18 10:00:00;81;76;32;71;35;107;96;77;56;76;47;22;32
2020-05-18 10:15:00;85;77;22;79;37;107;95;54;46;80;65;20;25
2020-05-18 10:30:00;83;81;32;85;45;99;95;58;31;65;68;39;29
2020-05-18 10:45:00;83;80;33;73;31;99;81;65;43;89;74;31;30
2020-05-18 11:00:00;73;64;32;57;37;105;105;58;40;75;73;27;29
2020-05-18 11:15:00;97;84;26;71;43;97;92;66;47;89;74;29;24
2020-05-18 11:30:00;104;76;29;80;32;111;90;58;47;105;74;36;26
2020-05-18 11:45:00;94;71;25;84;43;89;76;69;51;89;66;29;25
2020-05-18 12:00:00;90;68;27;63;31;89;80;74;54;95;58;34;21
2020-05-18 12:15:00;92;71;27;66;37;90;95;62;46;103;79;39;23
2020-05-18 12:30:00;90;59;15;73;35;95;94;68;41;84;67;40;17
2020-05-18 12:45:00;85;65;19;57;30;104;95;55;39;88;83;34;19
2020-05-18 13:00:00;77;63;26;54;36;94;93;61;49;92;62;26;28
2020-05-18 13:15:00;88;74;21;91;32;103;94;66;43;94;55;32;16
2020-05-18 13:30:00;75;74;31;67;41;100;90;57;44;91;69;33;32
2020-05-18 13:45:00;96;76;27;77;49;103;104;64;46;91;73;31;24
2020-05-18 14:00:00;99;89;32;66;39;102;95;66;45;83;63;28;32
2020-05-18 14:15:00;92;77;34;85;40;123;108;76;50;98;74;34;34
2020-05-18 14:30:00;92;79;32;61;41;98;115;62;42;104;69;43;30
2020-05-18 14:45:00;89;86;27;78;49;107;109;66;43;96;59;31;25
2020-05-18 15:00:00;96;114;26;55;42;110;99;59;39;90;72;27;22
2020-05-18 15:15:00;95;82;32;84;48;117;99;62;38;95;62;23;32
2020-05-18 15:30:00;90;96;17;69;39;122;121;68;47;92;71;30;17
2020-05-18 15:45:00;100;102;20;67;39;104;96;61;49;90;70;32;19
2020-05-18 16:00:00;91;92;26;54;42;124;112;65;48;92;75;26;22
2020-05-18 16:15:00;88;91;32;71;45;137;112;77;45;105;72;29;33
2020-05-18 16:30:00;105;103;28;77;44;114;112;70;44;108;87;30;26
2020-05-18 16:45:00;95;90;27;77;38;111;100;69;38;106;77;27;22
2020-05-18 17:00:00;101;115;24;70;36;97;93;57;52;97;60;38;19
2020-05-18 17:15:00;83;66;31;64;47;110;102;84;59;111;65;39;29
2020-05-18 17:30:00;87;76;23;57;44;96;85;66;45;99;87;46;21
2020-05-18 17:45:00;76;65;22;58;34;83;75;59;42;124;82;39;23
2020-05-18 18:00:00;79;67;21;42;32;80;59;45;34;97;98;35;16
2020-05-18 18:15:00;71;60;17;48;38;78;52;41;36;92;78;20;15
2020-05-18 18:30:00;54;38;11;41;34;65;54;28;36;79;67;24;13
2020-05-18 18:45:00;50;32;19;33;34;63;49;33;21;79;70;18;18
2020-05-18 19:00:00;41;31;17;32;19;56;38;26;25;56;57;18;17
2020-05-18 19:15:00;29;17;6;21;22;46;27;26;21;55;60;18;7
2020-05-18 19:30:00;32;23;7;21;27;49;27;18;21;55;50;14;7
2020-05-18 19:45:00;36;20;10;21;18;41;30;17;13;41;35;13;9
2020-05-18 20:00:00;23;15;7;13;22;42;34;13;8;27;34;10;9
2020-05-18 20:15:00;17;12;4;17;21;41;32;23;22;31;27;9;4
2020-05-18 20:30:00;29;12;4;9;18;26;21;12;13;28;22;6;4
2020-05-18 20:45:00;19;10;11;12;12;21;10;10;9;10;16;4;12
2020-05-18 21:00:00;27;8;5;5;13;28;23;5;9;18;10;1;5
2020-05-18 21:15:00;23;10;3;7;8;29;24;12;11;13;9;4;3
2020-05-18 21:30:00;19;8;5;10;10;16;11;13;10;15;15;3;5
2020-05-18 21:45:00;16;8;7;8;6;26;17;9;5;12;8;3;7
2020-05-18 22:00:00;21;8;6;7;6;24;15;10;8;12;9;4;6
2020-05-18 22:15:00;19;14;1;2;4;24;15;10;12;17;10;3;1
2020-05-18 22:30:00;11;8;3;8;7;17;12;9;9;9;1;2;3
2020-05-18 22:45:00;11;6;0;4;4;10;8;3;2;4;5;1;0
2020-05-18 23:00:00;7;0;2;0;3;8;6;5;2;8;3;1;2
2020-05-18 23:15:00;11;1;4;3;2;8;5;4;5;10;8;2;4
2020-05-18 23:30:00;2;1;6;1;4;6;6;6;5;8;4;2;6
2020-05-18 23:45:00;6;1;3;1;4;13;11;7;6;7;5;2;3
