DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-10-15 00:00:00;3;6;1;2;0;0;0;3;8;0;0;0;0;0
2020-10-15 00:15:00;3;4;0;2;0;1;0;4;9;0;0;0;0;0
2020-10-15 00:30:00;2;3;1;0;0;0;0;2;10;0;0;0;0;0
2020-10-15 00:45:00;6;2;0;2;0;2;0;5;7;0;0;0;0;0
2020-10-15 01:00:00;5;12;1;6;0;0;0;2;4;0;0;0;0;0
2020-10-15 01:15:00;4;4;0;0;1;0;0;1;2;0;0;0;0;0
2020-10-15 01:30:00;5;2;0;1;1;0;0;1;4;0;0;0;0;0
2020-10-15 01:45:00;1;7;3;3;1;2;0;1;2;0;0;0;0;0
2020-10-15 02:00:00;2;5;0;2;0;0;0;5;7;0;0;0;0;0
2020-10-15 02:15:00;1;1;1;2;0;0;0;0;6;0;0;0;0;0
2020-10-15 02:30:00;3;3;2;2;0;0;0;2;6;0;0;0;0;0
2020-10-15 02:45:00;4;10;2;1;0;0;0;1;3;0;0;0;0;0
2020-10-15 03:00:00;6;5;1;1;0;0;0;2;8;0;0;0;0;0
2020-10-15 03:15:00;7;7;1;1;0;0;0;0;1;0;0;0;0;0
2020-10-15 03:30:00;2;2;0;3;0;0;0;1;1;0;0;0;0;0
2020-10-15 03:45:00;4;5;1;2;1;1;0;2;3;0;0;0;0;0
2020-10-15 04:00:00;3;6;1;4;1;0;0;1;3;0;0;0;0;0
2020-10-15 04:15:00;3;4;0;0;0;0;0;1;2;0;0;0;0;0
2020-10-15 04:30:00;2;8;3;4;0;0;0;4;10;0;0;0;0;0
2020-10-15 04:45:00;4;7;1;2;2;0;0;5;16;0;0;0;0;0
2020-10-15 05:00:00;5;10;5;8;4;0;0;32;53;0;0;0;0;0
2020-10-15 05:15:00;8;18;13;18;5;0;0;82;111;0;0;0;0;0
2020-10-15 05:30:00;21;46;16;18;17;0;3;112;111;0;0;0;2;2
2020-10-15 05:45:00;39;117;14;13;12;9;12;59;76;0;0;0;4;0
2020-10-15 06:00:00;70;148;24;31;3;6;6;39;55;0;0;0;5;9
2020-10-15 06:15:00;19;46;29;30;10;0;0;51;59;0;0;0;1;1
2020-10-15 06:30:00;21;30;58;62;16;6;1;77;88;0;0;0;3;6
2020-10-15 06:45:00;28;36;47;46;19;7;1;85;99;0;0;0;0;0
2020-10-15 07:00:00;26;38;27;32;13;2;0;64;83;9;0;0;5;0
2020-10-15 07:15:00;52;65;27;34;11;2;0;73;105;0;0;0;7;0
2020-10-15 07:30:00;42;53;38;36;8;1;0;83;102;1;0;0;0;0
2020-10-15 07:45:00;41;55;39;42;15;4;0;108;112;1;0;0;2;0
2020-10-15 08:00:00;43;45;31;41;9;4;1;97;106;2;0;0;3;0
2020-10-15 08:15:00;36;56;22;33;15;4;2;71;89;0;0;0;2;0
2020-10-15 08:30:00;33;48;22;22;10;2;0;62;65;0;0;0;4;3
2020-10-15 08:45:00;37;36;25;29;10;6;0;52;45;0;0;2;6;2
2020-10-15 09:00:00;36;43;272;17;11;4;1;45;51;0;0;0;0;0
2020-10-15 09:15:00;33;30;9;9;10;1;0;35;36;0;0;1;2;0
2020-10-15 09:30:00;36;44;19;20;16;5;1;35;31;0;0;0;2;0
2020-10-15 09:45:00;37;43;13;17;10;4;2;33;43;0;0;0;2;15
2020-10-15 10:00:00;24;23;12;18;8;5;4;26;40;0;0;0;1;0
