DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-10-24 00:00:00;7;9;10;5;2;12;9;1;2
2019-10-24 00:15:00;16;17;14;5;3;17;6;0;3
2019-10-24 00:30:00;17;6;12;6;2;10;12;3;5
2019-10-24 00:45:00;17;8;6;3;1;9;8;2;2
2019-10-24 01:00:00;8;8;5;2;1;4;5;1;1
2019-10-24 01:15:00;14;6;13;5;0;7;9;0;0
2019-10-24 01:30:00;8;6;2;1;0;5;3;0;0
2019-10-24 01:45:00;4;7;5;2;0;11;9;0;0
2019-10-24 02:00:00;6;4;4;2;2;8;3;0;0
2019-10-24 02:15:00;4;3;7;3;0;10;5;0;0
2019-10-24 02:30:00;6;5;4;1;0;5;5;0;2
2019-10-24 02:45:00;4;8;4;2;1;4;4;0;0
2019-10-24 03:00:00;2;4;6;3;0;3;4;0;0
2019-10-24 03:15:00;2;5;4;3;0;6;6;1;0
2019-10-24 03:30:00;7;4;3;2;1;7;6;0;0
2019-10-24 03:45:00;8;5;4;1;0;8;4;0;1
2019-10-24 04:00:00;3;5;5;3;1;10;6;0;0
2019-10-24 04:15:00;3;2;7;2;0;15;8;0;1
2019-10-24 04:30:00;8;2;6;1;0;14;11;1;1
2019-10-24 04:45:00;16;12;16;7;3;22;18;1;1
2019-10-24 05:00:00;31;11;18;3;0;26;13;1;2
2019-10-24 05:15:00;30;23;18;2;1;41;20;1;5
2019-10-24 05:30:00;46;23;31;11;5;53;40;8;12
2019-10-24 05:45:00;72;49;63;11;4;78;63;6;15
2019-10-24 06:00:00;53;52;52;18;5;72;63;5;5
2019-10-24 06:15:00;65;57;66;11;6;78;64;11;17
2019-10-24 06:30:00;91;98;86;14;10;115;101;6;18
2019-10-24 06:45:00;108;118;96;18;12;99;128;6;19
2019-10-24 07:00:00;129;166;90;23;10;103;101;10;24
2019-10-24 07:15:00;174;215;89;40;12;90;118;18;23
2019-10-24 07:30:00;171;139;64;36;11;90;161;12;36
2019-10-24 07:45:00;112;118;63;34;10;104;123;16;26
2019-10-24 08:00:00;92;102;81;21;11;97;112;7;24
2019-10-24 08:15:00;105;137;101;21;11;90;114;8;19
2019-10-24 08:30:00;101;122;70;27;10;95;97;10;14
2019-10-24 08:45:00;101;114;90;24;7;107;107;15;17
2019-10-24 09:00:00;106;101;98;18;13;95;94;8;16
2019-10-24 09:15:00;105;108;91;21;9;79;90;15;16
2019-10-24 09:30:00;90;98;87;26;10;97;84;11;15
2019-10-24 09:45:00;91;98;80;14;14;91;67;12;19
2019-10-24 10:00:00;73;87;70;22;9;93;66;10;14
2019-10-24 10:15:00;83;130;102;21;12;101;83;13;19
