DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2019-08-28 00:00:00;9;4;2;5;0;7;0;0;0;0;0
2019-08-28 00:15:00;10;7;4;1;0;6;2;0;2;0;0
2019-08-28 00:30:00;6;5;0;3;0;7;1;0;0;0;0
2019-08-28 00:45:00;9;4;0;2;0;7;1;0;0;0;0
2019-08-28 01:00:00;10;5;0;1;0;4;0;0;0;0;0
2019-08-28 01:15:00;4;0;0;3;0;11;3;0;0;0;0
2019-08-28 01:30:00;9;4;0;2;0;4;0;0;0;0;0
2019-08-28 01:45:00;6;3;0;0;0;2;0;0;0;0;0
2019-08-28 02:00:00;6;3;0;0;0;1;0;0;0;0;0
2019-08-28 02:15:00;7;1;2;5;0;0;0;0;0;0;0
2019-08-28 02:30:00;7;2;0;1;0;1;0;0;0;0;0
2019-08-28 02:45:00;3;3;2;2;0;5;1;0;0;0;0
2019-08-28 03:00:00;3;6;0;2;0;5;1;0;0;0;0
2019-08-28 03:15:00;2;1;0;2;0;3;1;0;0;0;0
2019-08-28 03:30:00;7;5;0;1;0;3;1;0;0;0;0
2019-08-28 03:45:00;6;3;1;1;0;2;0;0;0;0;0
2019-08-28 04:00:00;9;7;0;2;0;5;1;0;0;0;0
2019-08-28 04:15:00;18;5;0;1;0;5;0;0;0;0;0
2019-08-28 04:30:00;14;9;2;2;0;10;2;0;0;0;0
2019-08-28 04:45:00;19;10;3;3;0;13;5;0;0;0;0
2019-08-28 05:00:00;18;9;2;6;0;28;7;0;0;0;0
2019-08-28 05:15:00;37;24;1;12;0;81;5;0;0;0;0
2019-08-28 05:30:00;42;38;2;15;0;101;17;0;0;0;0
2019-08-28 05:45:00;72;67;4;24;0;113;6;0;0;0;0
2019-08-28 06:00:00;80;66;7;23;0;94;11;2;0;0;0
2019-08-28 06:15:00;71;58;11;28;0;125;19;0;0;0;0
2019-08-28 06:30:00;78;72;10;31;0;146;18;2;0;0;0
2019-08-28 06:45:00;66;58;7;20;0;130;8;0;0;0;0
2019-08-28 07:00:00;61;60;8;29;0;136;14;0;0;0;0
2019-08-28 07:15:00;61;77;17;35;0;131;8;0;0;0;0
2019-08-28 07:30:00;64;70;6;28;0;160;18;0;0;0;0
2019-08-28 07:45:00;69;66;9;38;0;173;41;0;0;0;0
2019-08-28 08:00:00;75;66;5;31;0;121;17;0;0;0;0
2019-08-28 08:15:00;75;65;8;35;0;115;19;0;0;0;0
2019-08-28 08:30:00;68;56;10;36;0;124;27;0;1;0;0
2019-08-28 08:45:00;71;55;17;33;0;123;17;9;0;0;0
2019-08-28 09:00:00;89;66;14;29;0;96;15;3;0;0;0
2019-08-28 09:15:00;69;58;18;25;0;80;13;0;0;0;0
2019-08-28 09:30:00;80;64;18;31;0;108;14;0;0;0;0
2019-08-28 09:45:00;90;74;17;38;0;104;15;0;0;0;0
2019-08-28 10:00:00;66;53;7;26;0;59;12;3;0;0;0
2019-08-28 10:15:00;86;69;16;36;0;64;24;0;0;0;0
2019-08-28 10:30:00;82;69;13;30;0;75;18;0;0;0;0
2019-08-28 10:45:00;92;82;22;41;0;78;19;2;0;0;0
2019-08-28 11:00:00;70;60;20;26;0;70;26;2;0;0;0
2019-08-28 11:15:00;101;83;16;32;0;72;22;1;0;0;0
2019-08-28 11:30:00;75;89;15;42;0;80;27;0;0;0;0
2019-08-28 11:45:00;100;108;16;46;0;81;20;0;0;0;0
2019-08-28 12:00:00;83;81;21;36;0;76;23;0;0;0;0
2019-08-28 12:15:00;85;74;16;28;0;70;25;0;0;0;0
2019-08-28 12:30:00;89;96;12;40;0;79;23;0;0;0;0
2019-08-28 12:45:00;89;97;17;52;0;75;19;0;0;0;0
2019-08-28 13:00:00;86;90;19;50;0;83;17;0;0;0;0
2019-08-28 13:15:00;86;85;19;36;0;91;18;0;0;0;0
