DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2019-08-23 00:00:00;16;10;0;2;2;19;10;0;3;3;0;0
2019-08-23 00:15:00;6;8;3;1;3;12;8;0;2;0;0;0
2019-08-23 00:30:00;12;7;0;1;0;10;6;0;0;2;0;0
2019-08-23 00:45:00;1;4;1;2;6;11;6;0;0;0;0;0
2019-08-23 01:00:00;7;2;0;1;1;17;9;0;1;2;0;0
2019-08-23 01:15:00;7;3;0;0;0;6;5;0;0;0;0;0
2019-08-23 01:30:00;6;10;0;0;0;12;7;0;1;1;0;0
2019-08-23 01:45:00;4;11;1;0;0;2;2;0;0;0;0;0
2019-08-23 02:00:00;5;2;1;0;2;8;3;0;3;2;0;0
2019-08-23 02:15:00;5;3;0;0;0;3;4;1;0;0;0;0
2019-08-23 02:30:00;9;5;0;0;0;11;6;0;1;1;0;0
2019-08-23 02:45:00;4;9;4;2;3;7;1;1;0;0;0;0
2019-08-23 03:00:00;6;6;2;1;2;3;1;0;0;0;0;0
2019-08-23 03:15:00;0;3;0;0;1;6;7;0;0;0;0;0
2019-08-23 03:30:00;4;5;0;0;0;5;4;0;2;1;0;0
2019-08-23 03:45:00;5;5;3;0;0;4;2;1;0;0;0;0
2019-08-23 04:00:00;8;3;0;1;2;8;6;0;0;0;0;0
2019-08-23 04:15:00;4;3;0;0;0;5;2;0;0;0;0;0
2019-08-23 04:30:00;8;6;0;0;0;9;6;0;1;1;0;0
2019-08-23 04:45:00;9;12;0;1;1;12;7;0;2;1;0;0
2019-08-23 05:00:00;23;12;1;2;4;16;9;1;1;2;0;0
2019-08-23 05:15:00;42;24;2;2;5;31;19;0;2;0;0;0
2019-08-23 05:30:00;57;26;3;4;5;44;23;0;1;0;2;0
2019-08-23 05:45:00;51;20;2;8;8;60;45;2;3;3;2;0
2019-08-23 06:00:00;38;22;1;9;7;45;46;0;4;5;5;2
2019-08-23 06:15:00;66;14;4;6;7;71;63;0;7;4;2;0
2019-08-23 06:30:00;77;34;5;9;13;86;86;0;4;7;3;35
2019-08-23 06:45:00;80;30;2;5;11;95;102;1;2;3;3;11
2019-08-23 07:00:00;64;33;5;10;14;93;91;1;4;3;2;2
2019-08-23 07:15:00;75;38;5;9;18;87;98;2;2;1;5;3
2019-08-23 07:30:00;87;36;3;9;10;92;102;0;3;2;4;15
2019-08-23 07:45:00;73;52;7;15;16;106;85;1;6;3;4;6
2019-08-23 08:00:00;95;50;7;8;10;89;54;1;1;0;5;4
2019-08-23 08:15:00;61;34;2;8;12;84;73;0;5;2;5;7
2019-08-23 08:30:00;82;49;7;5;9;77;77;0;4;1;2;5
2019-08-23 08:45:00;78;62;7;5;14;91;72;1;2;1;2;2
2019-08-23 09:00:00;75;55;3;8;11;69;65;3;0;2;2;4
2019-08-23 09:15:00;66;41;6;11;14;75;58;0;3;3;6;11
2019-08-23 09:30:00;81;52;5;8;7;78;83;0;7;3;1;8
2019-08-23 09:45:00;75;54;9;17;16;81;80;3;5;3;5;4
2019-08-23 10:00:00;84;57;12;16;22;84;70;3;4;2;4;7
2019-08-23 10:15:00;69;53;2;15;18;62;66;3;5;4;2;7
2019-08-23 10:30:00;82;57;6;11;8;75;67;1;4;3;7;5
2019-08-23 10:45:00;88;58;8;15;14;75;73;1;4;6;5;45
2019-08-23 11:00:00;76;50;6;8;9;73;60;3;5;4;4;8
2019-08-23 11:15:00;99;58;9;8;10;71;76;0;1;1;4;4
2019-08-23 11:30:00;97;69;7;13;13;81;66;3;5;5;8;5
2019-08-23 11:45:00;90;54;6;7;10;72;66;1;8;8;3;15
2019-08-23 12:00:00;111;73;9;14;14;70;64;0;1;3;4;0
2019-08-23 12:15:00;99;79;9;10;9;80;77;4;9;8;7;3
2019-08-23 12:30:00;107;71;7;15;16;77;69;4;7;3;3;30
2019-08-23 12:45:00;109;79;9;13;16;81;88;1;0;2;17;55
2019-08-23 13:00:00;122;81;5;12;13;81;66;1;4;5;3;5
2019-08-23 13:15:00;121;86;4;16;18;89;90;2;5;3;6;17
2019-08-23 13:30:00;105;70;7;8;22;78;55;0;6;7;3;3
2019-08-23 13:45:00;111;77;10;9;15;86;74;2;2;2;6;6
2019-08-23 14:00:00;124;82;8;11;19;93;89;0;6;2;2;8
2019-08-23 14:15:00;120;98;10;17;14;85;76;3;5;4;2;1
2019-08-23 14:30:00;110;80;8;11;15;84;67;1;9;6;1;12
2019-08-23 14:45:00;117;74;6;18;19;93;92;1;8;4;11;9
2019-08-23 15:00:00;114;71;8;12;19;80;84;1;11;10;5;23
2019-08-23 15:15:00;119;83;4;11;13;82;84;1;4;5;3;3
2019-08-23 15:30:00;115;74;3;13;16;77;69;1;4;4;1;29
2019-08-23 15:45:00;107;78;11;11;20;86;82;1;7;7;18;16
2019-08-23 16:00:00;127;79;12;14;20;81;82;6;7;6;1;6
2019-08-23 16:15:00;114;74;6;22;27;91;86;1;6;4;6;23
2019-08-23 16:30:00;115;67;9;17;16;81;68;2;11;9;10;123
2019-08-23 16:45:00;102;64;5;11;17;87;88;1;7;9;13;19
2019-08-23 17:00:00;97;64;6;19;23;75;72;1;7;5;6;5
2019-08-23 17:15:00;99;66;5;7;18;86;60;3;8;3;4;42
2019-08-23 17:30:00;95;52;2;15;12;102;78;1;2;4;26;87
2019-08-23 17:45:00;99;65;1;9;15;91;83;0;6;3;6;28
2019-08-23 18:00:00;102;57;8;9;19;77;76;0;9;7;8;9
2019-08-23 18:15:00;104;54;10;15;14;80;68;0;8;6;6;9
2019-08-23 18:30:00;76;57;6;8;14;87;78;1;2;4;6;14
2019-08-23 18:45:00;61;42;5;14;16;81;68;2;12;8;4;16
2019-08-23 19:00:00;51;37;2;8;10;73;60;0;4;3;10;23
2019-08-23 19:15:00;62;47;10;14;19;72;56;3;3;3;17;22
2019-08-23 19:30:00;57;36;6;4;8;66;48;2;7;6;4;11
2019-08-23 19:45:00;57;36;4;10;15;65;57;0;6;9;6;9
2019-08-23 20:00:00;66;47;5;7;9;85;75;1;8;8;7;42
2019-08-23 20:15:00;63;43;3;7;8;58;55;1;8;2;3;2
2019-08-23 20:30:00;45;23;4;6;10;63;42;0;1;3;2;1
2019-08-23 20:45:00;50;28;9;0;13;64;34;0;4;3;0;0
2019-08-23 21:00:00;39;28;1;2;4;48;34;0;2;4;0;0
2019-08-23 21:15:00;48;27;1;3;7;34;23;1;5;5;0;0
2019-08-23 21:30:00;28;29;4;7;10;25;19;0;5;5;0;0
2019-08-23 21:45:00;44;20;5;9;15;48;37;0;3;4;0;0
2019-08-23 22:00:00;35;20;8;4;13;32;32;0;5;1;0;0
2019-08-23 22:15:00;38;21;3;9;17;36;29;2;3;4;0;0
2019-08-23 22:30:00;26;18;3;1;5;22;19;0;2;4;1;0
2019-08-23 22:45:00;28;12;2;3;6;26;24;0;2;3;0;0
2019-08-23 23:00:00;23;22;5;1;5;20;12;0;1;3;0;0
2019-08-23 23:15:00;18;5;2;1;1;34;21;0;3;3;0;0
2019-08-23 23:30:00;32;13;2;0;3;20;14;1;1;4;0;0
2019-08-23 23:45:00;22;8;1;2;6;26;17;0;2;6;0;0
