DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-11-13 00:00:00;2;4;1;0;0;1;7;2;0;0;0;0;0;0;0;0;0;0
2019-11-13 00:15:00;2;3;3;4;4;2;6;1;0;0;0;0;0;0;0;0;0;0
2019-11-13 00:30:00;4;5;0;2;1;6;6;2;0;0;0;0;0;0;0;0;0;0
2019-11-13 00:45:00;2;8;3;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0
2019-11-13 01:00:00;5;4;2;0;0;5;7;1;0;0;1;0;0;0;0;0;0;0
2019-11-13 01:15:00;2;6;6;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0
2019-11-13 01:30:00;4;7;2;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0
2019-11-13 01:45:00;2;1;2;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 02:00:00;2;3;2;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 02:15:00;2;3;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 02:30:00;2;3;4;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2019-11-13 02:45:00;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 03:00:00;0;2;0;0;1;9;10;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 03:15:00;3;4;5;2;2;4;6;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 03:30:00;1;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 03:45:00;4;3;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 04:00:00;4;2;3;1;1;5;5;1;0;0;1;0;0;0;0;0;0;0
2019-11-13 04:15:00;7;6;1;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-11-13 04:30:00;8;11;2;4;5;7;10;0;0;0;0;0;0;0;0;0;0;0
