DATUM;1(DA2);2(DA3);3(DB1);4(DB2);5(TA1);6(TA2);7(TA3);8(IRA1);9(IRC1);10(IRC2)
2020-06-15 00:00:00;2;2;3;2;1;1;5;0;0;0
2020-06-15 00:15:00;6;0;1;3;2;2;4;0;0;0
2020-06-15 00:30:00;5;2;1;0;2;1;1;0;0;0
2020-06-15 00:45:00;4;2;0;2;2;0;8;0;0;0
2020-06-15 01:00:00;1;0;0;1;1;3;1;0;0;0
2020-06-15 01:15:00;1;0;0;2;2;2;2;0;0;0
2020-06-15 01:30:00;3;0;0;2;1;0;5;0;0;0
2020-06-15 01:45:00;5;0;0;1;1;1;1;0;0;0
2020-06-15 02:00:00;0;0;0;0;0;0;1;0;0;0
2020-06-15 02:15:00;2;1;0;1;1;1;3;0;0;0
2020-06-15 02:30:00;3;1;0;0;0;1;3;0;0;0
2020-06-15 03:00:00;0;0;1;1;0;1;1;0;0;0
2020-06-15 03:15:00;2;1;0;0;0;0;2;0;0;0
2020-06-15 03:30:00;3;3;1;1;1;0;2;0;0;0
2020-06-15 03:45:00;1;1;3;0;1;1;2;0;0;0
2020-06-15 04:00:00;1;1;3;1;1;1;1;0;0;0
2020-06-15 04:15:00;3;6;1;1;3;1;5;0;0;0
2020-06-15 04:30:00;4;4;2;4;2;4;7;0;0;0
2020-06-15 04:45:00;14;13;17;7;1;13;20;0;0;0
2020-06-15 05:00:00;16;21;40;9;2;17;31;0;0;0
2020-06-15 05:15:00;48;74;107;42;7;38;65;0;0;0
2020-06-15 05:30:00;46;78;90;37;13;1;36;0;0;0
2020-06-15 05:45:00;46;25;48;61;9;31;46;0;0;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;38;42;50;29;10;25;46;0;0;0
2020-06-15 06:30:00;64;38;74;40;13;29;49;0;0;0
2020-06-15 06:45:00;75;45;69;64;12;31;48;0;0;0
2020-06-15 07:00:00;85;46;78;49;11;20;38;0;0;0
2020-06-15 07:15:00;106;59;81;71;15;22;48;0;0;0
2020-06-15 07:30:00;100;49;69;62;15;25;59;0;0;0
2020-06-15 07:45:00;95;37;54;76;9;23;43;0;0;0
2020-06-15 08:00:00;99;30;40;56;13;19;52;0;0;0
2020-06-15 08:15:00;92;26;46;56;10;25;49;3;0;0
2020-06-15 08:30:00;88;30;30;46;18;21;38;0;0;0
2020-06-15 08:45:00;102;25;31;49;16;31;31;0;0;0
2020-06-15 09:00:00;97;20;32;34;10;16;45;0;0;0
2020-06-15 09:15:00;76;24;25;37;15;11;31;0;0;0
2020-06-15 09:30:00;89;27;30;26;15;18;33;0;0;0
2020-06-15 09:45:00;102;16;26;31;16;18;34;0;0;0
2020-06-15 10:00:00;73;15;21;40;19;21;49;0;0;0
2020-06-15 10:15:00;95;22;25;34;14;13;43;0;0;0
2020-06-15 10:30:00;116;13;18;44;19;14;60;0;0;0
2020-06-15 10:45:00;96;24;15;48;23;13;42;0;0;0
2020-06-15 11:00:00;78;26;20;38;21;25;47;1;0;0
2020-06-15 11:15:00;77;18;30;39;21;17;63;0;0;0
2020-06-15 11:45:00;107;26;18;58;18;12;49;0;0;0
2020-06-15 12:00:00;88;18;23;42;16;43;46;0;0;0
2020-06-15 12:15:00;90;20;23;51;10;25;29;0;0;0
2020-06-15 12:30:00;73;23;19;50;19;22;46;0;0;0
2020-06-15 12:45:00;73;27;31;49;21;16;50;0;0;0
2020-06-15 13:00:00;89;25;27;53;27;17;45;1;0;0
