DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2019-11-29 00:00:00;0;11;4;12;16;0;0
2019-11-29 00:15:00;0;24;6;22;16;3;3
2019-11-29 00:30:00;1;12;10;9;9;0;0
2019-11-29 00:45:00;0;7;10;16;6;1;1
2019-11-29 01:00:00;0;7;5;14;7;0;0
2019-11-29 01:15:00;0;7;3;11;7;0;0
2019-11-29 01:30:00;0;3;3;6;7;0;0
2019-11-29 01:45:00;0;4;4;11;2;0;0
2019-11-29 02:00:00;0;2;4;8;6;0;0
2019-11-29 02:15:00;0;3;4;6;5;0;0
2019-11-29 02:30:00;0;2;2;5;5;0;0
2019-11-29 02:45:00;0;2;2;1;4;0;0
2019-11-29 03:00:00;0;2;4;6;5;0;0
2019-11-29 03:15:00;0;2;5;6;5;0;0
2019-11-29 03:30:00;0;6;8;6;2;0;0
2019-11-29 03:45:00;0;7;3;8;1;0;0
2019-11-29 04:00:00;0;4;0;11;3;0;0
2019-11-29 04:15:00;0;10;4;12;6;0;0
2019-11-29 04:30:00;0;17;8;15;9;0;0
2019-11-29 04:45:00;0;31;14;10;10;0;0
2019-11-29 05:00:00;0;62;51;29;19;0;0
2019-11-29 05:15:00;0;76;87;37;17;0;0
2019-11-29 05:30:00;5;70;82;38;29;1;1
2019-11-29 05:45:00;5;58;87;59;51;2;2
2019-11-29 06:00:00;1;60;45;65;61;5;5
2019-11-29 06:15:00;7;89;92;70;67;4;4
2019-11-29 06:30:00;5;101;129;60;82;7;7
2019-11-29 06:45:00;25;101;112;69;66;5;5
2019-11-29 07:00:00;17;144;162;81;64;5;5
2019-11-29 07:15:00;29;162;159;86;75;6;6
2019-11-29 07:30:00;20;169;141;104;114;4;4
2019-11-29 07:45:00;19;169;139;110;128;4;4
2019-11-29 08:00:00;10;117;115;104;102;6;6
2019-11-29 08:15:00;10;107;112;98;97;4;4
2019-11-29 08:30:00;10;115;126;91;112;3;3
2019-11-29 08:45:00;16;117;127;102;117;3;4
2019-11-29 09:00:00;108;103;90;90;82;3;3
2019-11-29 09:15:00;1;109;101;96;95;4;3
2019-11-29 09:30:00;8;105;83;93;107;5;6
2019-11-29 09:45:00;13;120;112;121;126;2;2
2019-11-29 10:00:00;4;113;105;103;112;3;3
2019-11-29 10:15:00;1;95;97;129;128;3;3
2019-11-29 10:30:00;11;133;114;121;130;5;5
2019-11-29 10:45:00;21;108;114;110;99;4;4
2019-11-29 11:00:00;12;109;101;112;95;3;3
2019-11-29 11:15:00;32;116;100;117;110;4;3
2019-11-29 11:30:00;17;104;106;143;149;5;6
2019-11-29 11:45:00;46;102;109;153;159;4;4
2019-11-29 12:00:00;19;128;126;118;133;4;4
2019-11-29 12:15:00;6;134;98;138;156;2;2
2019-11-29 12:30:00;26;128;108;135;151;4;4
2019-11-29 12:45:00;21;124;110;163;175;4;4
2019-11-29 13:00:00;16;138;138;154;194;3;3
2019-11-29 13:15:00;23;140;123;152;169;6;6
2019-11-29 13:30:00;10;122;130;153;194;6;6
2019-11-29 13:45:00;19;126;124;144;172;4;4
2019-11-29 14:00:00;34;131;122;135;170;3;3
2019-11-29 14:15:00;3;121;101;153;189;3;3
2019-11-29 14:30:00;5;114;97;156;172;5;5
2019-11-29 14:45:00;42;119;120;188;200;4;4
2019-11-29 15:00:00;23;115;104;157;180;3;2
2019-11-29 15:15:00;6;125;133;151;184;3;4
2019-11-29 15:30:00;9;137;140;171;222;4;4
2019-11-29 15:45:00;11;141;136;164;202;6;6
2019-11-29 16:00:00;9;151;142;176;221;2;2
2019-11-29 16:15:00;7;124;127;183;211;4;4
2019-11-29 16:30:00;31;144;124;165;198;5;5
2019-11-29 16:45:00;21;148;128;189;220;4;4
2019-11-29 17:00:00;16;165;140;164;185;3;3
2019-11-29 17:15:00;4;158;130;166;199;4;4
2019-11-29 17:30:00;28;159;126;152;156;3;3
2019-11-29 17:45:00;23;153;131;150;154;6;6
2019-11-29 18:00:00;5;125;120;139;159;4;4
2019-11-29 18:15:00;7;122;156;134;160;2;2
2019-11-29 18:30:00;14;129;112;133;139;3;3
2019-11-29 18:45:00;13;116;120;133;140;5;5
2019-11-29 19:00:00;4;106;79;115;126;3;3
2019-11-29 19:15:00;10;80;72;134;131;3;3
2019-11-29 19:30:00;6;84;77;106;98;5;5
2019-11-29 19:45:00;7;66;63;85;112;3;3
2019-11-29 20:00:00;2;70;63;97;103;1;1
2019-11-29 20:15:00;9;63;64;110;102;3;3
2019-11-29 20:30:00;4;48;38;85;106;2;2
2019-11-29 20:45:00;17;61;62;82;69;3;3
2019-11-29 21:00:00;2;67;54;56;62;3;3
2019-11-29 21:15:00;0;66;32;66;48;0;0
2019-11-29 21:30:00;7;49;47;71;58;1;1
2019-11-29 21:45:00;29;40;20;109;122;1;1
2019-11-29 22:00:00;6;45;2;98;124;2;2
2019-11-29 22:15:00;0;50;36;100;85;0;0
2019-11-29 22:30:00;3;37;46;74;65;4;4
2019-11-29 22:45:00;0;47;37;67;54;2;2
2019-11-29 23:00:00;2;54;42;67;63;2;2
2019-11-29 23:15:00;2;35;0;53;46;1;1
2019-11-29 23:30:00;55;49;25;58;41;1;1
2019-11-29 23:45:00;0;39;21;58;36;0;0
