DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-10-01 00:00:00;5;1;1;0;0;0;9;1;3;0;0;0;0;0;0;0;0;0
2020-10-01 00:15:00;0;2;3;0;0;0;5;2;2;0;0;0;0;0;0;0;0;0
2020-10-01 00:30:00;2;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0
2020-10-01 00:45:00;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:00:00;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:15:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 01:30:00;1;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-10-01 01:45:00;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:00:00;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:15:00;1;1;3;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0
2020-10-01 02:30:00;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:00:00;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:15:00;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:30:00;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-01 03:45:00;2;0;1;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0
2020-10-01 04:00:00;5;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0
2020-10-01 04:15:00;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-01 04:30:00;6;2;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
2020-10-01 04:45:00;23;3;4;0;0;0;6;2;1;0;0;0;0;0;0;0;0;0
2020-10-01 05:00:00;45;4;2;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0
2020-10-01 05:15:00;51;3;9;0;0;0;17;4;3;0;0;0;0;0;0;0;0;0
2020-10-01 05:30:00;50;7;3;0;0;0;25;1;1;0;0;0;0;0;0;0;0;0
2020-10-01 05:45:00;39;10;5;0;0;0;26;7;4;0;0;0;0;0;0;0;0;3
2020-10-01 06:00:00;60;7;10;0;0;0;37;5;11;0;0;0;0;0;0;0;0;0
2020-10-01 06:15:00;61;12;15;0;0;0;32;6;9;0;0;0;0;0;0;0;0;0
2020-10-01 06:30:00;81;15;10;0;0;0;28;11;8;0;0;0;0;0;0;0;0;0
2020-10-01 06:45:00;88;29;15;0;0;0;43;18;7;0;0;0;0;0;0;0;0;0
2020-10-01 07:00:00;85;33;17;0;0;0;39;16;9;0;0;0;1;12;0;0;0;0
2020-10-01 07:15:00;69;24;15;0;0;0;33;11;8;0;0;0;0;0;0;0;4;0
2020-10-01 07:30:00;44;40;20;0;0;0;26;24;7;0;0;0;0;0;0;0;0;0
2020-10-01 07:45:00;68;57;27;0;0;0;55;22;12;0;0;0;0;0;0;2;0;0
2020-10-01 08:00:00;75;38;36;0;0;0;40;15;12;0;0;0;0;0;0;0;0;0
2020-10-01 08:15:00;79;33;22;0;0;0;51;14;3;0;0;0;3;0;2;1;1;0
2020-10-01 08:30:00;75;35;29;0;0;0;37;22;7;0;0;0;0;0;0;2;0;0
2020-10-01 08:45:00;73;37;29;0;0;0;36;22;10;0;0;0;0;0;0;1;0;0
2020-10-01 09:00:00;66;42;40;0;0;0;37;22;9;0;0;0;0;0;0;2;0;0
2020-10-01 09:15:00;27;20;11;0;0;0;26;13;3;0;0;0;0;0;0;0;0;0
2020-10-01 09:30:00;89;37;32;2;2;2;44;25;12;2;2;2;0;0;0;0;0;0
2020-10-01 09:45:00;82;48;47;0;0;0;48;33;13;0;0;0;4;0;0;1;1;0
2020-10-01 10:00:00;80;47;30;0;0;0;49;26;9;0;0;0;0;0;0;0;0;0
2020-10-01 10:15:00;92;40;42;0;0;0;44;32;14;0;0;0;1;0;0;0;0;0
2020-10-01 10:30:00;72;59;31;0;0;0;48;29;14;0;0;0;0;0;0;2;0;0
2020-10-01 10:45:00;51;47;54;0;0;0;56;33;8;0;0;0;0;0;1;1;0;0
2020-10-01 11:00:00;91;50;55;0;0;0;59;36;7;0;0;0;1;0;0;1;0;0
2020-10-01 11:15:00;76;72;46;0;0;0;44;21;16;0;0;0;2;0;0;0;0;0
2020-10-01 11:30:00;63;49;47;0;0;0;64;32;20;0;0;0;0;0;0;1;0;0
2020-10-01 11:45:00;77;47;50;0;0;0;71;32;14;0;0;0;0;0;0;0;0;0
2020-10-01 12:00:00;85;57;39;0;0;0;60;34;12;0;0;0;5;4;2;2;4;0
2020-10-01 12:15:00;74;49;36;0;0;0;69;34;20;0;0;0;0;0;0;2;0;2
2020-10-01 12:30:00;60;40;35;0;0;0;72;31;15;0;0;0;4;5;0;0;0;0
2020-10-01 12:45:00;71;49;25;0;0;0;59;14;15;0;0;0;1;0;0;1;0;0
2020-10-01 13:00:00;98;38;42;0;0;0;69;46;27;0;0;0;6;8;2;9;59;1
2020-10-01 13:15:00;83;36;28;0;0;0;77;36;19;0;0;0;1;0;0;1;0;11
2020-10-01 13:30:00;117;53;22;0;0;0;69;29;12;0;0;0;0;0;0;1;2;0
2020-10-01 13:45:00;94;47;33;0;0;0;68;39;9;0;0;0;0;0;0;0;0;0
2020-10-01 14:00:00;66;41;35;0;0;0;83;17;14;0;0;0;2;2;0;4;2;0
2020-10-01 14:15:00;69;41;14;0;0;0;90;21;12;0;0;0;0;3;0;4;1;0
2020-10-01 14:30:00;65;37;33;0;0;0;86;21;15;0;0;0;2;0;0;1;0;0
2020-10-01 14:45:00;100;42;28;0;0;0;84;33;12;0;0;0;3;0;3;2;7;2
2020-10-01 15:00:00;81;57;33;0;0;0;66;33;9;0;0;0;3;0;2;0;0;0
2020-10-01 15:15:00;70;42;33;0;0;0;99;26;14;0;0;0;1;0;0;0;0;0
2020-10-01 15:30:00;80;40;25;0;0;0;70;33;15;0;0;0;0;0;0;5;0;0
2020-10-01 15:45:00;96;55;27;0;0;0;77;41;15;0;0;0;2;0;0;0;0;0
2020-10-01 16:00:00;76;39;43;0;0;0;80;43;21;0;0;0;0;0;0;0;0;0
2020-10-01 16:15:00;90;49;26;0;0;0;91;34;22;0;0;0;1;0;0;1;0;0
2020-10-01 16:30:00;111;47;26;0;0;0;99;26;15;0;0;0;3;0;0;0;0;0
2020-10-01 16:45:00;119;34;23;0;0;0;91;29;19;0;0;0;2;0;0;0;0;0
2020-10-01 17:00:00;107;45;47;0;0;0;100;58;27;0;0;0;2;0;0;0;0;18
2020-10-01 17:15:00;113;54;29;0;0;0;100;40;26;0;0;0;4;0;0;1;0;0
2020-10-01 17:30:00;109;55;45;0;0;0;92;41;14;0;0;0;4;0;0;0;0;0
2020-10-01 17:45:00;100;39;45;0;0;0;84;44;17;0;0;0;3;0;0;2;0;6
2020-10-01 18:00:00;114;55;36;0;0;0;71;45;19;0;0;0;3;0;0;0;0;0
2020-10-01 18:15:00;92;47;26;0;0;0;85;28;13;0;0;0;3;2;0;0;0;0
2020-10-01 18:30:00;82;38;25;0;0;0;82;27;12;0;0;0;0;0;0;1;0;0
2020-10-01 18:45:00;81;45;41;0;0;0;54;29;15;0;0;0;1;0;0;0;0;0
2020-10-01 19:00:00;67;38;25;0;0;0;75;21;12;0;0;0;0;0;0;0;0;0
2020-10-01 19:15:00;51;34;19;0;0;0;69;22;6;0;0;0;2;6;0;2;0;0
2020-10-01 19:30:00;43;27;15;0;0;0;47;19;9;0;0;0;2;2;0;0;0;0
2020-10-01 19:45:00;46;28;19;0;0;0;48;11;8;0;0;0;0;0;0;0;0;0
2020-10-01 20:00:00;38;20;9;0;0;0;35;8;11;0;0;0;0;0;0;0;0;0
