DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-03-02 00:00:00;4;0;0;3;0;10;1;0;0
2020-03-02 00:15:00;3;0;0;3;0;14;1;0;0
2020-03-02 00:30:00;1;0;0;3;0;12;0;0;0
2020-03-02 00:45:00;2;0;0;2;0;13;1;0;0
2020-03-02 01:00:00;2;0;1;2;0;12;1;0;0
2020-03-02 01:15:00;1;1;0;4;0;14;1;0;0
2020-03-02 01:30:00;2;0;0;2;0;12;1;0;0
2020-03-02 01:45:00;3;1;0;1;0;14;0;0;0
2020-03-02 02:00:00;3;0;0;0;0;12;1;0;0
2020-03-02 02:15:00;4;0;0;2;0;13;1;0;0
2020-03-02 02:30:00;2;1;0;4;0;12;1;0;0
2020-03-02 02:45:00;3;1;0;4;0;14;1;0;0
2020-03-02 03:00:00;2;1;0;4;0;12;0;0;0
2020-03-02 03:15:00;5;4;0;5;0;14;1;0;0
2020-03-02 03:30:00;6;2;1;3;0;12;1;0;0
2020-03-02 03:45:00;3;0;0;7;0;14;1;0;0
2020-03-02 04:00:00;4;0;0;8;0;12;1;0;0
2020-03-02 04:15:00;5;0;0;10;0;13;0;0;0
2020-03-02 04:30:00;14;5;0;10;0;12;1;0;0
2020-03-02 04:45:00;39;4;1;17;0;14;1;0;0
2020-03-02 05:00:00;70;4;0;26;0;9;1;0;0
2020-03-02 05:15:00;145;6;1;62;0;10;0;0;0
2020-03-02 05:30:00;118;13;4;87;0;10;1;0;0
2020-03-02 05:45:00;124;18;1;112;0;10;1;0;0
2020-03-02 06:00:00;100;22;1;100;0;10;0;0;0
2020-03-02 06:15:00;116;11;3;134;0;10;1;0;0
2020-03-02 06:30:00;97;13;8;143;0;10;0;0;0
2020-03-02 06:45:00;97;25;4;163;0;10;1;0;0
2020-03-02 07:00:00;96;17;10;188;0;10;1;0;0
2020-03-02 07:15:00;106;22;7;245;0;10;0;0;0
2020-03-02 07:30:00;98;18;7;216;0;10;1;0;0
2020-03-02 07:45:00;109;14;7;217;0;10;1;0;0
2020-03-02 08:00:00;127;23;6;194;3;10;0;0;0
2020-03-02 08:15:00;123;18;6;157;0;10;1;0;0
2020-03-02 08:30:00;97;28;9;176;0;10;0;0;0
2020-03-02 08:45:00;100;21;16;149;2;10;1;0;0
2020-03-02 09:00:00;84;12;9;103;1;13;1;0;0
2020-03-02 09:15:00;118;35;14;132;3;13;0;0;0
2020-03-02 09:30:00;110;18;14;145;0;13;1;0;0
2020-03-02 09:45:00;102;11;21;120;1;12;1;0;0
2020-03-02 10:00:00;108;28;21;139;5;13;0;0;0
2020-03-02 10:15:00;97;16;26;111;0;13;1;0;0
2020-03-02 10:30:00;98;18;17;139;2;13;1;0;0
2020-03-02 10:45:00;114;14;11;122;0;13;0;0;0
2020-03-02 11:00:00;94;12;25;108;0;13;1;0;0
2020-03-02 11:15:00;100;18;19;111;5;13;1;0;0
2020-03-02 11:30:00;91;13;19;110;9;12;0;0;0
2020-03-02 11:45:00;105;21;9;133;0;13;1;0;0
2020-03-02 12:00:00;129;16;12;102;2;13;1;0;0
2020-03-02 12:15:00;107;13;12;101;0;13;1;0;0
2020-03-02 12:30:00;126;22;15;118;3;13;0;0;0
2020-03-02 12:45:00;130;26;15;124;1;13;1;0;0
2020-03-02 13:00:00;133;17;10;111;0;13;1;0;0
2020-03-02 13:15:00;136;24;19;122;5;9;0;0;0
2020-03-02 13:30:00;150;20;16;137;3;10;1;0;0
2020-03-02 13:45:00;138;15;8;151;1;10;1;0;0
2020-03-02 14:00:00;125;19;18;128;2;10;0;0;0
2020-03-02 14:15:00;129;21;14;159;16;10;1;0;0
2020-03-02 14:30:00;119;15;9;190;0;10;0;0;0
2020-03-02 14:45:00;125;32;21;166;1;10;1;0;0
2020-03-02 15:00:00;139;23;17;184;2;10;1;0;0
2020-03-02 15:15:00;149;24;12;144;1;10;0;0;0
2020-03-02 15:30:00;160;25;17;166;8;10;1;0;0
2020-03-02 15:45:00;150;14;15;170;40;10;1;0;0
2020-03-02 16:00:00;155;20;16;135;0;9;0;0;0
2020-03-02 16:15:00;177;26;21;177;0;10;1;0;0
2020-03-02 16:30:00;167;20;18;163;38;10;0;0;0
2020-03-02 16:45:00;158;13;21;133;24;10;1;0;0
2020-03-02 17:00:00;149;28;24;168;2;10;1;0;0
