DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-09-07 00:00:00;3;3;0;8;4;2;6;5;7;2;2
2020-09-07 00:15:00;3;0;0;9;7;3;6;7;7;3;1
2020-09-07 00:30:00;1;3;0;4;3;2;3;6;5;0;0
2020-09-07 00:45:00;0;2;1;3;4;3;5;2;5;1;0
2020-09-07 01:00:00;0;1;0;5;2;1;2;6;3;0;0
2020-09-07 01:15:00;0;0;0;5;2;1;0;1;1;0;0
2020-09-07 01:30:00;1;1;0;1;2;1;0;5;6;1;0
2020-09-07 01:45:00;0;0;0;0;1;0;1;3;1;0;0
2020-09-07 02:00:00;0;0;0;2;2;0;2;3;2;0;0
2020-09-07 02:15:00;0;0;0;1;2;1;0;1;3;1;1
2020-09-07 02:30:00;1;1;0;2;4;3;1;1;1;0;0
2020-09-07 02:45:00;0;0;0;0;1;0;1;1;1;0;0
2020-09-07 03:00:00;1;1;0;2;4;1;0;4;3;0;0
2020-09-07 03:15:00;1;2;0;2;1;0;5;1;1;0;1
2020-09-07 03:30:00;0;0;0;3;3;2;0;2;4;1;0
2020-09-07 03:45:00;0;2;0;6;2;0;1;1;1;1;1
2020-09-07 04:00:00;0;2;0;3;4;3;0;4;4;1;1
2020-09-07 04:15:00;0;3;0;1;2;2;1;2;3;1;1
2020-09-07 04:30:00;0;1;0;6;3;3;0;11;8;1;2
2020-09-07 04:45:00;1;2;0;9;4;2;1;12;7;1;1
2020-09-07 05:00:00;2;6;2;21;12;4;3;25;21;8;7
2020-09-07 05:15:00;0;18;1;15;12;7;6;41;39;13;8
2020-09-07 05:30:00;8;27;2;28;21;21;11;51;50;27;19
2020-09-07 05:45:00;2;24;4;28;8;4;11;51;62;20;13
2020-09-07 06:00:00;1;19;8;32;19;10;10;34;43;7;4
2020-09-07 06:15:00;5;27;3;40;30;14;13;65;65;14;12
2020-09-07 06:30:00;6;23;5;43;28;11;16;72;100;26;17
2020-09-07 06:45:00;15;49;3;52;29;7;15;83;99;11;7
2020-09-07 07:00:00;3;35;4;54;35;10;26;85;111;18;9
2020-09-07 07:15:00;10;21;7;67;49;10;24;82;106;20;17
2020-09-07 07:30:00;8;220;9;90;45;16;35;92;109;16;12
2020-09-07 07:45:00;9;35;7;68;47;12;27;80;126;22;20
2020-09-07 08:00:00;11;45;2;86;41;15;27;75;78;11;12
2020-09-07 08:15:00;8;25;5;77;38;10;21;89;100;22;21
2020-09-07 08:30:00;8;38;3;72;47;17;38;90;109;22;20
