DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2019-10-03 00:00:00;8;7;10;0;1;1;3;6;0;0
2019-10-03 00:15:00;9;8;7;1;3;1;2;8;0;0
2019-10-03 00:30:00;5;7;9;0;3;1;2;2;0;0
2019-10-03 00:45:00;3;3;7;0;1;0;0;1;0;0
2019-10-03 01:00:00;1;3;6;3;2;1;2;3;0;0
2019-10-03 01:15:00;5;4;4;0;1;0;1;1;0;0
2019-10-03 01:30:00;0;3;6;2;0;0;3;7;0;0
2019-10-03 01:45:00;2;1;2;1;1;0;1;3;0;0
2019-10-03 02:00:00;3;4;2;0;3;1;4;2;0;0
2019-10-03 02:15:00;4;5;2;1;0;0;0;0;0;0
2019-10-03 02:30:00;3;5;4;5;0;0;2;5;0;0
2019-10-03 02:45:00;2;0;0;0;0;0;1;4;0;0
2019-10-03 03:00:00;1;0;1;0;0;0;0;1;0;0
2019-10-03 03:15:00;2;2;0;1;0;0;0;1;0;0
2019-10-03 03:30:00;1;2;0;0;1;0;0;2;0;0
2019-10-03 03:45:00;2;2;0;1;0;0;0;1;0;0
2019-10-03 04:00:00;0;0;0;0;1;0;2;2;0;0
2019-10-03 04:15:00;1;1;1;1;0;0;1;3;0;0
2019-10-03 04:30:00;2;2;1;0;0;0;0;2;0;0
2019-10-03 04:45:00;0;1;3;1;1;0;1;2;0;0
2019-10-03 05:00:00;5;3;1;0;1;0;0;1;0;0
2019-10-03 05:15:00;5;5;3;1;0;1;3;3;0;0
2019-10-03 05:30:00;10;7;3;1;2;0;8;16;0;0
2019-10-03 05:45:00;10;13;2;5;17;2;19;46;0;0
2019-10-03 06:00:00;20;29;4;7;54;5;67;102;0;0
2019-10-03 06:15:00;11;16;7;4;32;4;19;42;0;0
2019-10-03 06:30:00;11;10;7;2;9;1;7;18;0;0
2019-10-03 06:45:00;2;3;0;2;0;0;4;3;0;0
2019-10-03 07:00:00;5;5;6;1;2;0;1;5;0;0
2019-10-03 07:15:00;2;1;2;1;0;0;0;5;0;0
2019-10-03 07:30:00;2;5;3;2;0;0;4;6;0;0
2019-10-03 07:45:00;7;2;7;0;1;0;0;8;0;0
2019-10-03 08:00:00;15;13;9;3;9;2;0;7;0;0
2019-10-03 08:15:00;6;6;4;2;0;0;2;5;0;0
2019-10-03 08:30:00;10;9;2;0;1;0;1;4;0;0
2019-10-03 08:45:00;14;10;5;1;5;2;2;3;0;0
2019-10-03 09:00:00;8;7;14;3;2;0;1;6;0;0
2019-10-03 09:15:00;11;13;8;2;2;0;2;5;0;0
2019-10-03 09:30:00;16;17;8;3;0;0;0;11;0;0
2019-10-03 09:45:00;13;14;29;4;0;1;3;3;0;0
2019-10-03 10:00:00;17;20;10;4;2;0;7;6;0;0
2019-10-03 10:15:00;12;19;22;5;1;0;1;8;0;0
2019-10-03 10:30:00;24;18;12;4;2;1;1;11;0;0
2019-10-03 10:45:00;14;16;16;7;4;4;3;10;0;0
2019-10-03 11:00:00;17;17;20;6;3;3;1;8;0;0
2019-10-03 11:15:00;18;11;26;6;2;1;4;12;0;0
2019-10-03 11:30:00;31;22;28;5;13;3;6;14;0;0
2019-10-03 11:45:00;17;14;24;2;1;3;2;12;0;0
2019-10-03 12:00:00;15;17;19;8;5;1;4;14;0;0
2019-10-03 12:15:00;19;21;27;1;0;0;2;8;0;0
2019-10-03 12:30:00;22;24;27;8;3;0;1;15;0;0
2019-10-03 12:45:00;29;24;30;6;2;2;4;14;1;0
2019-10-03 13:00:00;16;13;21;5;1;1;2;11;0;0
2019-10-03 13:15:00;19;23;20;11;2;1;2;6;0;0
2019-10-03 13:30:00;20;18;26;4;5;3;5;14;1;0
2019-10-03 13:45:00;24;25;27;10;3;2;6;8;0;0
2019-10-03 14:00:00;30;19;22;4;5;0;1;17;0;0
2019-10-03 14:15:00;25;19;20;6;8;5;3;13;0;0
2019-10-03 14:30:00;29;26;23;5;6;0;2;16;0;0
2019-10-03 14:45:00;29;21;18;6;4;2;4;9;0;0
2019-10-03 15:00:00;32;19;28;7;4;2;5;11;0;0
2019-10-03 15:15:00;25;26;25;10;1;1;0;10;0;0
2019-10-03 15:30:00;21;25;27;8;4;1;6;9;0;0
2019-10-03 15:45:00;13;10;17;4;1;1;3;19;0;0
2019-10-03 16:00:00;21;23;28;6;2;2;3;17;2;5
2019-10-03 16:15:00;20;16;22;4;1;0;3;11;0;0
2019-10-03 16:30:00;24;21;16;6;0;1;5;15;0;0
2019-10-03 16:45:00;24;23;28;10;5;1;2;5;0;0
2019-10-03 17:00:00;25;26;23;11;4;1;2;13;0;0
2019-10-03 17:15:00;29;27;38;8;8;2;5;9;0;0
2019-10-03 17:30:00;21;20;26;4;5;2;1;17;0;0
2019-10-03 17:45:00;20;18;34;9;5;1;4;9;0;0
2019-10-03 18:00:00;27;24;35;8;2;4;9;19;0;0
2019-10-03 18:15:00;25;17;23;2;9;0;3;11;0;0
2019-10-03 18:30:00;23;23;30;5;2;2;4;10;0;0
2019-10-03 18:45:00;27;23;21;4;3;1;5;11;0;0
2019-10-03 19:00:00;18;25;22;6;3;0;4;19;0;0
2019-10-03 19:15:00;27;27;22;8;3;3;2;16;0;0
2019-10-03 19:30:00;26;19;19;5;3;1;4;16;0;0
2019-10-03 19:45:00;14;16;24;2;0;2;3;10;0;0
2019-10-03 20:00:00;15;15;17;1;2;1;3;7;0;0
2019-10-03 20:15:00;22;16;14;2;4;3;3;7;0;0
