DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-12-21 00:00:00;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
2020-12-21 00:15:00;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-12-21 00:30:00;0;0;0;2;2;0;0;0;5;0;0;0;0;0;0
2020-12-21 00:45:00;1;0;0;1;1;0;0;0;5;0;0;0;0;0;0
2020-12-21 01:00:00;1;1;3;3;3;2;1;0;3;0;0;0;0;0;0
2020-12-21 01:15:00;0;0;1;2;2;0;0;0;1;0;0;0;0;0;0
2020-12-21 01:30:00;4;0;2;0;0;0;0;0;6;0;0;0;0;0;0
2020-12-21 01:45:00;2;0;0;1;1;0;0;0;2;0;0;0;0;0;0
2020-12-21 02:00:00;6;0;1;1;1;0;1;0;0;0;0;0;0;0;0
2020-12-21 02:15:00;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0
2020-12-21 02:30:00;4;1;1;1;1;0;0;0;3;0;0;0;0;0;0
2020-12-21 02:45:00;0;1;1;2;2;1;1;0;0;0;0;0;0;0;0
2020-12-21 03:00:00;6;0;3;2;2;1;1;0;2;0;0;0;0;0;0
2020-12-21 03:15:00;2;1;1;0;0;0;0;0;2;0;0;0;0;0;0
2020-12-21 03:30:00;4;2;3;4;4;1;1;0;4;0;0;0;0;0;0
2020-12-21 03:45:00;2;0;0;4;4;1;1;0;2;0;0;0;0;0;0
2020-12-21 04:00:00;6;4;7;1;1;1;1;0;0;0;0;0;0;0;0
2020-12-21 04:15:00;4;1;7;4;4;0;0;1;2;0;0;0;0;0;0
2020-12-21 04:30:00;8;1;3;3;3;1;1;0;4;0;0;0;0;0;0
2020-12-21 04:45:00;9;6;8;3;3;1;1;0;3;0;0;0;0;0;0
2020-12-21 05:00:00;12;5;11;1;1;0;0;0;7;0;0;0;0;0;0
2020-12-21 05:15:00;12;21;21;4;4;3;3;1;12;0;0;0;0;0;0
2020-12-21 05:30:00;17;27;27;8;8;3;3;1;31;0;0;0;0;0;0
2020-12-21 05:45:00;21;21;22;14;15;5;5;1;39;0;0;0;0;0;0
2020-12-21 06:00:00;32;10;12;2;2;2;2;2;23;0;0;0;0;0;0
2020-12-21 06:15:00;24;26;23;10;11;3;3;0;35;0;0;0;0;0;0
2020-12-21 06:30:00;40;22;25;9;9;4;3;8;54;0;0;0;0;0;0
2020-12-21 06:45:00;73;19;22;16;20;5;4;0;79;0;0;0;0;0;0
2020-12-21 07:00:00;57;19;19;9;7;6;7;5;42;0;0;0;0;0;0
2020-12-21 07:15:00;73;17;16;12;13;7;7;5;69;0;0;0;0;0;0
2020-12-21 07:30:00;78;22;23;15;16;12;10;2;54;0;0;0;0;0;0
2020-12-21 07:45:00;68;24;26;13;17;13;13;5;68;0;0;0;0;0;0
2020-12-21 08:00:00;78;16;18;16;18;10;10;4;43;0;0;1;0;0;0
2020-12-21 08:15:00;66;24;28;7;8;7;8;4;61;0;0;0;0;0;0
2020-12-21 08:30:00;65;18;23;16;17;8;7;3;56;0;0;0;0;0;0
2020-12-21 08:45:00;96;14;15;17;20;14;14;5;51;0;0;0;0;0;0
2020-12-21 09:00:00;75;24;27;20;21;17;16;4;49;0;0;0;0;0;0
2020-12-21 09:15:00;69;18;19;28;31;17;19;3;74;0;0;1;0;0;0
2020-12-21 09:30:00;82;23;25;25;23;18;17;6;60;0;0;3;0;0;0
2020-12-21 09:45:00;85;21;19;22;26;12;12;1;96;0;0;0;0;0;0
2020-12-21 10:00:00;91;24;23;27;29;15;17;5;72;0;0;0;0;0;0
2020-12-21 10:15:00;91;30;33;22;24;17;18;9;76;0;0;0;0;0;0
2020-12-21 10:30:00;89;22;25;27;36;16;18;9;74;0;0;0;0;0;0
2020-12-21 10:45:00;100;28;31;30;30;15;19;5;83;0;0;0;0;0;0
2020-12-21 11:00:00;109;24;23;32;36;21;25;7;92;0;0;0;0;0;0
2020-12-21 11:15:00;100;34;32;32;33;14;13;9;91;0;0;0;0;0;0
2020-12-21 11:30:00;92;21;22;32;31;13;16;4;84;0;0;2;0;0;0
2020-12-21 11:45:00;76;34;34;23;24;18;17;5;109;0;0;0;3;0;0
2020-12-21 12:00:00;95;37;39;32;37;20;22;4;87;0;0;1;0;0;0
2020-12-21 12:15:00;71;23;22;29;32;15;15;7;75;0;0;0;4;0;0
2020-12-21 12:30:00;83;20;22;30;30;16;17;2;87;0;0;0;0;0;0
2020-12-21 12:45:00;98;29;28;31;33;18;19;5;77;0;0;4;1;0;0
2020-12-21 13:00:00;91;28;28;28;30;18;19;4;84;0;0;0;1;0;0
2020-12-21 13:15:00;104;29;32;30;32;16;17;2;85;0;0;0;1;0;0
2020-12-21 13:30:00;85;34;33;28;30;14;12;6;82;0;0;0;0;0;0
2020-12-21 13:45:00;105;48;44;25;28;15;17;8;90;0;0;0;0;0;0
2020-12-21 14:00:00;90;37;38;41;43;19;19;4;73;0;0;0;2;0;0
2020-12-21 14:15:00;97;25;27;43;49;18;19;2;76;0;0;0;0;0;0
2020-12-21 14:30:00;131;37;37;40;44;24;26;4;77;0;0;0;0;0;0
2020-12-21 14:45:00;101;33;34;36;37;20;25;2;92;0;0;0;2;0;0
2020-12-21 15:00:00;105;22;22;28;26;15;18;3;88;0;0;0;0;0;0
2020-12-21 15:15:00;109;29;28;30;33;17;20;7;85;0;0;0;0;0;0
2020-12-21 15:30:00;96;39;42;26;26;21;22;3;82;0;0;1;0;0;0
2020-12-21 15:45:00;106;30;28;25;25;17;20;2;89;0;0;0;0;0;0
2020-12-21 16:00:00;127;34;38;36;40;18;18;5;73;0;0;0;0;0;0
2020-12-21 16:15:00;108;35;36;34;36;15;17;1;85;0;0;0;0;0;0
2020-12-21 16:30:00;108;23;26;30;35;21;22;7;101;0;0;0;0;0;0
2020-12-21 16:45:00;95;36;34;26;30;12;10;8;69;0;0;0;0;0;0
2020-12-21 17:00:00;103;30;28;27;30;27;28;5;90;0;0;0;0;0;0
2020-12-21 17:15:00;78;28;32;22;28;12;14;6;73;0;0;0;0;0;0
2020-12-21 17:30:00;95;21;23;26;24;14;15;3;73;0;0;0;0;0;0
2020-12-21 17:45:00;68;14;14;19;22;14;13;1;71;0;0;0;0;0;0
2020-12-21 18:00:00;58;11;11;17;17;9;8;7;73;0;0;0;0;0;0
2020-12-21 18:15:00;54;18;18;17;19;10;11;3;54;0;0;0;0;0;0
2020-12-21 18:30:00;40;14;18;20;21;10;9;3;54;0;0;0;0;0;0
2020-12-21 18:45:00;30;16;19;10;10;7;7;3;37;0;0;0;0;0;0
2020-12-21 19:00:00;45;5;6;9;9;4;5;1;40;0;0;0;0;0;0
2020-12-21 19:15:00;35;7;7;10;10;9;9;3;49;0;0;0;0;0;0
2020-12-21 19:30:00;29;8;11;8;8;7;6;1;31;0;0;1;0;0;0
2020-12-21 19:45:00;16;5;5;9;10;8;9;1;26;0;0;1;0;0;0
2020-12-21 20:00:00;22;13;14;10;10;6;5;0;26;0;0;0;0;0;0
2020-12-21 20:15:00;33;6;8;6;6;9;10;1;23;0;0;0;0;0;0
2020-12-21 20:30:00;28;6;6;7;7;4;5;0;14;0;0;0;0;0;0
2020-12-21 20:45:00;24;11;11;12;12;5;5;1;19;0;0;0;0;0;0
2020-12-21 21:00:00;9;5;5;3;3;0;0;0;7;0;0;0;0;0;0
2020-12-21 21:15:00;4;5;6;3;3;1;0;1;9;0;0;0;0;0;0
2020-12-21 21:30:00;7;5;4;4;4;0;0;1;8;0;0;0;0;0;0
2020-12-21 21:45:00;5;0;2;20;23;1;1;0;4;0;0;0;0;0;0
2020-12-21 22:00:00;3;2;2;16;17;0;0;0;6;0;0;0;0;0;0
2020-12-21 22:15:00;3;0;0;4;4;4;4;0;3;0;0;1;0;0;0
2020-12-21 22:30:00;1;3;4;4;4;1;1;0;3;0;0;0;0;0;0
2020-12-21 22:45:00;2;0;1;1;1;1;1;0;1;0;0;0;0;0;0
2020-12-21 23:00:00;4;1;2;1;1;0;0;0;3;0;0;0;0;0;0
2020-12-21 23:15:00;4;3;3;2;2;0;0;0;1;0;0;0;0;0;0
2020-12-21 23:30:00;3;1;2;1;1;0;0;0;3;0;0;0;0;0;0
2020-12-21 23:45:00;2;0;1;1;1;0;0;1;2;0;0;0;0;0;0
