DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-09-25 00:00:00;4;5;3;0;2;0;1;0;0;0
2020-09-25 00:15:00;4;3;1;1;0;0;0;3;0;0
2020-09-25 00:30:00;1;2;0;0;0;0;0;2;0;0
2020-09-25 00:45:00;2;1;1;0;0;0;1;0;0;0
2020-09-25 01:00:00;3;5;1;2;2;3;1;2;0;0
2020-09-25 01:15:00;1;4;1;0;0;0;0;2;0;0
2020-09-25 01:30:00;2;4;2;4;0;0;2;0;0;0
2020-09-25 01:45:00;1;1;1;1;1;1;1;0;0;0
2020-09-25 02:00:00;1;2;0;2;2;2;6;0;0;0
2020-09-25 02:15:00;0;2;2;1;0;2;1;1;0;0
2020-09-25 02:30:00;2;3;2;1;1;0;1;0;0;0
2020-09-25 02:45:00;3;2;2;0;0;0;1;2;0;0
2020-09-25 03:00:00;2;2;2;0;0;0;0;0;0;0
2020-09-25 03:15:00;1;2;2;0;1;0;0;1;0;0
2020-09-25 03:30:00;0;2;2;0;0;0;0;0;0;0
2020-09-25 03:45:00;6;7;3;2;1;0;0;2;0;0
2020-09-25 04:00:00;1;0;1;0;1;0;0;1;0;0
2020-09-25 04:15:00;6;7;5;2;1;0;0;0;0;0
2020-09-25 04:30:00;9;2;6;2;1;0;1;2;0;0
2020-09-25 04:45:00;21;10;16;3;0;0;2;1;0;0
2020-09-25 05:00:00;66;11;49;4;0;0;1;4;0;0
2020-09-25 05:15:00;119;18;159;12;3;1;2;5;0;0
2020-09-25 05:30:00;169;26;158;12;7;9;13;17;1;2
2020-09-25 05:45:00;124;35;66;16;27;7;89;60;0;0
2020-09-25 06:00:00;45;36;60;12;70;3;108;135;0;0
2020-09-25 06:15:00;51;28;54;5;9;0;33;41;0;0
2020-09-25 06:30:00;57;42;71;10;8;0;12;6;0;0
2020-09-25 06:45:00;52;24;70;5;1;1;7;8;1;0
2020-09-25 07:00:00;49;29;67;6;5;2;6;3;0;0
2020-09-25 07:15:00;46;41;67;4;2;5;5;4;3;3
2020-09-25 07:30:00;19;12;22;2;3;1;1;2;0;0
2020-09-25 07:45:00;
2020-09-25 08:00:00;
2020-09-25 08:15:00;
2020-09-25 08:30:00;
2020-09-25 08:45:00;
2020-09-25 09:00:00;
2020-09-25 09:15:00;22;49;54;4;4;3;10;8;0;0
2020-09-25 09:30:00;35;53;46;4;4;4;16;11;0;0
2020-09-25 09:45:00;32;44;51;6;9;7;15;10;0;0
2020-09-25 10:00:00;34;55;65;8;8;2;10;15;0;0
2020-09-25 10:15:00;41;52;77;4;3;0;10;10;1;0
