DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-10-20 00:00:00;16;15;12;6;4;28;14;6;3
2019-10-20 00:15:00;25;19;12;2;0;21;11;2;0
2019-10-20 00:30:00;28;23;21;11;4;21;14;4;6
2019-10-20 00:45:00;23;14;21;6;4;24;14;1;4
2019-10-20 01:00:00;14;27;19;4;5;22;17;1;0
2019-10-20 01:15:00;16;14;8;3;1;16;7;2;1
2019-10-20 01:30:00;13;12;7;3;0;14;3;0;2
2019-10-20 01:45:00;10;16;19;5;3;15;14;2;3
2019-10-20 02:00:00;20;12;8;0;1;16;9;1;3
2019-10-20 02:15:00;16;7;6;6;2;14;9;0;2
2019-10-20 02:30:00;9;13;12;3;1;18;9;0;0
2019-10-20 02:45:00;11;10;8;4;2;10;4;1;2
2019-10-20 03:00:00;7;7;6;2;2;9;1;0;0
2019-10-20 03:15:00;8;8;6;2;1;10;9;0;0
2019-10-20 03:30:00;8;4;4;2;1;3;9;1;5
2019-10-20 03:45:00;4;7;2;1;1;6;4;0;0
2019-10-20 04:00:00;6;4;5;2;2;10;3;0;0
2019-10-20 04:15:00;9;5;4;2;0;9;7;0;1
2019-10-20 04:30:00;6;3;7;2;1;10;6;0;4
2019-10-20 04:45:00;7;3;5;3;0;7;5;1;1
2019-10-20 05:00:00;9;5;7;3;1;11;3;2;2
2019-10-20 05:15:00;9;4;4;0;1;10;9;0;3
2019-10-20 05:30:00;19;11;6;0;0;10;5;2;2
2019-10-20 05:45:00;4;10;7;5;1;9;4;0;1
2019-10-20 06:00:00;5;9;10;3;0;15;7;0;0
2019-10-20 06:15:00;16;8;6;2;3;14;6;2;2
2019-10-20 06:30:00;4;3;1;2;0;11;3;0;0
2019-10-20 06:45:00;4;7;7;1;0;14;6;1;1
2019-10-20 07:00:00;6;9;8;4;1;17;9;1;2
2019-10-20 07:15:00;10;9;7;3;0;17;7;0;0
2019-10-20 07:30:00;9;12;11;4;2;14;15;2;3
2019-10-20 07:45:00;17;9;8;2;1;40;15;3;7
2019-10-20 08:00:00;17;10;14;4;0;26;13;8;8
2019-10-20 08:15:00;22;12;18;6;0;36;18;0;4
2019-10-20 08:30:00;32;23;25;5;2;41;23;5;9
2019-10-20 08:45:00;35;31;30;6;3;61;34;5;5
2019-10-20 09:00:00;34;20;23;2;6;59;33;8;8
2019-10-20 09:15:00;41;52;44;11;3;68;51;7;9
2019-10-20 09:30:00;42;47;42;11;9;72;50;0;6
2019-10-20 09:45:00;59;50;40;10;10;77;39;8;10
2019-10-20 10:00:00;48;49;38;14;9;66;41;3;7
2019-10-20 10:15:00;44;52;36;13;8;89;54;2;6
2019-10-20 10:30:00;59;53;53;11;9;83;67;6;12
2019-10-20 10:45:00;53;52;57;12;9;64;53;7;8
2019-10-20 11:00:00;70;61;56;12;9;85;40;4;8
2019-10-20 11:15:00;54;49;59;17;10;78;55;10;19
2019-10-20 11:30:00;76;74;62;21;11;88;69;7;16
2019-10-20 11:45:00;63;78;59;12;10;73;61;7;10
2019-10-20 12:00:00;80;80;63;15;9;73;87;10;21
2019-10-20 12:15:00;64;82;57;19;14;77;52;6;13
2019-10-20 12:30:00;61;61;56;15;9;69;50;9;12
2019-10-20 12:45:00;69;80;52;20;8;84;48;7;10
2019-10-20 13:00:00;67;55;50;5;10;77;56;9;13
2019-10-20 13:15:00;74;72;63;19;10;83;71;8;13
2019-10-20 13:30:00;72;71;57;17;12;59;48;9;55
2019-10-20 13:45:00;74;88;51;8;10;80;52;6;9
2019-10-20 14:00:00;77;79;50;15;11;74;48;4;6
2019-10-20 14:15:00;91;105;51;16;12;77;59;15;19
2019-10-20 14:30:00;96;92;76;18;12;81;59;62;19
2019-10-20 14:45:00;92;94;55;16;9;76;58;11;23
2019-10-20 15:00:00;85;113;62;22;12;70;49;8;17
2019-10-20 15:15:00;124;104;72;18;13;72;60;12;16
2019-10-20 15:30:00;105;99;70;19;8;88;67;14;18
2019-10-20 15:45:00;120;115;60;23;13;83;46;16;25
2019-10-20 16:00:00;91;97;63;21;10;92;80;11;14
2019-10-20 16:15:00;92;99;59;17;6;75;57;12;18
2019-10-20 16:30:00;70;103;68;26;11;66;68;9;17
2019-10-20 16:45:00;80;85;55;21;12;82;52;9;64
2019-10-20 17:00:00;77;69;47;22;11;82;55;7;15
2019-10-20 17:15:00;87;96;80;16;10;88;70;7;41
2019-10-20 17:30:00;91;126;77;39;9;86;57;8;15
2019-10-20 17:45:00;86;106;70;18;11;78;52;12;14
2019-10-20 18:00:00;77;82;87;21;8;79;50;10;6
2019-10-20 18:15:00;79;100;56;26;11;66;49;5;10
2019-10-20 18:30:00;76;103;66;24;7;64;75;12;23
2019-10-20 18:45:00;82;94;101;30;11;150;138;27;56
2019-10-20 19:00:00;73;86;91;25;8;99;100;13;23
2019-10-20 19:15:00;84;80;64;17;5;85;69;5;10
2019-10-20 19:30:00;71;74;64;15;2;59;49;7;15
2019-10-20 19:45:00;80;82;74;23;12;69;52;8;14
2019-10-20 20:00:00;52;65;52;24;5;65;38;6;10
2019-10-20 20:15:00;57;61;46;16;1;45;37;4;6
2019-10-20 20:30:00;55;55;51;17;3;38;30;6;10
2019-10-20 20:45:00;55;46;35;14;6;34;27;1;1
2019-10-20 21:00:00;57;32;31;6;1;43;24;3;6
2019-10-20 21:15:00;32;40;32;8;3;34;21;4;5
2019-10-20 21:30:00;45;42;21;5;3;38;30;6;13
2019-10-20 21:45:00;37;35;23;9;3;23;8;1;4
2019-10-20 22:00:00;38;38;30;10;7;33;25;5;6
2019-10-20 22:15:00;38;28;23;10;5;27;17;1;3
2019-10-20 22:30:00;25;30;24;8;1;26;19;4;5
2019-10-20 22:45:00;18;12;14;3;0;13;15;1;4
2019-10-20 23:00:00;19;16;15;5;3;15;10;1;2
2019-10-20 23:15:00;16;14;16;5;0;20;15;0;1
2019-10-20 23:30:00;14;15;17;6;1;7;12;3;4
2019-10-20 23:45:00;6;20;15;6;2;14;8;0;3
