DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-02-10 00:00:00;4;0;2;0;0;0
2020-02-10 00:15:00;4;0;3;0;0;0
2020-02-10 00:30:00;4;0;4;0;0;0
2020-02-10 00:45:00;1;0;2;0;0;0
2020-02-10 01:00:00;1;0;2;0;0;0
2020-02-10 01:15:00;3;0;1;0;0;0
2020-02-10 01:30:00;0;0;0;0;0;0
2020-02-10 01:45:00;2;0;0;0;0;0
2020-02-10 02:00:00;1;0;1;0;0;0
2020-02-10 02:15:00;0;0;0;0;0;0
2020-02-10 02:30:00;0;0;1;0;0;0
2020-02-10 02:45:00;1;0;0;0;0;0
2020-02-10 03:00:00;2;0;1;0;0;0
2020-02-10 03:15:00;4;0;1;0;0;0
2020-02-10 03:30:00;4;0;2;0;0;0
2020-02-10 03:45:00;1;0;5;0;0;0
2020-02-10 04:00:00;3;1;5;0;0;0
2020-02-10 04:15:00;7;1;7;0;0;0
2020-02-10 04:30:00;8;1;23;0;0;0
2020-02-10 04:45:00;9;8;37;0;0;0
2020-02-10 05:00:00;28;16;104;1;1;6
2020-02-10 05:15:00;61;29;210;1;8;10
2020-02-10 05:30:00;69;49;160;1;8;8
2020-02-10 05:45:00;66;35;122;4;12;3
2020-02-10 06:00:00;70;14;88;8;5;16
2020-02-10 06:15:00;87;22;145;4;12;7
2020-02-10 06:30:00;112;27;198;11;10;3
2020-02-10 06:45:00;108;26;165;6;6;5
2020-02-10 07:00:00;104;19;135;3;6;15
2020-02-10 07:15:00;101;14;187;2;1;14
2020-02-10 07:30:00;106;10;185;6;4;10
2020-02-10 07:45:00;121;13;179;6;5;9
2020-02-10 08:00:00;90;12;167;4;5;4
2020-02-10 08:15:00;79;9;111;3;0;2
2020-02-10 08:30:00;81;11;72;2;0;4
2020-02-10 08:45:00;56;1;60;2;0;1
2020-02-10 09:00:00;55;1;61;2;0;1
2020-02-10 09:15:00;54;4;65;3;0;1
2020-02-10 09:30:00;43;2;49;0;1;0
2020-02-10 09:45:00;42;4;52;1;0;2
2020-02-10 10:00:00;62;1;49;3;0;0
2020-02-10 10:15:00;43;1;61;1;1;1
2020-02-10 10:30:00;50;3;44;2;0;0
2020-02-10 10:45:00;49;1;44;2;0;1
2020-02-10 11:00:00;44;0;41;1;0;0
2020-02-10 11:15:00;44;0;41;2;0;2
2020-02-10 11:30:00;63;3;57;4;1;2
2020-02-10 11:45:00;66;2;63;3;1;0
2020-02-10 12:00:00;75;4;52;8;0;4
2020-02-10 12:15:00;57;6;63;5;0;6
2020-02-10 12:30:00;51;4;50;5;1;16
2020-02-10 12:45:00;71;10;77;3;3;4
2020-02-10 13:00:00;67;38;104;6;2;15
2020-02-10 13:15:00;63;64;155;5;5;116
2020-02-10 13:30:00;112;80;183;5;3;20
2020-02-10 13:45:00;99;38;120;18;3;11
2020-02-10 14:00:00;105;12;88;68;20;15
2020-02-10 14:15:00;122;4;91;148;9;25
2020-02-10 14:30:00;124;5;71;46;8;6
2020-02-10 14:45:00;89;0;72;39;18;7
2020-02-10 15:00:00;109;0;81;47;28;8
2020-02-10 15:15:00;176;4;90;40;4;6
2020-02-10 15:30:00;127;3;69;31;7;12
2020-02-10 15:45:00;116;2;82;30;9;8
2020-02-10 16:00:00;143;3;126;21;6;7
2020-02-10 16:15:00;157;1;134;19;3;4
2020-02-10 16:30:00;108;3;79;20;7;8
2020-02-10 16:45:00;
2020-02-10 17:00:00;
2020-02-10 17:15:00;32;0;14;1;0;0
2020-02-10 17:30:00;145;2;60;15;1;3
2020-02-10 17:45:00;72;0;64;5;0;1
2020-02-10 18:00:00;76;1;53;10;1;0
2020-02-10 18:15:00;72;0;58;6;0;6
2020-02-10 18:30:00;44;0;51;9;0;1
2020-02-10 18:45:00;65;1;43;4;0;0
2020-02-10 19:00:00;42;1;51;7;0;1
2020-02-10 19:15:00;41;0;28;1;0;0
2020-02-10 19:30:00;33;0;37;1;0;0
2020-02-10 19:45:00;29;1;20;2;0;1
2020-02-10 20:00:00;38;0;15;3;1;0
2020-02-10 20:15:00;28;0;29;1;0;1
2020-02-10 20:30:00;25;5;33;0;1;0
2020-02-10 20:45:00;25;2;47;5;1;1
2020-02-10 21:00:00;34;15;114;1;10;3
2020-02-10 21:15:00;32;33;150;0;18;5
2020-02-10 21:30:00;32;14;106;27;9;11
2020-02-10 21:45:00;70;5;67;113;9;14
2020-02-10 22:00:00;98;4;39;158;6;11
2020-02-10 22:15:00;36;0;17;40;0;6
2020-02-10 22:30:00;26;0;6;10;0;0
2020-02-10 22:45:00;12;1;18;1;0;1
2020-02-10 23:00:00;11;0;6;1;0;1
2020-02-10 23:15:00;16;1;5;1;0;0
2020-02-10 23:30:00;7;1;10;0;0;0
2020-02-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
