DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-07-16 00:00:00;0;13;1;3;1;0;10;7;0;0
2020-07-16 00:15:00;0;13;0;0;5;2;15;9;0;0
2020-07-16 00:30:00;0;12;0;0;1;1;13;5;0;0
2020-07-16 00:45:00;0;7;0;0;0;3;11;10;1;1
2020-07-16 01:00:00;0;11;0;0;0;0;10;4;0;0
2020-07-16 01:15:00;0;3;0;1;0;4;9;3;0;0
2020-07-16 01:30:00;0;10;0;0;0;0;7;3;0;0
2020-07-16 01:45:00;0;7;0;0;0;0;6;0;0;0
2020-07-16 02:00:00;0;16;0;0;0;3;12;2;0;0
2020-07-16 02:15:00;0;9;1;1;1;2;6;2;0;0
2020-07-16 02:30:00;0;7;0;0;0;2;10;4;0;0
2020-07-16 02:45:00;0;6;0;0;0;0;2;0;0;0
2020-07-16 03:00:00;0;4;0;0;0;0;5;1;1;0
2020-07-16 03:15:00;0;6;0;0;1;0;10;4;0;0
2020-07-16 03:30:00;0;11;0;0;0;2;10;2;1;0
2020-07-16 03:45:00;0;3;0;1;0;2;7;0;0;0
2020-07-16 04:00:00;0;10;1;2;0;3;9;3;0;0
2020-07-16 04:15:00;0;10;0;0;0;2;8;5;1;1
2020-07-16 04:30:00;0;23;0;1;2;17;9;12;1;0
2020-07-16 04:45:00;0;20;1;2;0;20;29;9;3;2
2020-07-16 05:00:00;0;35;0;5;0;68;69;57;1;1
2020-07-16 05:15:00;0;43;1;2;2;175;86;104;6;9
2020-07-16 05:30:00;0;51;5;4;11;178;82;111;9;12
2020-07-16 05:45:00;0;103;17;50;59;139;49;85;18;25
2020-07-16 06:00:00;0;139;29;52;54;115;61;93;10;13
2020-07-16 06:15:00;0;111;10;20;24;150;62;110;12;22
2020-07-16 06:30:00;0;115;4;5;5;207;81;158;23;30
2020-07-16 06:45:00;0;104;3;7;10;203;68;124;24;38
2020-07-16 07:00:00;0;86;6;15;10;183;72;160;19;26
2020-07-16 07:15:00;0;106;17;16;10;160;87;191;28;30
2020-07-16 07:30:00;0;110;5;17;16;186;94;191;13;17
2020-07-16 07:45:00;0;114;10;13;12;173;76;171;23;24
2020-07-16 08:00:00;0;119;6;13;3;161;85;156;11;10
2020-07-16 08:15:00;0;115;5;13;12;127;71;146;12;12
2020-07-16 08:30:00;0;105;6;11;15;127;88;158;9;14
2020-07-16 08:45:00;0;91;3;11;14;98;82;150;5;9
2020-07-16 09:00:00;0;88;7;11;9;65;71;121;13;8
2020-07-16 09:15:00;0;84;11;15;12;64;76;103;8;6
2020-07-16 09:30:00;0;104;12;8;10;55;77;130;9;4
2020-07-16 09:45:00;0;112;8;21;19;48;73;113;12;5
2020-07-16 10:00:00;0;90;10;15;15;47;86;127;10;9
2020-07-16 10:15:00;0;98;9;15;7;44;68;100;7;6
2020-07-16 10:30:00;0;119;18;10;16;47;92;122;16;8
2020-07-16 10:45:00;0;130;12;15;15;39;89;129;11;6
2020-07-16 11:00:00;0;102;10;11;15;25;85;113;10;5
2020-07-16 11:15:00;0;126;5;14;20;38;75;122;6;4
2020-07-16 11:30:00;0;139;16;16;15;40;99;131;14;11
2020-07-16 11:45:00;0;124;7;14;11;52;83;134;16;6
2020-07-16 12:00:00;0;132;13;27;23;48;79;126;11;6
2020-07-16 12:15:00;0;128;12;16;35;53;73;124;14;7
2020-07-16 12:30:00;0;123;6;24;27;51;76;113;11;7
2020-07-16 12:45:00;0;131;8;17;25;51;83;113;8;4
