DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-09-16 00:00:00;1;1;0;0;0;2;0;0
2019-09-16 00:15:00;1;0;0;0;1;0;0;0
2019-09-16 00:30:00;0;1;0;0;1;1;0;0
2019-09-16 00:45:00;5;0;0;0;1;2;0;0
2019-09-16 01:00:00;1;1;0;0;1;2;0;0
2019-09-16 01:15:00;1;1;0;0;2;3;0;0
2019-09-16 01:30:00;2;1;0;0;1;3;0;0
2019-09-16 01:45:00;0;1;0;0;1;0;0;0
2019-09-16 02:00:00;0;1;0;0;1;0;0;0
2019-09-16 02:15:00;0;1;0;0;1;1;0;0
2019-09-16 02:30:00;0;1;0;0;1;0;0;0
2019-09-16 02:45:00;0;0;0;0;0;0;0;0
2019-09-16 03:00:00;0;2;0;0;3;3;0;0
2019-09-16 03:15:00;0;1;0;0;1;2;0;0
2019-09-16 03:30:00;1;1;0;0;1;1;0;0
2019-09-16 03:45:00;1;3;0;0;2;1;0;0
2019-09-16 04:00:00;0;3;0;0;2;0;0;0
2019-09-16 04:15:00;0;2;0;0;3;2;0;0
2019-09-16 04:30:00;2;4;1;0;8;14;0;0
2019-09-16 04:45:00;3;2;0;0;9;22;0;0
2019-09-16 05:00:00;4;16;0;0;30;33;5;0
2019-09-16 05:15:00;9;22;0;0;84;129;17;0
2019-09-16 05:30:00;21;34;3;0;111;135;21;0
2019-09-16 05:45:00;12;36;3;0;65;76;21;0
2019-09-16 06:00:00;17;45;1;0;37;24;14;0
2019-09-16 06:15:00;17;37;7;0;52;52;9;5
2019-09-16 06:30:00;34;74;0;0;75;63;19;1
2019-09-16 06:45:00;31;54;1;0;81;78;13;0
2019-09-16 07:00:00;32;59;7;0;62;64;12;0
2019-09-16 07:15:00;51;82;5;0;63;72;22;6
2019-09-16 07:30:00;34;73;6;0;79;62;14;0
2019-09-16 07:45:00;45;65;5;0;62;69;13;2
2019-09-16 08:00:00;47;60;8;0;66;65;13;1
2019-09-16 08:15:00;44;78;12;0;57;69;24;0
2019-09-16 08:30:00;39;59;11;0;59;44;14;2
2019-09-16 08:45:00;29;55;10;0;49;52;10;7
2019-09-16 09:00:00;26;45;11;0;46;40;18;2
2019-09-16 09:15:00;35;41;13;0;37;39;3;2
2019-09-16 09:30:00;25;56;13;0;38;28;6;3
2019-09-16 09:45:00;24;41;6;0;37;32;16;5
2019-09-16 10:00:00;24;45;13;0;38;30;0;4
2019-09-16 10:15:00;24;40;6;0;48;38;5;3
2019-09-16 10:30:00;22;33;10;0;36;28;21;3
2019-09-16 10:45:00;25;50;15;0;36;33;9;6
2019-09-16 11:00:00;18;48;14;0;35;27;6;1
2019-09-16 11:15:00;34;40;12;0;52;26;19;6
2019-09-16 11:30:00;21;47;15;0;55;25;17;12
2019-09-16 11:45:00;26;42;12;0;49;27;3;5
