DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-09-11 00:00:00;0;8;3;0;1;4;0;1;5;1;23;0;0;0;0;0;0
2020-09-11 00:15:00;1;8;4;0;0;11;0;0;9;0;1;2;0;0;0;0;0
2020-09-11 00:30:00;0;5;4;1;0;8;1;0;7;1;256;0;0;0;0;0;0
2020-09-11 00:45:00;2;3;4;0;0;8;0;0;7;0;3;1;0;0;0;0;0
2020-09-11 01:00:00;0;5;3;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-09-11 01:15:00;3;2;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-09-11 01:30:00;0;2;5;0;0;8;0;0;5;0;541;3;0;0;0;0;0
2020-09-11 01:45:00;0;2;1;0;0;2;0;0;2;0;6;0;0;0;0;0;0
2020-09-11 02:00:00;0;1;2;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-09-11 02:15:00;0;1;0;0;0;2;0;0;3;0;0;1;0;0;0;0;0
2020-09-11 02:30:00;0;9;1;0;0;6;0;0;5;0;0;0;0;0;0;0;0
2020-09-11 02:45:00;0;4;1;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-09-11 03:00:00;1;8;2;0;0;3;0;0;2;1;0;0;0;0;0;0;0
2020-09-11 03:15:00;1;2;1;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-09-11 03:30:00;1;5;1;0;0;3;0;0;3;1;1;0;0;0;0;0;0
2020-09-11 03:45:00;0;7;2;1;1;3;1;0;4;0;0;0;0;0;0;0;0
2020-09-11 04:00:00;0;3;1;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-09-11 04:15:00;4;7;1;1;1;4;1;0;5;2;0;2;0;0;0;0;0
2020-09-11 04:30:00;0;5;0;0;0;4;0;0;4;0;0;1;0;0;0;0;0
2020-09-11 04:45:00;0;16;5;0;0;10;0;0;8;0;0;2;0;0;0;0;0
2020-09-11 05:00:00;4;12;4;0;0;6;0;0;5;0;0;5;0;0;0;0;0
2020-09-11 05:15:00;2;13;8;1;1;11;1;0;12;1;0;4;0;0;0;0;0
2020-09-11 05:30:00;8;32;11;2;0;18;3;0;17;3;0;5;0;0;0;0;0
2020-09-11 05:45:00;15;28;12;3;1;31;3;1;31;5;1;6;0;0;0;0;0
2020-09-11 06:00:00;11;38;8;5;0;35;6;0;33;2;3;10;0;0;0;0;0
2020-09-11 06:15:00;16;32;20;1;1;52;1;1;52;2;3;3;0;0;0;0;0
2020-09-11 06:30:00;9;52;28;5;6;70;5;1;65;5;2;3;0;0;0;0;0
2020-09-11 06:45:00;5;42;33;4;4;101;4;2;102;4;7;8;0;0;0;0;0
2020-09-11 07:00:00;7;49;28;6;3;104;7;2;101;8;2;7;1;0;0;0;0
2020-09-11 07:15:00;10;59;28;3;2;123;4;2;118;4;1;6;0;0;0;0;0
2020-09-11 07:30:00;9;62;51;4;5;111;4;4;112;6;6;12;0;0;0;0;0
2020-09-11 07:45:00;14;58;48;7;3;104;7;1;105;9;7;12;0;0;0;0;0
2020-09-11 08:00:00;8;52;47;3;2;61;3;1;64;5;14;10;0;0;0;0;0
2020-09-11 08:15:00;10;62;35;5;3;73;6;1;70;6;6;8;0;0;0;0;0
2020-09-11 08:30:00;12;57;24;4;2;70;8;0;67;4;7;7;0;0;0;0;0
2020-09-11 08:45:00;6;55;41;3;5;69;13;6;72;5;6;8;1;0;0;0;0
2020-09-11 09:00:00;4;53;34;2;0;54;2;0;56;2;5;5;3;0;0;0;0
2020-09-11 09:15:00;8;66;38;6;2;65;5;1;73;2;2;9;0;0;0;0;0
2020-09-11 09:30:00;16;76;48;3;2;44;3;2;47;4;4;8;1;0;0;0;0
2020-09-11 09:45:00;8;78;64;4;0;48;4;0;50;4;4;7;0;0;0;0;0
2020-09-11 10:00:00;8;67;46;2;2;46;3;1;49;1;6;10;2;0;0;0;0
2020-09-11 10:15:00;10;66;51;1;2;50;2;3;46;1;5;6;0;0;0;0;0
2020-09-11 10:30:00;14;89;48;4;1;32;3;1;36;2;13;11;0;0;0;0;0
2020-09-11 10:45:00;2;80;52;0;0;49;0;0;51;0;7;15;0;0;0;0;0
2020-09-11 11:00:00;7;109;68;2;3;46;4;3;45;4;13;12;0;0;0;0;0
2020-09-11 11:15:00;11;96;62;2;0;35;2;0;38;1;12;10;0;0;0;0;0
2020-09-11 11:30:00;14;98;50;5;2;53;6;0;53;6;7;7;0;0;0;0;0
2020-09-11 11:45:00;12;96;73;3;1;58;2;0;63;0;275;13;0;0;0;0;0
2020-09-11 12:00:00;21;130;99;4;2;46;6;2;49;4;10;21;0;0;0;0;0
2020-09-11 12:15:00;13;118;70;4;3;45;4;0;47;3;20;10;0;0;0;0;0
2020-09-11 12:30:00;15;96;74;2;0;42;2;0;43;0;12;5;0;0;0;0;0
2020-09-11 12:45:00;15;103;74;4;1;46;4;1;47;3;11;11;0;0;0;0;0
2020-09-11 13:00:00;9;122;74;3;1;43;4;0;43;4;15;10;0;0;0;0;0
2020-09-11 13:15:00;18;136;87;3;1;63;3;1;62;3;13;11;0;0;0;0;0
2020-09-11 13:30:00;14;94;71;2;4;39;1;5;39;6;11;6;0;0;0;0;0
2020-09-11 13:45:00;14;88;74;4;0;41;6;0;41;9;8;7;0;0;0;0;0
2020-09-11 14:00:00;32;102;80;4;7;59;6;3;60;3;15;11;1;0;0;0;0
2020-09-11 14:15:00;14;124;76;7;259;53;11;6;62;9;11;12;1;0;0;0;0
2020-09-11 14:30:00;13;105;71;7;2;57;7;1;63;2;6;8;0;0;0;0;0
2020-09-11 14:45:00;13;107;79;3;2;49;5;1;52;7;5;6;0;0;0;0;0
2020-09-11 15:00:00;16;120;88;2;1;67;3;1;63;2;8;10;256;0;0;0;0
2020-09-11 15:15:00;15;124;87;7;1;37;6;2;45;4;10;13;1;0;0;0;0
2020-09-11 15:30:00;13;118;88;3;6;58;4;4;61;5;3;16;0;0;0;0;0
2020-09-11 15:45:00;15;117;74;4;4;56;5;2;56;3;9;9;0;0;0;0;0
2020-09-11 16:00:00;12;127;83;10;3;54;8;1;62;4;7;12;4;0;0;0;0
2020-09-11 16:15:00;19;113;103;9;7;58;11;6;65;6;11;9;1;0;0;0;0
