DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-01-02 00:00:00;12;1;0;5;0;11;1;0;0
2020-01-02 00:15:00;5;1;0;7;0;13;1;0;0
2020-01-02 00:30:00;4;1;0;4;0;12;1;0;0
2020-01-02 00:45:00;6;0;0;3;0;14;1;0;0
2020-01-02 01:00:00;2;0;0;3;0;12;0;0;0
2020-01-02 01:15:00;3;2;0;5;0;14;1;0;0
2020-01-02 01:30:00;1;0;0;3;0;12;1;0;0
2020-01-02 01:45:00;4;2;0;1;0;14;1;0;0
2020-01-02 02:00:00;4;1;0;0;0;12;1;0;0
2020-01-02 02:15:00;1;0;0;1;0;13;0;0;0
2020-01-02 02:30:00;0;0;0;2;0;12;1;0;0
2020-01-02 02:45:00;6;2;0;3;0;14;1;0;0
2020-01-02 03:00:00;6;2;0;3;0;12;1;0;0
2020-01-02 03:15:00;3;1;0;1;0;14;1;0;0
2020-01-02 03:30:00;6;3;0;2;0;12;0;0;0
2020-01-02 03:45:00;1;0;0;4;0;13;1;0;0
2020-01-02 04:00:00;0;0;0;4;0;12;1;0;0
2020-01-02 04:15:00;7;2;0;6;0;14;1;0;0
2020-01-02 04:30:00;5;0;0;8;0;12;1;0;0
2020-01-02 04:45:00;7;2;1;12;0;14;0;0;0
2020-01-02 05:00:00;7;2;0;18;0;9;1;0;0
2020-01-02 05:15:00;9;4;0;27;0;10;1;0;0
2020-01-02 05:30:00;30;7;1;25;0;10;0;0;0
2020-01-02 05:45:00;35;5;0;40;0;10;1;0;0
2020-01-02 06:00:00;15;7;0;25;0;10;0;0;0
2020-01-02 06:15:00;19;8;1;42;0;10;1;0;0
2020-01-02 06:30:00;34;1;3;40;0;10;1;0;0
2020-01-02 06:45:00;17;7;1;68;0;10;0;0;0
2020-01-02 07:00:00;24;6;0;41;0;10;1;0;0
2020-01-02 07:15:00;16;10;0;58;0;10;1;0;0
2020-01-02 07:30:00;13;9;4;58;0;10;0;0;0
2020-01-02 07:45:00;24;10;4;53;2;10;1;0;0
2020-01-02 08:00:00;30;4;4;64;0;10;0;0;0
2020-01-02 08:15:00;29;12;4;57;0;10;1;0;0
2020-01-02 08:30:00;36;14;8;66;0;10;1;0;0
2020-01-02 08:45:00;38;11;6;60;1;10;0;0;0
2020-01-02 09:00:00;45;6;7;52;0;13;1;0;0
2020-01-02 09:15:00;39;9;8;66;1;13;1;0;0
2020-01-02 09:30:00;59;17;5;106;4;12;0;0;0
2020-01-02 09:45:00;48;10;5;98;2;13;1;0;0
2020-01-02 10:00:00;44;10;11;94;0;13;1;0;0
2020-01-02 10:15:00;57;7;17;80;0;13;0;0;0
2020-01-02 10:30:00;78;12;10;109;10;13;1;0;0
2020-01-02 10:45:00;65;16;15;101;0;13;1;0;0
2020-01-02 11:00:00;84;17;14;110;6;13;1;0;0
2020-01-02 11:15:00;68;12;15;105;6;12;0;0;0
2020-01-02 11:30:00;88;8;18;97;0;13;1;0;0
2020-01-02 11:45:00;83;16;15;104;0;13;0;0;0
2020-01-02 12:00:00;93;16;17;86;0;13;1;0;0
2020-01-02 12:15:00;86;13;11;88;0;13;1;0;0
2020-01-02 12:30:00;79;11;11;90;1;13;1;0;0
2020-01-02 12:45:00;82;14;11;75;0;13;0;0;0
2020-01-02 13:00:00;77;9;12;74;0;12;1;0;0
2020-01-02 13:15:00;81;11;14;91;0;10;1;0;0
2020-01-02 13:30:00;95;20;14;117;4;10;0;0;0
2020-01-02 13:45:00;94;8;15;114;2;10;1;0;0
2020-01-02 14:00:00;76;7;9;82;0;10;1;0;0
2020-01-02 14:15:00;108;11;14;112;0;10;0;0;0
2020-01-02 14:30:00;93;12;17;131;0;10;1;0;0
2020-01-02 14:45:00;86;11;16;101;2;10;1;0;0
2020-01-02 15:00:00;108;8;19;93;1;10;0;0;0
2020-01-02 15:15:00;79;12;18;113;0;10;1;0;0
2020-01-02 15:30:00;109;7;18;94;1;10;0;0;0
2020-01-02 15:45:00;108;19;23;91;2;10;1;0;0
2020-01-02 16:00:00;111;12;21;97;0;10;1;0;0
2020-01-02 16:15:00;81;7;14;88;0;10;0;0;0
2020-01-02 16:30:00;109;13;13;79;0;10;1;0;0
2020-01-02 16:45:00;97;17;17;75;6;10;1;0;0
2020-01-02 17:00:00;104;10;13;76;1;10;0;0;0
2020-01-02 17:15:00;104;12;13;98;0;10;1;0;0
2020-01-02 17:30:00;92;11;9;85;0;10;0;0;0
2020-01-02 17:45:00;89;5;13;67;0;10;1;0;0
2020-01-02 18:00:00;68;8;7;73;3;10;1;0;0
2020-01-02 18:15:00;79;10;6;63;0;10;0;0;0
2020-01-02 18:30:00;70;5;7;48;0;10;1;0;0
2020-01-02 18:45:00;70;5;7;44;0;10;1;0;0
2020-01-02 19:00:00;59;5;9;44;0;10;0;0;0
2020-01-02 19:15:00;58;8;4;48;0;10;1;0;0
2020-01-02 19:30:00;44;5;2;35;0;10;0;0;0
2020-01-02 19:45:00;52;9;1;43;0;10;1;0;0
2020-01-02 20:00:00;55;3;2;32;0;12;1;0;0
2020-01-02 20:15:00;46;2;0;34;0;13;1;0;0
2020-01-02 20:30:00;46;2;1;30;0;12;0;0;0
2020-01-02 20:45:00;45;5;0;31;0;14;1;0;0
2020-01-02 21:00:00;31;2;0;29;0;12;1;0;0
2020-01-02 21:15:00;16;3;0;29;0;13;1;0;0
2020-01-02 21:30:00;30;4;0;37;0;12;0;0;0
2020-01-02 21:45:00;38;8;0;37;0;14;1;0;0
2020-01-02 22:00:00;26;5;0;28;0;9;1;0;0
2020-01-02 22:15:00;33;3;0;19;0;11;0;0;0
2020-01-02 22:30:00;19;3;0;14;0;9;1;0;0
2020-01-02 22:45:00;26;1;0;14;0;14;1;0;0
2020-01-02 23:00:00;20;2;1;7;0;12;1;0;0
2020-01-02 23:15:00;9;1;0;13;0;13;0;0;0
2020-01-02 23:30:00;11;4;0;11;0;12;1;0;0
2020-01-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
