DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-01-05 00:00:00;8;7;13;7;8;7;2;2;5;4;0;0;0;0
2020-01-05 00:15:00;11;10;24;5;18;19;14;2;5;1;0;0;0;0
2020-01-05 00:30:00;11;7;26;5;14;14;7;4;9;7;0;0;0;0
2020-01-05 00:45:00;6;8;17;5;9;9;1;2;10;13;0;0;0;0
2020-01-05 01:00:00;11;9;14;3;8;13;5;1;7;6;0;0;0;0
2020-01-05 01:15:00;9;4;10;4;17;6;10;3;7;6;0;0;0;0
2020-01-05 01:30:00;2;8;13;4;13;10;5;1;6;7;0;0;0;0
2020-01-05 01:45:00;9;4;11;0;6;8;4;0;4;4;0;0;0;0
2020-01-05 02:00:00;3;6;20;3;9;7;4;1;4;6;0;0;0;0
2020-01-05 02:15:00;5;3;16;4;7;4;3;0;2;2;0;0;0;0
2020-01-05 02:30:00;8;4;15;6;7;4;2;0;3;2;0;0;0;0
2020-01-05 02:45:00;6;4;13;3;8;5;5;1;4;0;0;0;0;0
2020-01-05 03:00:00;5;4;9;3;6;4;7;3;2;3;0;0;0;0
2020-01-05 03:15:00;6;3;9;4;8;9;2;0;2;3;0;0;0;0
2020-01-05 03:30:00;3;1;5;1;3;5;1;0;2;4;0;0;0;0
2020-01-05 03:45:00;5;3;10;0;4;4;1;0;0;4;0;0;0;0
2020-01-05 04:00:00;4;6;10;0;3;1;1;1;4;4;0;0;0;0
2020-01-05 04:15:00;6;5;7;2;5;3;0;0;0;3;0;0;0;0
2020-01-05 04:30:00;2;5;7;1;3;5;1;0;1;0;0;0;0;0
2020-01-05 04:45:00;6;6;12;0;3;4;2;0;3;2;0;0;0;0
2020-01-05 05:00:00;4;3;13;0;8;8;1;0;3;4;0;0;0;0
2020-01-05 05:15:00;3;6;13;3;5;2;7;1;2;5;0;0;0;0
2020-01-05 05:30:00;4;7;11;2;5;9;7;2;2;4;0;0;0;0
2020-01-05 05:45:00;9;7;10;1;5;4;2;1;7;5;0;0;0;0
2020-01-05 06:00:00;2;4;7;1;8;5;6;1;4;3;0;0;0;0
2020-01-05 06:15:00;3;4;9;1;7;8;3;2;4;3;0;0;0;0
2020-01-05 06:30:00;2;1;12;3;5;10;7;2;1;5;0;0;0;0
2020-01-05 06:45:00;7;4;10;2;5;9;4;0;3;4;0;0;0;0
2020-01-05 07:00:00;5;2;7;0;6;4;3;1;4;4;0;0;0;0
2020-01-05 07:15:00;7;9;9;0;5;4;0;3;1;2;0;0;0;0
2020-01-05 07:30:00;5;4;15;1;11;4;6;1;5;7;0;0;0;0
2020-01-05 07:45:00;8;6;10;2;9;7;8;1;4;5;0;0;0;0
2020-01-05 08:00:00;4;6;21;9;14;5;3;0;2;8;0;0;0;0
2020-01-05 08:15:00;8;10;11;2;16;8;5;0;7;4;0;0;0;0
2020-01-05 08:30:00;8;6;13;2;12;10;8;3;10;11;0;0;0;0
2020-01-05 08:45:00;29;11;20;8;22;11;8;3;9;12;0;0;0;0
2020-01-05 09:00:00;22;10;33;10;14;19;13;3;10;10;0;0;0;0
2020-01-05 09:15:00;29;10;35;15;17;14;11;2;16;17;0;0;0;0
2020-01-05 09:30:00;18;17;38;17;26;18;20;6;13;19;0;0;0;0
2020-01-05 09:45:00;27;17;46;18;39;33;15;3;13;20;0;0;0;0
2020-01-05 10:00:00;25;16;45;16;30;15;14;3;24;15;0;0;0;0
2020-01-05 10:15:00;30;21;41;18;34;29;14;4;26;20;0;0;0;0
