DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2019-08-15 00:00:00;0;4;0;5;3;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2019-08-15 00:15:00;0;6;0;4;6;1;4;0;1;1;1;0;2;0;0;0;0;0;0;0
2019-08-15 00:30:00;0;10;0;10;2;0;0;2;2;1;0;0;1;0;0;0;0;0;0;0
2019-08-15 00:45:00;0;15;0;1;2;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2019-08-15 01:00:00;0;5;0;7;4;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0
2019-08-15 01:15:00;1;5;0;8;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 01:30:00;1;5;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 01:45:00;0;10;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 02:00:00;0;5;0;4;6;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0
2019-08-15 02:15:00;0;8;0;6;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2019-08-15 02:30:00;0;6;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2019-08-15 02:45:00;0;6;0;1;4;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0
2019-08-15 03:00:00;0;6;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 03:15:00;0;8;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 03:30:00;0;5;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 03:45:00;1;2;0;2;3;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0
2019-08-15 04:00:00;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 04:15:00;1;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 04:30:00;3;2;0;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 04:45:00;0;4;2;4;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2019-08-15 05:00:00;0;6;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 05:15:00;0;7;0;4;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2019-08-15 05:30:00;4;6;1;4;3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2019-08-15 05:45:00;3;10;1;2;3;5;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2019-08-15 06:00:00;1;10;0;9;3;0;0;4;2;4;2;0;4;2;0;0;0;0;0;0
2019-08-15 06:15:00;0;10;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 06:30:00;1;6;0;1;4;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0
2019-08-15 06:45:00;1;6;0;3;6;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 07:00:00;0;11;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-08-15 07:15:00;1;5;2;3;9;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0
2019-08-15 07:30:00;1;12;0;4;6;0;0;1;1;1;0;0;1;0;0;0;0;5;0;0
2019-08-15 07:45:00;2;13;1;7;1;2;1;0;0;0;0;0;0;0;0;0;0;4;0;0
2019-08-15 08:00:00;2;7;1;9;2;0;1;0;2;1;0;1;1;0;0;0;0;0;0;0
2019-08-15 08:15:00;11;19;3;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
