DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-06-06 00:00:00;9;1;0;8;0;9;0;0;0
2020-06-06 00:15:00;7;1;0;15;0;14;1;0;0
2020-06-06 00:30:00;14;3;1;10;0;12;1;0;0
2020-06-06 00:45:00;13;1;0;5;0;13;1;0;0
2020-06-06 01:00:00;8;2;1;10;0;12;1;0;0
2020-06-06 01:15:00;11;0;0;8;0;14;0;0;0
2020-06-06 01:30:00;10;2;0;6;0;12;1;0;0
2020-06-06 01:45:00;8;0;0;8;0;14;1;0;0
2020-06-06 02:00:00;7;1;0;7;0;12;1;0;0
2020-06-06 02:15:00;7;3;0;5;0;14;1;0;0
2020-06-06 02:30:00;5;2;0;4;0;12;0;0;0
2020-06-06 02:45:00;7;4;0;5;0;13;1;0;0
2020-06-06 03:00:00;4;3;1;4;0;12;1;0;0
2020-06-06 03:15:00;4;1;0;3;0;14;1;0;0
2020-06-06 03:30:00;2;0;0;1;0;12;1;0;0
2020-06-06 03:45:00;1;1;0;2;0;14;0;0;0
2020-06-06 04:00:00;1;1;0;7;0;12;1;0;0
2020-06-06 04:15:00;3;0;0;1;0;13;1;0;0
2020-06-06 04:30:00;5;0;0;1;0;11;1;0;0
2020-06-06 04:45:00;10;3;0;6;0;14;1;0;0
2020-06-06 05:00:00;9;1;0;10;0;9;0;0;0
2020-06-06 05:15:00;18;5;1;17;0;10;1;0;0
2020-06-06 05:30:00;21;8;0;51;0;10;0;0;0
2020-06-06 05:45:00;35;28;0;94;0;13;1;0;0
2020-06-06 06:00:00;40;19;1;71;0;12;1;0;0
2020-06-06 06:15:00;21;7;4;35;0;13;1;0;0
2020-06-06 06:30:00;24;5;0;22;0;12;1;0;0
2020-06-06 06:45:00;29;9;3;35;0;14;0;0;0
2020-06-06 07:00:00;25;3;0;24;0;13;1;0;0
2020-06-06 07:15:00;18;5;1;34;0;13;1;0;0
2020-06-06 07:30:00;24;5;2;24;0;13;1;0;0
2020-06-06 07:45:00;33;6;2;38;0;13;0;0;0
2020-06-06 08:00:00;31;2;5;25;0;12;1;0;0
2020-06-06 08:15:00;24;9;4;49;0;13;1;0;0
2020-06-06 08:30:00;27;8;6;68;0;9;0;0;0
2020-06-06 08:45:00;44;16;7;42;0;10;1;0;0
2020-06-06 09:00:00;46;12;9;60;0;10;1;0;0
2020-06-06 09:15:00;68;15;8;81;0;10;0;0;0
2020-06-06 09:30:00;65;21;19;97;0;10;1;0;0
2020-06-06 09:45:00;67;13;18;98;0;10;1;0;0
2020-06-06 10:00:00;63;12;19;106;0;10;0;0;0
2020-06-06 10:15:00;60;7;23;73;0;10;1;0;0
2020-06-06 10:30:00;74;10;15;97;0;10;0;0;0
2020-06-06 10:45:00;82;13;27;128;3;10;1;0;0
2020-06-06 11:00:00;86;18;19;98;0;10;1;0;0
2020-06-06 11:15:00;87;10;18;90;0;10;0;0;0
2020-06-06 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-06 12:00:00;87;10;27;105;5;10;0;0;0
2020-06-06 12:15:00;80;12;22;94;0;10;1;0;0
2020-06-06 12:30:00;106;15;18;109;3;10;0;0;0
2020-06-06 12:45:00;95;17;16;87;0;10;1;0;0
2020-06-06 13:00:00;90;13;18;99;0;10;1;0;0
2020-06-06 13:15:00;108;11;23;105;0;10;0;0;0
2020-06-06 13:30:00;86;15;22;109;0;10;1;0;0
2020-06-06 13:45:00;79;7;22;109;25;10;1;0;0
2020-06-06 14:00:00;121;15;14;89;10;10;0;0;0
2020-06-06 14:15:00;93;13;22;89;3;10;1;0;0
2020-06-06 14:30:00;87;11;24;107;1;10;0;0;0
2020-06-06 14:45:00;89;33;18;105;0;10;1;0;0
2020-06-06 15:00:00;100;14;20;102;6;10;1;0;0
2020-06-06 15:15:00;102;16;19;110;2;10;0;0;0
2020-06-06 15:30:00;104;17;17;109;1;10;1;0;0
2020-06-06 15:45:00;67;10;18;99;7;10;1;0;0
2020-06-06 16:00:00;72;10;6;93;0;10;0;0;0
2020-06-06 16:15:00;83;11;10;99;0;10;1;0;0
2020-06-06 16:30:00;77;10;11;82;0;10;0;0;0
2020-06-06 16:45:00;93;13;12;58;2;10;1;0;0
2020-06-06 17:00:00;68;14;14;86;0;10;1;0;0
