DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2020-09-17 00:00:00;8;4;2;1;15;4;6;14;7;21;14;7;21;0
2020-09-17 00:15:00;9;2;3;1;19;3;7;20;10;30;20;10;30;0
2020-09-17 00:30:00;8;3;2;0;8;5;3;20;10;30;20;10;30;0
2020-09-17 00:45:00;4;3;5;1;12;3;2;20;10;30;20;10;30;0
2020-09-17 01:00:00;5;0;0;0;7;5;2;24;12;36;24;12;36;0
2020-09-17 01:15:00;4;1;3;0;4;2;0;26;13;39;26;13;39;0
2020-09-17 01:30:00;2;1;1;0;12;1;3;26;13;39;26;13;39;0
2020-09-17 01:45:00;4;1;5;1;10;1;0;26;13;39;26;13;39;0
2020-09-17 02:00:00;1;0;1;0;7;3;0;26;13;39;26;13;39;0
2020-09-17 02:15:00;2;1;2;0;6;2;1;24;12;36;24;12;36;0
2020-09-17 02:30:00;3;1;5;0;9;7;0;26;13;39;26;13;39;0
2020-09-17 02:45:00;2;2;1;0;7;2;1;26;13;39;26;13;39;0
2020-09-17 03:00:00;3;1;3;0;6;0;3;26;13;39;26;13;39;0
2020-09-17 03:15:00;1;3;2;1;6;4;0;26;13;39;26;13;39;0
2020-09-17 03:30:00;1;2;2;0;12;3;3;26;13;39;26;13;39;0
2020-09-17 03:45:00;5;4;1;1;5;2;1;26;13;39;26;13;39;0
2020-09-17 04:00:00;2;3;1;0;7;2;1;24;12;36;24;12;36;0
2020-09-17 04:15:00;2;5;2;0;21;5;2;26;13;39;26;13;39;0
2020-09-17 04:30:00;3;6;2;3;22;3;1;26;13;39;26;13;39;0
2020-09-17 04:45:00;8;7;12;8;16;12;4;26;13;39;26;13;39;0
2020-09-17 05:00:00;25;29;30;23;35;4;6;20;10;31;20;10;31;0
2020-09-17 05:15:00;47;46;51;38;39;12;4;20;10;30;20;10;30;0
2020-09-17 05:30:00;47;51;52;53;75;22;9;20;10;30;20;10;30;0
2020-09-17 05:45:00;46;29;42;43;79;31;35;20;10;30;20;10;30;0
2020-09-17 06:00:00;47;38;42;37;93;52;53;20;10;30;20;10;30;0
2020-09-17 06:15:00;69;58;66;54;106;61;42;20;10;30;20;10;30;0
2020-09-17 06:30:00;72;71;72;67;110;57;30;20;10;30;20;10;30;0
2020-09-17 06:45:00;85;74;81;74;109;56;38;20;10;30;20;10;30;0
2020-09-17 07:00:00;98;82;93;91;95;56;42;20;10;30;20;10;30;0
2020-09-17 07:15:00;131;82;118;116;124;63;54;20;10;30;20;10;30;0
2020-09-17 07:30:00;138;109;96;103;111;69;71;20;10;30;20;10;30;0
2020-09-17 07:45:00;125;100;78;89;141;70;63;20;10;30;20;10;30;0
2020-09-17 08:00:00;111;79;62;51;110;49;62;20;10;30;20;10;30;0
2020-09-17 08:15:00;102;73;62;46;105;55;54;20;10;30;20;10;30;0
2020-09-17 08:30:00;87;89;66;55;100;50;52;20;10;30;20;10;30;0
2020-09-17 08:45:00;74;80;57;46;131;49;52;20;10;30;20;10;30;0
2020-09-17 09:00:00;85;67;48;42;106;45;45;20;10;30;20;10;30;0
2020-09-17 09:15:00;78;70;49;44;97;42;52;21;11;30;21;11;30;0
2020-09-17 09:30:00;79;78;49;37;80;35;43;18;9;27;18;9;27;0
2020-09-17 09:45:00;91;62;47;42;107;52;58;20;10;30;20;10;30;0
2020-09-17 10:00:00;74;59;46;31;103;46;54;20;10;30;20;10;30;0
2020-09-17 10:15:00;76;56;48;32;114;55;76;20;10;30;20;10;30;0
2020-09-17 10:30:00;94;69;48;33;105;59;79;20;10;30;20;10;30;0
2020-09-17 10:45:00;97;68;41;26;110;60;64;20;10;30;20;10;30;0
2020-09-17 11:00:00;94;48;49;35;108;59;76;20;10;30;20;10;30;0
2020-09-17 11:15:00;79;70;47;23;128;52;70;20;10;30;20;10;30;0
2020-09-17 11:30:00;89;54;33;24;113;41;89;18;9;26;18;9;26;0
2020-09-17 11:45:00;93;56;30;33;142;65;100;20;10;31;20;10;31;0
2020-09-17 12:00:00;111;54;31;17;122;48;90;20;10;30;20;10;30;0
2020-09-17 12:15:00;102;45;42;32;145;64;91;20;10;29;20;10;29;0
2020-09-17 12:30:00;99;55;41;32;129;58;81;20;10;30;20;10;30;0
2020-09-17 12:45:00;102;60;45;36;139;72;94;21;11;31;21;11;31;0
2020-09-17 13:00:00;113;66;55;47;144;68;110;20;10;29;20;10;29;0
2020-09-17 13:15:00;117;65;53;56;134;74;96;20;10;31;20;10;31;0
2020-09-17 13:30:00;105;79;75;67;127;62;86;20;10;29;20;10;29;0
2020-09-17 13:45:00;111;72;60;64;137;61;103;20;10;31;20;10;31;0
2020-09-17 14:00:00;124;75;42;38;137;69;116;20;10;30;20;10;29;0
2020-09-17 14:15:00;117;56;48;37;143;57;125;20;10;30;20;10;31;0
2020-09-17 14:30:00;120;66;38;33;149;56;134;20;10;29;20;10;29;0
2020-09-17 14:45:00;135;83;33;32;152;58;122;21;11;30;21;11;30;0
2020-09-17 15:00:00;130;80;41;32;140;71;134;20;10;30;20;10;30;0
2020-09-17 15:15:00;117;58;41;40;136;67;124;20;10;30;20;10;30;0
2020-09-17 15:30:00;133;59;44;41;149;69;153;20;10;30;20;10;30;0
2020-09-17 15:45:00;134;81;55;37;146;62;147;20;10;31;20;10;31;0
2020-09-17 16:00:00;143;72;32;29;101;66;94;14;7;21;14;7;21;1
2020-09-17 16:15:00;102;68;48;56;140;71;177;0;0;0;0;0;0;0
2020-09-17 16:30:00;88;65;42;41;111;56;144;0;0;0;0;0;0;0
2020-09-17 16:45:00;72;46;33;37;111;51;118;0;0;0;0;0;0;0
2020-09-17 17:00:00;87;88;60;63;118;58;148;0;0;0;0;0;0;0
2020-09-17 17:15:00;76;67;46;44;116;60;130;0;0;0;0;0;0;0
2020-09-17 17:30:00;99;63;53;52;115;57;149;14;7;20;14;7;20;0
2020-09-17 17:45:00;145;63;46;33;147;63;166;20;10;30;20;10;30;0
2020-09-17 18:00:00;135;72;49;42;157;76;128;20;10;30;20;10;30;0
2020-09-17 18:15:00;135;71;47;42;142;78;118;20;10;30;20;10;30;0
2020-09-17 18:30:00;115;58;45;36;135;46;107;20;10;30;20;10;30;0
2020-09-17 18:45:00;103;53;44;26;122;52;107;20;10;30;20;10;30;0
2020-09-17 19:00:00;87;53;39;25;118;47;90;20;10;30;20;10;30;0
2020-09-17 19:15:00;87;41;29;25;103;45;106;20;10;30;20;10;30;0
2020-09-17 19:30:00;96;53;32;21;111;42;80;20;10;30;20;10;30;0
2020-09-17 19:45:00;82;38;31;24;95;43;83;20;10;30;20;10;30;0
2020-09-17 20:00:00;75;35;25;15;109;38;70;20;10;30;20;10;30;0
2020-09-17 20:15:00;62;32;17;8;117;43;66;20;10;30;20;10;30;0
2020-09-17 20:30:00;50;34;23;21;92;42;54;20;10;31;20;10;31;0
2020-09-17 20:45:00;63;16;29;18;83;18;50;20;10;30;20;10;30;0
2020-09-17 21:00:00;59;36;35;33;68;22;39;20;10;30;20;10;30;0
2020-09-17 21:15:00;49;29;31;28;66;24;42;20;10;30;20;10;30;0
2020-09-17 21:30:00;39;28;20;13;56;21;52;20;10;30;20;10;30;0
2020-09-17 21:45:00;46;20;21;5;97;23;80;20;10;30;20;10;30;0
2020-09-17 22:00:00;42;16;16;7;91;30;82;18;9;27;18;9;27;0
2020-09-17 22:15:00;39;8;19;5;118;47;74;20;10;30;20;10;30;0
2020-09-17 22:30:00;29;7;10;6;48;22;35;20;10;30;20;10;30;0
2020-09-17 22:45:00;23;11;10;2;45;13;26;20;10;30;20;10;30;0
2020-09-17 23:00:00;24;9;1;2;38;10;24;20;10;30;20;10;30;0
2020-09-17 23:15:00;15;10;2;4;35;8;17;20;10;30;20;10;30;0
2020-09-17 23:30:00;12;3;4;2;23;6;6;20;10;30;20;10;30;0
2020-09-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
