DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-08-12 00:00:00;1;0;2;0;0;0
2019-08-12 00:15:00;6;1;2;0;0;0
2019-08-12 00:30:00;2;0;2;0;0;0
2019-08-12 00:45:00;1;0;1;0;0;0
2019-08-12 01:00:00;0;0;3;0;0;0
2019-08-12 01:15:00;3;0;1;1;0;0
2019-08-12 01:30:00;0;0;0;0;0;0
2019-08-12 01:45:00;0;0;0;0;0;0
2019-08-12 02:00:00;2;0;0;0;0;0
2019-08-12 02:15:00;1;0;1;0;0;0
2019-08-12 02:30:00;0;0;3;0;0;0
2019-08-12 02:45:00;4;0;3;0;0;0
2019-08-12 03:00:00;1;2;1;1;0;0
2019-08-12 03:15:00;0;0;0;0;0;0
2019-08-12 03:30:00;1;0;2;0;0;0
2019-08-12 03:45:00;0;0;1;0;0;0
2019-08-12 04:00:00;3;0;1;0;0;0
2019-08-12 04:15:00;1;0;2;0;0;0
2019-08-12 04:30:00;1;0;3;0;0;0
2019-08-12 04:45:00;1;1;4;0;0;0
2019-08-12 05:00:00;6;1;17;0;0;0
2019-08-12 05:15:00;6;6;28;0;6;3
2019-08-12 05:30:00;10;10;32;0;0;0
2019-08-12 05:45:00;19;10;37;0;4;3
2019-08-12 06:00:00;25;11;27;3;6;1
2019-08-12 06:15:00;13;9;51;1;9;3
2019-08-12 06:30:00;25;14;67;0;10;1
2019-08-12 06:45:00;24;8;68;0;11;8
2019-08-12 07:00:00;35;11;45;0;0;6
2019-08-12 07:15:00;39;9;59;1;4;8
2019-08-12 07:30:00;47;5;56;3;13;3
2019-08-12 07:45:00;51;4;47;0;0;0
2019-08-12 08:00:00;46;4;54;3;1;3
2019-08-12 08:15:00;28;0;46;1;0;0
2019-08-12 08:30:00;31;2;49;0;0;4
2019-08-12 08:45:00;42;0;51;1;0;0
2019-08-12 09:00:00;32;0;51;2;0;1
2019-08-12 09:15:00;29;3;38;1;0;0
2019-08-12 09:30:00;38;1;40;1;0;0
2019-08-12 09:45:00;34;2;36;1;0;0
2019-08-12 10:00:00;24;2;39;2;1;2
2019-08-12 10:15:00;40;1;31;2;0;1
2019-08-12 10:30:00;29;0;28;0;0;0
2019-08-12 10:45:00;38;0;30;1;1;0
2019-08-12 11:00:00;48;1;46;2;0;0
2019-08-12 11:15:00;53;1;51;2;2;0
2019-08-12 11:30:00;45;1;48;4;0;0
2019-08-12 11:45:00;34;1;30;2;0;0
2019-08-12 12:00:00;38;2;26;2;1;0
2019-08-12 12:15:00;37;0;33;1;8;0
2019-08-12 12:30:00;50;0;34;0;0;0
2019-08-12 12:45:00;32;0;38;4;0;2
2019-08-12 13:00:00;41;0;38;4;2;4
2019-08-12 13:15:00;36;2;39;3;0;2
2019-08-12 13:30:00;46;3;38;4;2;2
2019-08-12 13:45:00;40;1;49;9;5;1
2019-08-12 14:00:00;58;0;45;5;3;2
2019-08-12 14:15:00;55;1;47;22;16;9
2019-08-12 14:30:00;59;0;45;11;0;4
2019-08-12 14:45:00;60;1;51;17;3;1
2019-08-12 15:00:00;59;2;40;20;22;2
2019-08-12 15:15:00;66;1;49;23;10;6
2019-08-12 15:30:00;73;1;39;21;22;6
2019-08-12 15:45:00;74;0;45;7;4;3
2019-08-12 16:00:00;70;1;41;14;4;4
2019-08-12 16:15:00;87;3;48;7;2;1
2019-08-12 16:30:00;66;3;48;15;45;1
2019-08-12 16:45:00;63;1;43;3;3;1
2019-08-12 17:00:00;71;1;41;10;6;0
2019-08-12 17:15:00;56;1;43;4;10;3
2019-08-12 17:30:00;51;2;28;4;1;1
2019-08-12 17:45:00;44;0;44;1;0;0
2019-08-12 18:00:00;42;2;28;3;0;0
2019-08-12 18:15:00;39;0;38;2;0;0
2019-08-12 18:30:00;40;1;24;1;0;0
2019-08-12 18:45:00;28;0;22;0;0;0
2019-08-12 19:00:00;24;1;31;1;0;0
2019-08-12 19:15:00;18;0;24;0;1;0
2019-08-12 19:30:00;11;0;24;1;0;0
2019-08-12 19:45:00;22;1;18;0;0;0
2019-08-12 20:00:00;17;0;15;0;0;0
2019-08-12 20:15:00;16;0;7;0;0;0
2019-08-12 20:30:00;11;1;10;0;0;0
2019-08-12 20:45:00;10;1;12;0;0;0
2019-08-12 21:00:00;9;2;13;0;0;0
2019-08-12 21:15:00;9;4;10;0;1;0
2019-08-12 21:30:00;11;1;8;1;1;0
2019-08-12 21:45:00;22;0;13;7;0;0
2019-08-12 22:00:00;29;2;9;4;0;0
2019-08-12 22:15:00;16;0;6;1;0;0
2019-08-12 22:30:00;7;0;6;1;0;0
2019-08-12 22:45:00;6;0;4;0;0;0
2019-08-12 23:00:00;6;0;4;0;0;0
2019-08-12 23:15:00;7;0;5;0;0;0
2019-08-12 23:30:00;4;0;5;0;0;0
2019-08-12 23:45:00;2;0;2;0;0;0
