DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-01-23 00:00:00;6;2;9;6;0;0;0;0;0;0;0;0
2020-01-23 00:15:00;15;6;0;4;0;0;0;0;0;0;0;0
2020-01-23 00:30:00;11;4;9;11;0;0;0;0;0;0;0;0
2020-01-23 00:45:00;8;1;4;6;0;0;0;0;0;0;0;0
2020-01-23 01:00:00;5;2;5;5;0;0;0;0;0;0;0;0
2020-01-23 01:15:00;5;1;3;8;0;0;0;0;0;0;0;0
2020-01-23 01:30:00;8;0;1;2;0;0;0;0;0;0;0;0
2020-01-23 01:45:00;7;2;1;4;0;0;0;0;0;0;0;0
2020-01-23 02:00:00;0;3;4;3;0;0;0;0;0;0;0;0
2020-01-23 02:15:00;5;1;5;7;0;0;0;0;0;0;0;0
2020-01-23 02:30:00;5;0;4;3;0;0;0;0;0;0;0;0
2020-01-23 02:45:00;6;2;4;4;0;0;0;0;0;0;0;0
2020-01-23 03:00:00;4;1;5;6;0;0;0;0;0;0;0;0
2020-01-23 03:15:00;4;4;2;2;0;0;0;0;0;0;0;0
2020-01-23 03:30:00;2;2;2;4;0;0;0;0;0;0;0;0
2020-01-23 03:45:00;10;5;1;5;0;0;0;0;0;0;0;0
2020-01-23 04:00:00;8;2;9;12;0;0;0;0;0;0;0;0
2020-01-23 04:15:00;3;0;3;6;0;0;0;0;0;0;0;0
2020-01-23 04:30:00;14;4;12;11;0;0;0;0;0;0;0;0
2020-01-23 04:45:00;15;5;17;20;0;0;0;0;0;0;0;0
2020-01-23 05:00:00;19;5;17;31;0;0;0;0;0;0;0;0
2020-01-23 05:15:00;38;14;30;32;0;0;0;0;0;0;0;0
2020-01-23 05:30:00;61;24;37;66;0;0;0;0;0;0;0;0
2020-01-23 05:45:00;82;53;47;61;0;0;0;0;0;0;0;0
2020-01-23 06:00:00;68;44;45;50;0;0;0;0;0;0;0;0
2020-01-23 06:15:00;85;57;55;96;0;0;0;0;0;0;0;0
2020-01-23 06:30:00;128;64;71;163;0;1;0;0;2;0;0;0
2020-01-23 06:45:00;116;73;74;120;1;1;0;0;0;1;0;0
2020-01-23 07:00:00;130;91;94;112;0;0;0;0;29;0;2;0
2020-01-23 07:15:00;132;90;106;128;17;0;0;0;2;26;0;20
2020-01-23 07:30:00;133;105;92;143;1;2;0;0;30;0;0;0
2020-01-23 07:45:00;141;112;112;139;2;1;7;0;0;0;0;0
2020-01-23 08:00:00;127;101;104;121;0;1;0;0;8;2;0;0
2020-01-23 08:15:00;159;92;76;102;0;0;0;0;0;1;0;0
