DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-02-13 00:00:00;3;1;1;11;2;0;0;0
2020-02-13 00:15:00;2;1;2;10;0;0;0;0
2020-02-13 00:30:00;2;0;0;6;1;0;0;0
2020-02-13 00:45:00;0;0;0;3;1;0;0;0
2020-02-13 01:00:00;3;3;0;2;1;0;0;0
2020-02-13 01:15:00;4;1;1;0;1;0;0;0
2020-02-13 01:30:00;1;0;0;3;0;0;0;0
2020-02-13 01:45:00;1;0;0;1;0;0;0;0
2020-02-13 02:00:00;2;1;1;0;0;0;0;0
2020-02-13 02:15:00;3;0;0;1;1;0;0;0
2020-02-13 02:30:00;2;1;1;2;0;0;0;0
2020-02-13 02:45:00;1;1;0;2;0;0;0;0
2020-02-13 03:00:00;2;1;0;1;0;0;0;0
2020-02-13 03:15:00;2;1;1;1;0;0;0;0
2020-02-13 03:30:00;5;0;1;1;2;0;0;0
2020-02-13 03:45:00;2;0;0;2;1;0;0;0
2020-02-13 04:00:00;9;0;1;1;0;0;0;0
2020-02-13 04:15:00;5;1;2;3;0;0;0;0
2020-02-13 04:30:00;8;1;0;4;0;0;0;0
2020-02-13 04:45:00;7;1;0;4;1;0;0;0
2020-02-13 05:00:00;25;6;2;9;2;0;0;0
2020-02-13 05:15:00;27;8;1;8;3;0;0;0
2020-02-13 05:30:00;52;11;8;29;1;0;0;0
2020-02-13 05:45:00;50;11;7;25;2;0;0;0
2020-02-13 06:00:00;83;4;15;28;8;0;0;0
2020-02-13 06:15:00;86;7;10;33;1;0;0;0
2020-02-13 06:30:00;112;19;10;56;4;15;0;0
2020-02-13 06:45:00;147;11;16;89;11;12;0;0
2020-02-13 07:00:00;200;11;14;81;11;3;0;0
2020-02-13 07:15:00;220;22;15;103;28;10;0;0
2020-02-13 07:30:00;233;20;33;89;49;4;0;0
2020-02-13 07:45:00;178;26;45;111;43;4;0;0
2020-02-13 08:00:00;151;21;34;108;41;6;0;0
