DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-09-15 00:00:00;28;20;0;0;0;18;24;0;0
2019-09-15 00:15:00;41;31;0;1;0;25;23;0;0
2019-09-15 00:30:00;25;22;0;0;0;31;22;0;0
2019-09-15 00:45:00;30;29;0;0;0;31;25;0;0
2019-09-15 01:00:00;26;26;0;0;0;28;19;0;0
2019-09-15 01:15:00;26;19;1;0;0;22;15;0;1
2019-09-15 01:30:00;21;21;0;0;1;20;14;0;1
2019-09-15 01:45:00;25;10;0;0;0;19;14;0;1
2019-09-15 02:00:00;12;11;0;0;0;17;8;0;0
2019-09-15 02:15:00;14;12;0;0;0;15;9;0;2
2019-09-15 02:30:00;17;9;1;0;0;16;18;0;0
2019-09-15 02:45:00;14;18;0;0;0;8;7;0;0
2019-09-15 03:00:00;14;10;0;0;0;14;6;0;0
2019-09-15 03:15:00;14;15;0;0;0;14;16;0;0
2019-09-15 03:30:00;7;8;0;0;0;10;2;0;0
2019-09-15 03:45:00;9;9;0;0;0;10;8;0;0
2019-09-15 04:00:00;11;7;0;0;0;7;6;0;0
2019-09-15 04:15:00;7;5;0;0;0;16;11;0;0
2019-09-15 04:30:00;12;1;0;0;0;15;5;0;0
2019-09-15 04:45:00;13;5;0;0;0;18;10;0;0
2019-09-15 05:00:00;13;6;0;0;0;16;4;0;0
2019-09-15 05:15:00;7;11;1;0;0;21;6;0;0
2019-09-15 05:30:00;16;19;0;0;0;21;13;0;0
2019-09-15 05:45:00;20;8;0;0;0;24;13;0;0
2019-09-15 06:00:00;20;21;0;0;0;15;16;0;0
2019-09-15 06:15:00;24;14;1;0;0;16;22;0;0
2019-09-15 06:30:00;20;4;0;1;0;12;8;0;0
2019-09-15 06:45:00;16;7;0;0;0;11;9;0;0
2019-09-15 07:00:00;11;9;2;0;0;11;8;0;0
2019-09-15 07:15:00;22;16;1;0;0;13;8;0;0
2019-09-15 07:30:00;22;17;1;1;0;19;8;0;0
2019-09-15 07:45:00;24;15;0;0;0;23;12;0;0
2019-09-15 08:00:00;25;19;1;1;0;17;19;19;0
2019-09-15 08:15:00;37;21;0;0;0;21;21;0;0
2019-09-15 08:30:00;30;27;0;0;0;26;29;0;0
2019-09-15 08:45:00;46;20;2;1;0;42;31;13;0
2019-09-15 09:00:00;43;39;0;0;1;34;30;0;0
2019-09-15 09:15:00;54;42;1;1;2;48;40;1;1
2019-09-15 09:30:00;50;37;1;3;0;47;53;4;3
2019-09-15 09:45:00;73;58;0;0;1;77;52;3;0
2019-09-15 10:00:00;67;60;2;0;0;68;55;2;1
2019-09-15 10:15:00;92;56;2;0;0;65;49;0;1
2019-09-15 10:30:00;66;76;1;2;1;68;71;26;5
2019-09-15 10:45:00;78;72;1;0;0;78;57;6;0
2019-09-15 11:00:00;74;90;1;0;1;68;58;3;0
2019-09-15 11:15:00;71;61;2;3;1;66;51;1;0
2019-09-15 11:30:00;72;76;1;0;2;75;71;10;2
2019-09-15 11:45:00;87;86;0;2;0;80;73;0;0
2019-09-15 12:00:00;84;81;2;1;1;67;66;3;1
2019-09-15 12:15:00;92;82;3;3;0;85;65;12;21
2019-09-15 12:30:00;84;76;3;0;0;83;63;5;0
2019-09-15 12:45:00;74;74;2;2;2;85;75;28;0
2019-09-15 13:00:00;67;75;5;2;1;87;72;1;0
2019-09-15 13:15:00;72;74;0;1;2;82;77;30;6
2019-09-15 13:30:00;80;86;3;5;4;90;79;2;2
2019-09-15 13:45:00;75;83;2;0;1;94;87;2;1
2019-09-15 14:00:00;79;82;4;5;4;72;69;5;5
2019-09-15 14:15:00;71;96;2;2;1;89;70;13;1
2019-09-15 14:30:00;80;69;0;4;3;90;80;4;1
2019-09-15 14:45:00;72;73;2;2;3;80;56;4;1
2019-09-15 15:00:00;80;65;2;2;2;89;75;35;0
2019-09-15 15:15:00;81;73;0;0;1;100;88;0;0
2019-09-15 15:30:00;78;77;2;2;4;87;79;9;4
2019-09-15 15:45:00;86;80;5;2;2;93;72;7;0
2019-09-15 16:00:00;90;86;4;2;2;78;73;5;0
2019-09-15 16:15:00;54;73;2;1;0;88;74;6;3
2019-09-15 16:30:00;71;73;3;3;1;80;77;4;0
2019-09-15 16:45:00;92;88;2;4;1;87;86;13;1
2019-09-15 17:00:00;92;84;3;6;1;107;75;15;2
2019-09-15 17:15:00;103;83;1;1;0;96;93;15;0
2019-09-15 17:30:00;94;104;4;3;1;104;117;3;49
2019-09-15 17:45:00;91;87;3;0;0;92;101;1;1
2019-09-15 18:00:00;81;83;1;2;0;100;85;3;5
2019-09-15 18:15:00;84;70;1;4;1;86;86;14;1
2019-09-15 18:30:00;79;89;1;5;1;92;92;4;5
2019-09-15 18:45:00;81;67;2;3;2;91;84;25;0
2019-09-15 19:00:00;97;81;0;1;2;88;80;30;0
2019-09-15 19:15:00;91;75;2;2;1;93;95;17;1
2019-09-15 19:30:00;83;88;0;1;1;87;77;26;0
2019-09-15 19:45:00;79;73;0;2;1;92;89;38;0
2019-09-15 20:00:00;77;77;0;1;0;78;81;5;1
2019-09-15 20:15:00;62;66;2;2;1;77;73;0;0
2019-09-15 20:30:00;61;43;2;4;0;65;67;0;3
2019-09-15 20:45:00;77;74;1;1;1;83;64;0;0
2019-09-15 21:00:00;64;59;1;1;0;80;56;0;0
2019-09-15 21:15:00;60;49;0;1;0;71;51;0;3
2019-09-15 21:30:00;54;40;0;2;2;79;65;0;0
2019-09-15 21:45:00;49;41;0;2;2;69;60;1;2
2019-09-15 22:00:00;46;31;0;1;1;41;31;0;1
2019-09-15 22:15:00;54;40;1;1;1;40;38;0;0
2019-09-15 22:30:00;31;21;0;0;0;35;38;0;0
2019-09-15 22:45:00;32;24;0;0;0;35;25;0;1
2019-09-15 23:00:00;24;17;1;0;0;24;22;0;0
2019-09-15 23:15:00;20;15;0;1;0;26;19;0;0
2019-09-15 23:30:00;9;19;0;0;0;17;12;0;0
2019-09-15 23:45:00;17;5;0;0;0;22;12;0;1
