DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-07-07 00:00:00;7;3;2;1;1;5;0;1
2020-07-07 00:15:00;2;5;5;1;0;5;0;3
2020-07-07 00:30:00;7;3;1;3;2;1;0;2
2020-07-07 00:45:00;2;3;1;3;1;0;0;2
2020-07-07 01:00:00;4;3;2;3;5;1;0;0
2020-07-07 01:15:00;5;1;0;1;0;3;0;1
2020-07-07 01:30:00;1;2;1;1;2;1;0;0
2020-07-07 01:45:00;4;1;0;2;2;0;0;1
2020-07-07 02:00:00;0;1;0;1;1;1;0;1
2020-07-07 02:15:00;2;0;0;0;0;0;0;2
2020-07-07 02:30:00;3;1;0;3;3;0;0;1
2020-07-07 02:45:00;1;0;0;2;1;0;0;1
2020-07-07 03:00:00;2;1;0;4;4;1;0;2
2020-07-07 03:15:00;2;2;2;2;3;2;0;0
2020-07-07 03:30:00;4;2;0;1;1;1;0;0
2020-07-07 03:45:00;2;2;1;0;2;1;0;1
2020-07-07 04:00:00;3;2;0;1;0;1;0;0
2020-07-07 04:15:00;2;2;1;1;0;1;0;1
2020-07-07 04:30:00;2;4;2;1;0;5;0;0
2020-07-07 04:45:00;5;8;6;5;4;2;0;3
2020-07-07 05:00:00;7;17;24;8;5;6;0;2
2020-07-07 05:15:00;13;33;70;5;5;20;0;10
2020-07-07 05:30:00;17;25;57;14;11;25;0;13
2020-07-07 05:45:00;45;47;54;40;26;16;0;26
2020-07-07 06:00:00;37;23;43;35;46;13;0;13
2020-07-07 06:15:00;40;29;66;33;31;24;0;19
2020-07-07 06:30:00;47;47;73;28;23;30;0;34
2020-07-07 06:45:00;61;41;72;16;25;27;0;27
2020-07-07 07:00:00;62;56;64;20;21;30;0;35
2020-07-07 07:15:00;75;50;67;27;49;34;0;37
2020-07-07 07:30:00;111;72;92;38;75;51;0;64
2020-07-07 07:45:00;81;75;69;27;42;47;0;70
2020-07-07 08:00:00;62;40;72;33;49;43;0;52
2020-07-07 08:15:00;70;52;59;28;34;29;0;31
2020-07-07 08:30:00;63;45;54;25;40;31;0;51
2020-07-07 08:45:00;58;51;40;38;44;29;0;38
2020-07-07 09:00:00;60;41;32;19;20;39;0;29
2020-07-07 09:15:00;56;54;23;23;39;27;0;33
2020-07-07 09:30:00;64;37;26;28;44;21;0;32
2020-07-07 09:45:00;50;52;19;29;41;30;0;42
2020-07-07 10:00:00;62;45;20;25;22;31;0;29
2020-07-07 10:15:00;71;39;28;23;27;22;0;39
2020-07-07 10:30:00;55;36;25;25;38;32;0;36
2020-07-07 10:45:00;48;41;27;24;29;25;0;42
2020-07-07 11:00:00;58;46;27;27;38;40;0;45
2020-07-07 11:15:00;55;48;23;20;31;51;0;43
2020-07-07 11:30:00;67;41;34;32;66;38;0;42
2020-07-07 11:45:00;58;37;26;26;39;28;0;49
2020-07-07 12:00:00;61;37;21;33;17;36;0;61
2020-07-07 12:15:00;49;49;24;28;24;34;0;45
2020-07-07 12:30:00;47;42;28;30;47;23;0;36
2020-07-07 12:45:00;51;44;26;22;38;45;0;51
2020-07-07 13:00:00;50;56;38;34;29;37;0;50
2020-07-07 13:15:00;49;45;40;35;27;48;0;43
2020-07-07 13:30:00;44;44;57;31;54;58;0;55
2020-07-07 13:45:00;67;58;59;37;34;48;0;45
2020-07-07 14:00:00;54;49;35;47;48;39;0;40
2020-07-07 14:15:00;64;55;35;81;58;36;0;43
2020-07-07 14:30:00;59;51;24;85;58;33;0;62
2020-07-07 14:45:00;52;52;25;44;42;37;0;50
2020-07-07 15:00:00;71;54;34;65;42;43;0;40
2020-07-07 15:15:00;55;57;24;67;47;44;0;63
2020-07-07 15:30:00;70;61;25;46;40;43;0;43
2020-07-07 15:45:00;65;53;30;46;42;42;0;68
2020-07-07 16:00:00;54;57;26;59;39;33;0;64
2020-07-07 16:15:00;51;54;28;53;37;38;0;53
2020-07-07 16:30:00;73;71;22;65;42;33;0;52
2020-07-07 16:45:00;62;52;16;69;50;40;0;56
2020-07-07 17:00:00;69;48;16;61;37;42;0;52
2020-07-07 17:15:00;56;56;27;46;58;43;0;58
2020-07-07 17:30:00;49;44;31;53;47;47;0;58
2020-07-07 17:45:00;57;41;28;61;35;31;0;56
2020-07-07 18:00:00;66;50;36;43;33;25;0;42
2020-07-07 18:15:00;64;43;19;58;29;41;0;63
2020-07-07 18:30:00;51;41;19;44;31;37;0;36
2020-07-07 18:45:00;50;31;77;43;23;31;0;36
2020-07-07 19:00:00;41;29;22;45;30;11;0;30
2020-07-07 19:15:00;38;31;23;25;11;24;0;35
2020-07-07 19:30:00;38;31;22;30;25;13;0;34
2020-07-07 19:45:00;29;35;29;28;29;25;0;32
2020-07-07 20:00:00;33;28;14;23;18;31;0;27
2020-07-07 20:15:00;29;22;20;24;18;21;0;22
2020-07-07 20:30:00;39;28;14;17;23;12;0;26
2020-07-07 20:45:00;32;15;27;12;14;16;0;12
2020-07-07 21:00:00;26;20;35;18;22;36;0;24
2020-07-07 21:15:00;31;25;39;10;10;17;0;18
2020-07-07 21:30:00;27;15;14;9;9;18;0;22
2020-07-07 21:45:00;32;8;17;50;30;16;0;11
2020-07-07 22:00:00;21;24;19;67;33;12;0;18
2020-07-07 22:15:00;19;17;11;33;41;7;0;11
2020-07-07 22:30:00;16;8;8;9;10;14;0;7
2020-07-07 22:45:00;15;5;11;13;8;7;0;13
2020-07-07 23:00:00;14;10;9;9;8;8;0;6
2020-07-07 23:15:00;9;5;4;7;4;8;0;9
2020-07-07 23:30:00;11;8;6;4;7;5;0;0
