DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-11-01 00:00:00;12;4;8;9;3;11;5;5;6
2019-11-01 00:15:00;21;8;7;12;4;11;6;2;1
2019-11-01 00:30:00;16;4;1;9;2;9;8;1;1
2019-11-01 00:45:00;10;2;1;9;1;8;2;1;1
2019-11-01 01:00:00;12;5;4;11;6;19;7;6;6
2019-11-01 01:15:00;14;3;2;11;3;10;5;2;2
2019-11-01 01:30:00;14;7;4;16;4;10;6;3;3
2019-11-01 01:45:00;7;6;3;16;3;14;3;1;1
2019-11-01 02:00:00;14;1;3;7;3;12;9;3;3
2019-11-01 02:15:00;9;8;2;13;7;10;7;2;2
2019-11-01 02:30:00;6;3;4;5;5;8;3;2;2
2019-11-01 02:45:00;7;4;1;4;0;11;6;0;0
2019-11-01 03:00:00;14;5;0;8;5;6;2;0;0
2019-11-01 03:15:00;8;5;1;4;1;5;3;1;1
2019-11-01 03:30:00;7;1;1;12;0;10;3;1;1
2019-11-01 03:45:00;8;3;1;7;1;8;3;1;1
2019-11-01 04:00:00;12;6;4;4;2;4;3;1;1
2019-11-01 04:15:00;13;2;1;6;3;4;6;1;1
2019-11-01 04:30:00;5;5;1;10;4;6;2;0;0
2019-11-01 04:45:00;2;4;1;5;4;3;3;2;2
2019-11-01 05:00:00;12;7;1;8;3;2;2;3;3
2019-11-01 05:15:00;10;2;3;10;2;11;0;2;2
2019-11-01 05:30:00;7;3;0;17;4;10;4;0;0
2019-11-01 05:45:00;14;5;1;46;17;10;11;0;0
2019-11-01 06:00:00;21;5;0;61;30;14;10;0;0
2019-11-01 06:15:00;6;6;1;36;13;14;13;0;0
2019-11-01 06:30:00;8;5;2;13;2;7;13;3;3
2019-11-01 06:45:00;13;1;1;16;3;7;6;3;3
2019-11-01 07:00:00;13;7;1;18;3;12;6;5;5
2019-11-01 07:15:00;13;6;0;14;3;5;3;3;3
2019-11-01 07:30:00;26;11;6;18;6;19;7;4;4
2019-11-01 07:45:00;15;4;2;11;7;14;9;2;2
2019-11-01 08:00:00;26;8;5;19;7;8;9;1;1
2019-11-01 08:15:00;30;11;8;24;6;12;6;1;1
2019-11-01 08:30:00;32;3;5;31;5;21;12;0;0
2019-11-01 08:45:00;37;14;3;25;12;15;14;3;3
2019-11-01 09:00:00;51;10;14;28;11;15;20;6;6
2019-11-01 09:15:00;44;12;8;46;14;22;23;5;5
