DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-05-25 00:00:00;2;0;5;0;0;0;0;0;0;0;0;0
2020-05-25 00:15:00;7;0;7;0;0;0;0;0;0;0;0;0
2020-05-25 00:30:00;9;0;6;0;0;0;0;0;0;0;0;0
2020-05-25 00:45:00;1;0;7;0;0;0;0;0;0;0;0;0
2020-05-25 01:00:00;4;0;1;0;0;0;0;0;0;0;0;0
2020-05-25 01:15:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-05-25 01:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-05-25 01:45:00;4;0;3;0;0;0;0;0;0;0;0;0
2020-05-25 02:00:00;2;0;4;0;0;0;0;0;0;0;0;0
2020-05-25 02:15:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-05-25 02:30:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-05-25 02:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-05-25 03:00:00;2;0;5;0;0;0;0;0;0;0;0;0
2020-05-25 03:15:00;1;0;7;0;0;0;0;0;0;0;0;0
2020-05-25 03:30:00;4;0;4;0;0;0;0;0;0;0;0;0
2020-05-25 03:45:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-05-25 04:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-05-25 04:15:00;3;0;10;0;0;0;0;0;0;0;0;0
2020-05-25 04:30:00;3;0;10;0;0;0;0;0;0;0;0;0
2020-05-25 04:45:00;6;0;20;0;0;0;0;0;0;0;0;0
2020-05-25 05:00:00;7;0;64;0;0;0;0;0;0;0;0;0
2020-05-25 05:15:00;10;0;85;0;0;0;0;0;0;0;0;0
2020-05-25 05:30:00;7;0;133;0;0;0;0;0;0;0;0;0
2020-05-25 05:45:00;11;0;102;0;1;0;0;0;0;0;0;0
2020-05-25 06:00:00;23;0;111;0;2;0;0;0;0;0;0;0
2020-05-25 06:15:00;30;0;167;0;4;0;0;0;0;0;0;0
