DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2020-04-02 00:00:00;8;3;0;2;3;7;8;2;6;0;0;0
2020-04-02 00:15:00;10;5;0;0;4;11;10;6;8;0;0;0
2020-04-02 00:30:00;7;2;1;2;6;10;7;4;10;2;0;1
2020-04-02 00:45:00;9;4;0;1;6;6;8;7;7;0;0;0
2020-04-02 01:00:00;2;0;1;1;5;4;2;5;3;0;0;0
2020-04-02 01:15:00;5;2;0;0;3;3;5;4;2;1;0;1
2020-04-02 01:30:00;11;8;1;0;2;4;11;3;4;0;0;1
2020-04-02 01:45:00;5;3;0;0;5;2;6;3;3;0;0;0
2020-04-02 02:00:00;6;5;0;0;0;0;6;1;0;0;0;1
2020-04-02 02:15:00;9;7;0;0;2;2;9;2;1;0;0;0
2020-04-02 02:30:00;6;5;0;0;1;2;7;1;2;1;0;0
2020-04-02 02:45:00;4;3;0;0;2;9;4;7;7;2;0;0
2020-04-02 03:00:00;5;5;0;1;2;3;7;3;4;1;0;0
2020-04-02 03:15:00;0;0;1;1;2;3;0;2;2;0;0;0
2020-04-02 03:30:00;9;2;0;1;7;6;10;8;4;0;0;0
2020-04-02 03:45:00;8;3;0;2;4;5;8;5;7;0;0;0
2020-04-02 04:00:00;12;7;0;1;6;6;13;4;6;0;0;0
2020-04-02 04:15:00;24;6;0;0;2;7;23;3;5;1;0;1
2020-04-02 04:30:00;19;9;3;0;6;9;20;7;10;2;0;1
2020-04-02 04:45:00;18;4;0;2;8;11;18;7;14;0;0;0
2020-04-02 05:00:00;20;7;1;0;15;13;20;15;15;0;0;0
2020-04-02 05:15:00;43;22;0;2;24;27;44;21;25;1;0;1
2020-04-02 05:30:00;71;12;10;3;55;50;70;44;45;2;0;2
2020-04-02 05:45:00;61;16;5;7;48;53;55;44;52;1;0;2
2020-04-02 06:00:00;62;19;1;6;41;42;63;31;37;0;0;5
2020-04-02 06:15:00;91;27;7;10;46;59;97;61;60;0;0;5
2020-04-02 06:30:00;118;19;7;6;0;0;127;67;101;0;0;6
2020-04-02 06:45:00;105;21;5;6;27;53;104;70;104;2;0;5
2020-04-02 07:00:00;105;20;7;14;13;18;110;84;108;0;1;5
2020-04-02 07:15:00;118;26;10;14;7;22;119;82;111;2;3;7
2020-04-02 07:30:00;119;28;11;13;98;136;128;100;134;4;1;3
2020-04-02 07:45:00;107;24;10;19;80;107;115;79;113;2;0;8
2020-04-02 08:00:00;89;29;12;17;42;75;99;56;90;1;0;5
2020-04-02 08:15:00;111;27;12;18;67;93;119;65;92;3;1;4
2020-04-02 08:30:00;99;24;15;15;62;85;99;64;91;1;1;5
2020-04-02 08:45:00;115;21;6;9;55;62;124;44;68;1;0;2
2020-04-02 09:00:00;115;30;19;22;54;73;121;69;74;3;0;4
2020-04-02 09:15:00;97;19;12;13;47;66;104;53;72;0;0;4
2020-04-02 09:30:00;103;24;13;19;57;76;110;62;74;3;2;5
2020-04-02 09:45:00;136;22;15;20;52;73;140;55;80;0;4;5
2020-04-02 10:00:00;115;32;13;25;46;79;138;56;82;2;1;2
