DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-03-10 00:00:00;12;4;1;2;1;6;5;7
2020-03-10 00:15:00;12;5;0;1;1;6;11;5
2020-03-10 00:30:00;7;6;3;1;1;3;11;4
2020-03-10 00:45:00;6;9;3;1;2;5;13;3
2020-03-10 01:00:00;5;9;4;0;0;3;11;1
2020-03-10 01:15:00;2;1;0;0;0;3;7;5
2020-03-10 01:30:00;10;6;2;2;3;3;1;0
2020-03-10 01:45:00;9;8;2;0;0;1;3;3
2020-03-10 02:00:00;8;6;2;0;0;0;6;6
2020-03-10 02:15:00;6;7;1;1;1;3;6;3
2020-03-10 02:30:00;10;2;0;0;0;3;6;4
2020-03-10 02:45:00;9;6;0;2;2;4;2;4
2020-03-10 03:00:00;7;5;2;2;2;2;7;6
2020-03-10 03:15:00;3;3;1;2;3;5;9;4
2020-03-10 03:30:00;3;5;1;2;1;4;12;5
2020-03-10 03:45:00;10;7;2;0;2;3;6;1
2020-03-10 04:00:00;9;11;4;3;3;6;13;7
2020-03-10 04:15:00;13;7;0;2;3;5;21;5
2020-03-10 04:30:00;22;11;2;4;1;6;24;10
2020-03-10 04:45:00;29;14;2;1;2;6;28;13
2020-03-10 05:00:00;26;14;2;5;4;14;36;15
2020-03-10 05:15:00;43;34;11;5;4;27;55;22
2020-03-10 05:30:00;53;46;25;1;3;14;64;25
2020-03-10 05:45:00;97;71;33;9;14;61;64;32
2020-03-10 06:00:00;75;61;17;7;7;47;68;49
2020-03-10 06:15:00;98;83;17;5;9;59;79;60
2020-03-10 06:30:00;119;120;44;19;21;92;100;59
2020-03-10 06:45:00;160;193;26;21;29;134;101;68
2020-03-10 07:00:00;127;137;29;24;27;130;108;87
2020-03-10 07:15:00;163;194;35;29;36;165;98;98
2020-03-10 07:30:00;187;205;42;30;39;156;114;80
2020-03-10 07:45:00;179;264;36;36;49;147;117;68
2020-03-10 08:00:00;144;203;36;27;38;132;105;77
2020-03-10 08:15:00;157;219;38;28;50;116;91;55
2020-03-10 08:30:00;130;162;25;22;32;100;104;71
2020-03-10 08:45:00;116;146;27;24;33;112;88;59
2020-03-10 09:00:00;102;110;30;25;28;93;88;58
2020-03-10 09:15:00;105;121;20;21;25;81;118;77
2020-03-10 09:30:00;110;125;21;31;44;93;135;69
2020-03-10 09:45:00;98;135;23;24;26;72;128;98
2020-03-10 10:00:00;105;111;27;12;20;45;137;84
2020-03-10 10:15:00;103;96;11;14;20;56;126;79
2020-03-10 10:30:00;105;110;28;17;16;49;118;78
2020-03-10 10:45:00;116;114;25;17;25;66;112;76
2020-03-10 11:00:00;109;105;28;18;19;59;110;67
2020-03-10 11:15:00;105;118;24;11;18;57;104;76
2020-03-10 11:30:00;121;128;31;13;19;62;105;94
2020-03-10 11:45:00;124;116;29;12;15;47;115;92
2020-03-10 12:00:00;101;117;29;9;16;58;124;80
2020-03-10 12:15:00;104;119;30;12;17;51;123;96
2020-03-10 12:30:00;99;132;26;13;12;61;119;97
2020-03-10 12:45:00;105;118;32;12;23;59;118;87
2020-03-10 13:00:00;110;122;37;15;15;63;118;92
2020-03-10 13:15:00;127;120;29;12;12;76;135;93
2020-03-10 13:30:00;121;116;42;15;13;64;140;98
2020-03-10 13:45:00;101;116;24;14;20;63;130;106
2020-03-10 14:00:00;61;78;24;11;0;32;70;56
2020-03-10 14:15:00;121;118;36;11;20;52;124;93
2020-03-10 14:30:00;112;121;35;13;15;61;131;91
2020-03-10 14:45:00;110;119;28;14;17;73;137;106
2020-03-10 15:00:00;132;150;52;13;14;72;149;103
2020-03-10 15:15:00;145;136;52;16;12;75;133;105
2020-03-10 15:30:00;127;116;43;16;14;71;131;100
2020-03-10 15:45:00;152;128;50;13;18;92;147;120
2020-03-10 16:00:00;137;127;55;17;15;72;144;121
2020-03-10 16:15:00;148;133;70;14;20;90;142;127
2020-03-10 16:30:00;158;120;68;19;21;95;151;142
2020-03-10 16:45:00;131;95;51;17;14;89;144;123
2020-03-10 17:00:00;119;125;57;12;12;86;169;136
2020-03-10 17:15:00;143;135;61;19;13;89;151;125
2020-03-10 17:30:00;113;92;39;12;11;90;150;125
2020-03-10 17:45:00;109;93;43;15;10;87;130;112
2020-03-10 18:00:00;110;93;50;12;15;84;147;105
2020-03-10 18:15:00;96;103;47;16;17;87;143;112
2020-03-10 18:30:00;98;90;32;13;13;82;140;80
2020-03-10 18:45:00;77;62;37;9;12;80;124;78
2020-03-10 19:00:00;47;60;22;9;7;47;105;77
2020-03-10 19:15:00;51;55;14;7;9;43;95;62
2020-03-10 19:30:00;47;35;12;6;4;51;92;44
2020-03-10 19:45:00;42;37;16;6;8;44;67;42
2020-03-10 20:00:00;46;48;15;3;2;25;75;33
2020-03-10 20:15:00;48;35;18;8;3;24;60;27
2020-03-10 20:30:00;31;34;14;1;1;23;59;29
2020-03-10 20:45:00;35;34;13;7;4;29;39;23
2020-03-10 21:00:00;32;23;9;3;3;31;45;33
2020-03-10 21:15:00;35;30;19;0;1;28;43;30
2020-03-10 21:30:00;35;27;10;5;5;23;42;17
2020-03-10 21:45:00;33;29;13;5;4;23;28;14
2020-03-10 22:00:00;36;36;14;3;1;15;22;14
2020-03-10 22:15:00;33;31;14;3;5;19;31;25
2020-03-10 22:30:00;37;30;7;1;5;18;33;16
2020-03-10 22:45:00;27;16;5;1;0;8;13;9
2020-03-10 23:00:00;25;17;5;4;3;18;25;13
2020-03-10 23:15:00;14;9;2;2;3;14;20;17
2020-03-10 23:30:00;9;13;0;3;4;13;21;8
