DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-11-26 00:00:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-26 00:15:00;1;1;1;1;2;1;1;1;0;0;0;0;0;0
2020-11-26 00:30:00;0;2;2;2;2;1;1;1;0;0;0;0;0;0
2020-11-26 00:45:00;1;0;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-26 01:00:00;2;0;1;1;3;0;0;0;0;0;0;0;0;0
2020-11-26 01:15:00;0;2;2;2;2;0;0;0;0;0;0;0;0;0
2020-11-26 01:30:00;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-26 01:45:00;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2020-11-26 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26 02:30:00;3;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-11-26 02:45:00;0;0;0;0;5;0;0;0;0;0;0;0;0;0
2020-11-26 03:00:00;0;0;0;0;1;1;1;1;0;0;0;0;0;0
2020-11-26 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-26 03:30:00;1;2;2;2;3;0;0;0;0;0;0;0;0;0
2020-11-26 03:45:00;0;1;1;1;1;1;1;1;0;0;0;0;0;0
2020-11-26 04:00:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-26 04:15:00;0;1;1;1;4;1;1;1;0;0;0;0;0;0
2020-11-26 04:30:00;1;0;0;0;3;1;1;1;0;0;0;0;0;0
2020-11-26 04:45:00;0;4;4;3;4;5;5;5;0;0;0;0;0;0
2020-11-26 05:00:00;2;1;2;2;12;4;4;4;0;0;0;0;0;0
2020-11-26 05:15:00;5;7;8;6;16;8;8;8;0;0;0;0;0;0
2020-11-26 05:30:00;12;6;6;5;31;9;8;5;0;0;0;0;0;0
2020-11-26 05:45:00;3;7;7;10;26;11;10;8;0;0;0;0;0;0
2020-11-26 06:00:00;17;11;9;5;25;15;13;10;0;0;0;0;0;0
2020-11-26 06:15:00;5;9;9;15;40;11;11;11;0;0;0;0;0;0
2020-11-26 06:30:00;12;12;12;12;46;20;22;22;0;0;0;0;0;0
2020-11-26 06:45:00;14;11;11;10;37;12;12;10;0;0;0;0;0;0
2020-11-26 07:00:00;12;17;11;13;61;34;23;24;0;3;0;0;0;0
2020-11-26 07:15:00;9;24;14;20;84;26;21;22;0;1;0;0;1;0
2020-11-26 07:30:00;20;22;20;14;93;37;22;23;1;7;0;0;0;16
2020-11-26 07:45:00;17;29;26;23;102;38;25;26;1;0;0;0;0;2
2020-11-26 08:00:00;27;23;16;19;74;35;23;23;0;2;0;0;0;0
2020-11-26 08:15:00;20;28;20;19;49;39;25;22;0;1;0;0;0;0
2020-11-26 08:30:00;21;21;19;17;40;22;19;28;0;0;0;0;0;0
2020-11-26 08:45:00;18;16;17;18;46;33;25;9;2;4;1;0;0;0
2020-11-26 09:00:00;21;22;17;25;55;25;21;22;3;0;0;0;0;0
2020-11-26 09:15:00;21;25;18;19;55;27;24;20;1;0;0;0;0;0
2020-11-26 09:30:00;16;22;18;19;50;20;13;15;0;4;0;0;0;0
2020-11-26 09:45:00;18;29;19;24;62;28;25;18;1;0;0;0;0;0
2020-11-26 10:00:00;29;26;19;17;50;43;24;21;0;2;0;0;0;0
2020-11-26 10:15:00;18;23;15;18;64;19;15;18;0;2;0;0;0;0
2020-11-26 10:30:00;21;26;16;22;53;27;23;21;1;2;0;0;0;0
2020-11-26 10:45:00;8;22;23;16;42;24;19;17;0;0;0;0;0;0
2020-11-26 11:00:00;16;20;19;21;62;28;24;27;0;4;0;0;0;0
2020-11-26 11:15:00;17;15;15;15;52;28;21;25;2;1;0;0;0;0
2020-11-26 11:30:00;26;27;18;23;55;24;17;20;0;2;0;0;0;0
2020-11-26 11:45:00;13;18;13;13;49;24;23;20;5;0;0;0;0;0
2020-11-26 12:00:00;18;17;16;19;55;27;21;21;1;0;0;0;0;0
2020-11-26 12:15:00;10;18;17;15;65;26;18;15;1;0;0;0;0;0
2020-11-26 12:30:00;25;22;19;16;56;30;22;24;0;0;0;0;0;0
2020-11-26 12:45:00;14;18;20;13;70;14;9;13;1;0;0;0;0;0
2020-11-26 13:00:00;25;18;15;18;46;27;18;25;0;2;0;0;0;20
2020-11-26 13:15:00;16;31;22;27;60;21;16;14;3;1;3;0;0;0
2020-11-26 13:30:00;16;26;21;19;48;30;27;24;1;1;0;0;0;0
2020-11-26 13:45:00;25;25;17;25;85;42;28;33;4;2;1;0;0;0
2020-11-26 14:00:00;22;17;13;16;44;24;15;17;0;1;0;0;0;0
2020-11-26 14:15:00;11;22;21;20;60;22;21;18;2;2;0;0;1;0
2020-11-26 14:30:00;7;36;26;21;73;32;23;27;0;1;0;0;0;0
