DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-03-27 00:00:00;1;2;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 00:15:00;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 00:30:00;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 00:45:00;0;1;1;3;3;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-03-27 01:00:00;0;1;0;0;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-03-27 01:15:00;0;4;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 01:30:00;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 01:45:00;0;1;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:00:00;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:15:00;1;2;0;1;3;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2020-03-27 02:30:00;1;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:45:00;0;11;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 03:00:00;0;2;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-03-27 03:15:00;0;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 03:30:00;0;1;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 03:45:00;1;3;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 04:00:00;0;3;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 04:15:00;0;6;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 04:30:00;1;3;0;10;9;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
2020-03-27 04:45:00;0;6;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 05:00:00;0;9;1;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 05:15:00;1;25;2;17;6;3;0;0;0;1;2;0;1;2;0;0;0;0;0;0
2020-03-27 05:30:00;5;36;8;22;14;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2020-03-27 05:45:00;10;31;10;26;18;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-03-27 06:00:00;6;28;6;37;16;0;0;1;2;1;1;0;1;1;0;0;0;0;0;0
2020-03-27 06:15:00;10;49;6;35;12;3;1;1;1;2;0;1;2;0;0;0;0;0;0;0
2020-03-27 06:30:00;12;63;23;28;18;0;1;1;0;1;1;0;1;1;0;0;1;1;0;0
2020-03-27 06:45:00;26;73;41;24;14;2;3;2;1;4;2;2;4;2;0;0;0;0;0;0
2020-03-27 07:00:00;21;57;31;32;21;1;3;4;2;5;3;1;5;3;0;0;0;0;0;0
2020-03-27 07:15:00;12;66;45;23;15;5;2;2;2;2;1;1;1;1;0;1;0;0;0;0
2020-03-27 07:30:00;7;64;23;27;16;3;2;1;2;3;3;1;4;3;0;0;0;0;0;0
2020-03-27 07:45:00;16;56;21;23;20;4;3;2;1;5;6;1;4;6;0;0;0;0;0;0
2020-03-27 08:00:00;12;51;21;31;17;3;1;1;0;4;4;0;4;4;0;0;0;0;0;0
2020-03-27 08:15:00;11;48;14;21;15;1;1;3;1;8;2;0;8;2;0;1;0;1;0;0
2020-03-27 08:30:00;6;42;16;38;12;1;2;3;1;8;2;2;9;1;0;0;0;0;0;0
2020-03-27 08:45:00;8;39;17;31;15;0;2;5;2;6;2;1;6;2;0;1;0;3;0;0
2020-03-27 09:00:00;5;45;10;25;25;3;0;3;2;6;0;1;6;1;0;1;0;0;0;0
2020-03-27 09:15:00;7;60;11;33;25;3;1;1;0;7;3;0;7;3;0;0;0;0;0;0
2020-03-27 09:30:00;14;45;17;26;28;2;4;3;4;6;4;2;6;4;0;2;0;13;0;0
2020-03-27 09:45:00;9;51;20;20;24;2;4;3;3;9;4;1;9;5;2;0;6;0;0;0
2020-03-27 10:00:00;14;50;15;58;31;4;3;5;3;4;5;0;4;5;0;4;7;2;0;0
2020-03-27 10:15:00;11;58;18;36;36;2;1;2;2;7;6;2;7;6;1;1;1;0;0;0
2020-03-27 10:30:00;14;48;17;31;24;6;3;2;4;8;4;3;9;4;0;0;0;0;0;0
2020-03-27 10:45:00;11;44;17;48;27;3;3;3;1;12;5;1;12;4;0;0;0;0;0;1
2020-03-27 11:00:00;11;63;21;38;35;10;4;6;6;4;1;3;4;1;0;1;0;13;0;0
2020-03-27 11:15:00;14;55;20;41;32;2;0;5;2;12;4;3;12;4;2;0;12;5;5;0
2020-03-27 11:30:00;10;53;11;45;30;5;2;4;2;9;4;2;7;4;1;0;0;0;0;0
2020-03-27 11:45:00;11;37;14;45;27;4;2;4;5;8;2;4;7;3;0;1;0;6;0;0
2020-03-27 12:00:00;8;55;12;57;36;3;3;4;5;8;8;2;7;8;0;1;0;0;0;0
2020-03-27 12:15:00;19;56;15;53;28;0;6;2;2;8;4;2;7;5;1;1;1;0;0;0
2020-03-27 12:30:00;7;49;10;46;25;4;2;6;2;15;9;1;15;9;1;4;17;8;0;0
2020-03-27 12:45:00;12;57;13;49;31;6;3;1;2;12;8;1;10;8;0;1;2;0;0;0
2020-03-27 13:00:00;12;50;21;59;33;4;1;1;2;9;7;1;11;6;0;0;0;6;0;0
2020-03-27 13:15:00;13;70;13;53;22;3;3;1;0;11;4;0;11;4;0;1;3;7;0;0
2020-03-27 13:30:00;9;55;11;62;44;2;3;2;3;9;7;4;9;7;1;1;10;6;0;0
2020-03-27 13:45:00;13;42;17;47;28;3;2;1;4;9;1;3;9;1;1;5;2;0;0;0
2020-03-27 14:00:00;14;66;17;47;38;1;1;3;0;11;6;0;11;5;2;3;2;7;0;0
2020-03-27 14:15:00;10;68;18;67;38;4;6;3;1;13;5;0;13;6;1;1;2;0;4;0
2020-03-27 14:30:00;8;70;18;39;24;3;0;2;1;14;11;0;12;11;1;2;0;2;0;0
2020-03-27 14:45:00;8;53;17;40;20;1;0;1;1;10;5;1;11;5;0;1;0;6;0;0
2020-03-27 15:00:00;13;55;15;62;31;6;1;0;1;13;5;1;13;5;1;2;4;0;0;0
2020-03-27 15:15:00;6;50;17;46;35;2;6;3;0;8;3;0;7;2;0;3;0;1;0;0
2020-03-27 15:30:00;3;53;13;38;21;1;1;2;0;8;3;0;8;4;1;4;4;3;0;0
2020-03-27 15:45:00;8;52;13;42;19;0;0;2;3;5;1;3;4;1;1;3;1;7;0;0
2020-03-27 16:00:00;10;41;15;45;15;3;3;4;0;7;3;0;7;3;2;2;3;0;0;0
2020-03-27 16:15:00;2;35;7;34;23;1;3;4;2;5;5;2;5;5;1;6;1;8;0;0
2020-03-27 16:30:00;5;40;12;38;17;1;0;2;1;8;4;1;8;4;0;1;3;5;4;0
2020-03-27 16:45:00;4;33;15;46;27;1;1;1;0;6;3;0;7;2;0;1;0;0;0;0
2020-03-27 17:00:00;12;43;7;37;10;1;0;3;0;5;3;0;5;3;1;2;1;14;0;0
2020-03-27 17:15:00;3;37;9;41;14;0;1;0;1;6;2;1;6;2;5;2;6;4;0;3
2020-03-27 17:30:00;5;28;6;25;12;1;0;1;1;10;3;1;9;2;4;1;17;5;0;1
2020-03-27 17:45:00;6;30;7;24;10;2;0;0;2;5;1;2;5;1;0;0;0;2;0;0
2020-03-27 18:00:00;7;37;2;27;15;2;0;2;1;6;5;0;6;4;2;0;3;0;0;0
2020-03-27 18:15:00;1;35;7;24;6;0;0;2;1;6;2;1;6;3;9;0;16;8;0;0
2020-03-27 18:30:00;7;22;7;23;15;2;1;0;1;6;1;1;6;1;0;0;0;0;0;0
2020-03-27 18:45:00;4;18;6;22;7;0;0;2;2;3;2;1;3;1;0;0;0;0;0;0
2020-03-27 19:00:00;3;16;4;18;8;0;0;1;1;3;1;0;3;1;0;0;0;0;0;0
2020-03-27 19:15:00;2;27;2;17;9;2;0;0;1;5;2;1;4;2;0;0;0;4;0;0
2020-03-27 19:30:00;1;14;0;9;3;2;0;1;0;4;0;0;4;0;1;0;2;0;0;0
2020-03-27 19:45:00;1;15;2;7;3;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0
2020-03-27 20:00:00;2;16;0;11;3;1;1;0;2;2;0;0;1;0;0;0;0;0;0;0
2020-03-27 20:15:00;0;11;2;4;3;0;0;0;0;1;0;0;1;0;1;0;2;0;0;0
2020-03-27 20:30:00;1;6;1;8;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 20:45:00;3;13;1;6;6;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0
2020-03-27 21:00:00;1;8;0;13;5;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0
2020-03-27 21:15:00;1;7;0;5;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-03-27 21:30:00;1;6;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 21:45:00;0;6;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 22:00:00;3;5;3;5;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-03-27 22:15:00;0;12;3;7;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-03-27 22:30:00;0;5;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 22:45:00;0;4;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 23:00:00;1;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 23:15:00;1;8;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-03-27 23:30:00;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 23:45:00;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
