DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-09-11 00:00:00;15;3;3;1;1;2;1;14;0;0;0;0;0
2019-09-11 00:15:00;11;6;10;4;0;0;2;16;0;0;0;0;0
2019-09-11 00:30:00;15;2;7;1;0;0;1;20;0;0;0;0;0
2019-09-11 00:45:00;14;0;2;0;0;0;1;10;0;0;0;0;0
2019-09-11 01:00:00;2;0;1;1;1;1;0;6;0;0;0;0;0
2019-09-11 01:15:00;9;3;6;2;2;3;2;14;0;0;0;0;0
2019-09-11 01:30:00;12;3;5;2;3;3;0;5;0;0;0;0;0
2019-09-11 01:45:00;6;1;3;1;0;0;0;4;0;0;0;0;0
2019-09-11 02:00:00;13;3;4;3;0;0;0;5;0;0;0;0;0
2019-09-11 02:15:00;4;1;2;1;0;0;0;4;0;0;0;0;0
2019-09-11 02:30:00;4;2;3;1;1;1;0;7;0;0;0;0;0
2019-09-11 02:45:00;12;1;4;0;0;0;0;2;0;0;0;0;0
2019-09-11 03:00:00;5;2;6;3;0;0;0;10;0;0;0;0;0
2019-09-11 03:15:00;1;1;3;3;0;0;0;6;0;0;0;0;0
2019-09-11 03:30:00;6;0;0;0;0;0;0;4;0;0;0;0;0
2019-09-11 03:45:00;4;3;2;1;0;0;0;4;0;0;0;0;0
2019-09-11 04:00:00;14;3;5;1;1;1;0;7;0;0;0;0;0
2019-09-11 04:15:00;9;0;1;0;0;0;0;3;0;0;0;0;0
2019-09-11 04:30:00;11;0;3;0;0;0;1;12;0;0;0;0;0
2019-09-11 04:45:00;10;3;4;2;1;1;0;11;0;0;0;0;0
2019-09-11 05:00:00;21;5;8;5;5;4;7;34;0;0;0;0;0
2019-09-11 05:15:00;49;13;18;14;8;8;10;32;0;0;0;0;0
2019-09-11 05:30:00;56;10;15;8;9;8;8;95;0;0;0;0;0
2019-09-11 05:45:00;60;12;24;6;10;12;9;98;0;0;0;0;0
2019-09-11 06:00:00;91;11;19;11;7;7;8;103;0;0;0;0;0
2019-09-11 06:15:00;90;14;16;6;6;9;10;114;0;0;0;0;0
2019-09-11 06:30:00;140;15;27;17;12;15;23;173;1;0;0;0;0
2019-09-11 06:45:00;123;25;34;22;14;16;21;191;0;0;0;0;0
2019-09-11 07:00:00;148;16;26;14;14;17;16;165;0;0;0;0;0
2019-09-11 07:15:00;236;24;26;16;19;20;16;186;1;0;0;0;0
2019-09-11 07:30:00;213;20;28;19;32;32;22;223;1;1;0;0;0
2019-09-11 07:45:00;159;29;32;30;16;17;30;187;1;0;0;0;0
2019-09-11 08:00:00;173;23;27;22;20;21;29;227;1;0;0;0;0
2019-09-11 08:15:00;161;21;25;18;22;28;27;199;1;1;0;0;0
2019-09-11 08:30:00;181;14;16;13;30;30;18;174;0;1;0;0;0
2019-09-11 08:45:00;139;26;28;24;25;24;18;152;0;0;0;0;0
2019-09-11 09:00:00;138;19;24;20;31;34;19;172;1;0;0;0;0
2019-09-11 09:15:00;152;32;32;23;22;22;20;160;1;0;0;0;0
2019-09-11 09:30:00;146;23;26;21;26;26;16;188;1;0;0;0;0
2019-09-11 09:45:00;150;26;25;21;32;33;10;167;0;0;0;0;0
2019-09-11 10:00:00;137;21;27;14;30;31;48;212;3;1;0;0;0
2019-09-11 10:15:00;158;18;23;17;25;27;2;186;4;0;0;0;0
2019-09-11 10:30:00;174;17;20;16;23;29;13;168;2;1;0;0;0
2019-09-11 10:45:00;144;26;28;22;31;36;16;185;3;0;0;0;0
2019-09-11 11:00:00;150;29;33;28;26;26;23;165;4;0;0;0;0
2019-09-11 11:15:00;141;22;25;18;34;39;37;197;2;0;0;0;0
2019-09-11 11:30:00;140;23;25;20;31;34;19;149;0;4;0;0;0
2019-09-11 11:45:00;174;20;24;18;31;36;12;206;1;3;0;0;0
2019-09-11 12:00:00;163;15;23;17;29;29;17;175;0;0;0;0;0
2019-09-11 12:15:00;164;20;30;17;28;28;17;183;1;1;0;0;0
2019-09-11 12:30:00;156;15;19;11;28;27;15;196;2;0;0;0;0
2019-09-11 12:45:00;176;22;26;21;29;29;1;179;0;1;0;0;0
2019-09-11 13:00:00;175;23;26;19;32;34;4;192;1;0;0;0;0
2019-09-11 13:15:00;163;22;32;16;23;25;9;220;3;1;0;0;0
2019-09-11 13:30:00;175;25;34;21;25;25;0;206;1;0;0;0;0
2019-09-11 13:45:00;176;21;28;19;38;43;1;184;4;1;0;0;0
2019-09-11 14:00:00;160;15;23;15;17;22;5;181;0;0;0;0;0
2019-09-11 14:15:00;159;24;20;17;32;33;10;168;0;0;0;0;0
2019-09-11 14:30:00;187;18;22;18;15;16;8;168;0;0;0;0;0
2019-09-11 14:45:00;166;14;27;27;20;22;21;178;0;0;0;0;0
2019-09-11 15:00:00;159;23;107;203;22;22;14;161;3;1;0;0;0
2019-09-11 15:15:00;174;19;103;183;29;38;21;204;0;0;0;0;0
2019-09-11 15:30:00;170;17;50;190;34;38;2;206;2;1;0;0;0
2019-09-11 15:45:00;176;18;53;183;27;27;4;238;0;1;0;0;0
2019-09-11 16:00:00;175;19;43;179;30;30;0;215;0;0;0;0;0
2019-09-11 16:15:00;150;16;59;167;32;32;0;200;1;0;0;0;0
2019-09-11 16:30:00;195;26;72;121;30;32;6;210;1;0;0;0;0
2019-09-11 16:45:00;213;15;20;16;40;41;15;223;7;0;0;0;0
2019-09-11 17:00:00;199;20;30;24;36;41;16;210;5;0;0;0;0
2019-09-11 17:15:00;219;20;24;18;30;34;25;219;1;0;0;0;0
2019-09-11 17:30:00;199;22;27;24;22;28;23;222;1;1;0;0;0
2019-09-11 17:45:00;211;11;14;10;33;36;17;208;1;0;0;0;0
2019-09-11 18:00:00;206;26;27;18;28;27;16;219;0;2;0;0;0
2019-09-11 18:15:00;169;11;16;9;19;22;16;209;1;0;0;0;0
2019-09-11 18:30:00;165;16;25;12;13;16;10;220;0;0;0;0;0
2019-09-11 18:45:00;193;17;22;11;18;17;1;181;0;0;0;0;0
2019-09-11 19:00:00;204;17;19;14;15;20;5;176;0;1;0;0;0
2019-09-11 19:15:00;190;7;11;7;12;16;4;164;0;0;0;0;0
2019-09-11 19:30:00;161;16;20;10;12;12;6;132;2;0;0;0;0
2019-09-11 19:45:00;151;14;22;7;10;11;8;138;1;0;0;0;0
2019-09-11 20:00:00;155;16;21;8;14;15;12;110;1;0;0;0;0
2019-09-11 20:15:00;130;55;20;11;21;22;13;110;2;0;0;0;0
2019-09-11 20:30:00;118;14;19;8;11;14;12;113;0;0;0;0;0
2019-09-11 20:45:00;95;10;25;8;7;6;6;105;0;0;0;0;0
2019-09-11 21:00:00;83;12;27;12;13;13;4;112;0;0;0;0;0
2019-09-11 21:15:00;69;8;12;6;10;9;2;93;0;0;0;0;0
2019-09-11 21:30:00;75;11;15;5;7;6;3;90;0;0;0;0;0
2019-09-11 21:45:00;79;11;15;12;5;3;5;65;0;0;0;0;0
2019-09-11 22:00:00;70;8;18;6;16;19;4;79;0;0;0;0;0
2019-09-11 22:15:00;58;6;18;4;2;2;4;74;0;0;0;0;0
2019-09-11 22:30:00;53;12;17;9;5;6;2;58;0;0;0;0;0
2019-09-11 22:45:00;45;6;11;4;1;1;3;39;0;0;0;0;0
2019-09-11 23:00:00;30;8;7;0;2;1;3;39;0;0;0;0;0
2019-09-11 23:15:00;38;6;9;1;2;2;0;21;0;0;0;0;0
2019-09-11 23:30:00;23;8;15;4;1;3;4;41;0;0;0;0;0
2019-09-11 23:45:00;17;5;7;1;1;1;1;26;0;0;0;0;0
