DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2020-10-10 00:00:00;1;10;10;5;6;0;0;0;0;0;0;0
2020-10-10 00:15:00;2;18;17;11;9;0;0;0;0;0;0;0
2020-10-10 00:30:00;4;13;15;13;13;0;0;0;0;0;0;0
2020-10-10 00:45:00;1;8;12;9;3;0;0;0;0;0;0;0
2020-10-10 01:00:00;4;10;9;11;4;0;0;0;0;0;0;0
2020-10-10 01:15:00;1;11;11;11;7;0;0;0;0;0;0;0
2020-10-10 01:30:00;1;8;9;5;5;0;0;0;0;0;0;0
2020-10-10 01:45:00;1;10;6;4;2;0;0;0;0;0;0;0
2020-10-10 02:00:00;3;5;7;7;7;0;0;0;0;0;0;0
2020-10-10 02:15:00;1;6;8;3;1;0;0;0;0;0;0;0
2020-10-10 02:30:00;0;4;7;3;4;0;0;0;0;0;0;0
2020-10-10 02:45:00;0;6;5;4;5;0;0;0;0;0;0;0
2020-10-10 03:00:00;2;3;3;4;2;0;0;0;0;0;0;0
2020-10-10 03:15:00;3;5;1;3;5;0;0;0;0;0;0;0
2020-10-10 03:30:00;0;4;3;6;2;0;0;0;0;0;0;0
2020-10-10 03:45:00;2;2;4;4;1;0;0;0;0;0;0;0
2020-10-10 04:00:00;2;2;3;4;1;0;0;0;0;0;0;0
2020-10-10 04:15:00;0;3;4;8;3;0;0;0;0;0;0;0
2020-10-10 04:30:00;1;2;1;5;2;0;0;0;0;0;0;0
2020-10-10 04:45:00;1;5;9;7;1;0;0;0;0;0;0;0
2020-10-10 05:00:00;8;8;11;21;10;0;0;0;0;0;0;0
2020-10-10 05:15:00;5;12;8;28;21;0;0;0;0;0;0;0
2020-10-10 05:30:00;9;14;16;18;15;0;0;0;0;0;0;0
2020-10-10 05:45:00;8;25;16;13;7;0;0;0;0;0;0;0
2020-10-10 06:00:00;3;20;22;8;10;0;0;0;0;0;0;0
2020-10-10 06:15:00;4;17;25;20;15;0;0;0;0;0;0;0
2020-10-10 06:30:00;4;11;7;14;8;0;0;0;0;0;0;0
2020-10-10 06:45:00;6;24;22;19;11;0;0;0;0;0;0;0
2020-10-10 07:00:00;5;24;14;14;10;0;0;0;0;0;0;0
2020-10-10 07:15:00;9;17;33;26;14;8;0;0;0;5;0;0
2020-10-10 07:30:00;8;28;20;45;26;0;0;0;0;0;1;0
2020-10-10 07:45:00;11;25;29;45;30;0;2;0;0;2;1;0
2020-10-10 08:00:00;8;28;25;29;32;0;0;0;0;0;0;0
2020-10-10 08:15:00;12;31;34;29;16;2;1;0;0;5;2;0
2020-10-10 08:30:00;16;34;27;40;26;0;2;0;0;15;0;0
2020-10-10 08:45:00;11;46;38;58;52;0;0;0;0;1;1;1
2020-10-10 09:00:00;10;50;39;58;30;1;2;0;0;4;0;3
2020-10-10 09:15:00;20;46;33;45;32;0;2;0;0;0;1;1
2020-10-10 09:30:00;12;55;40;69;48;3;1;0;0;6;3;1
2020-10-10 09:45:00;29;72;49;57;56;1;0;0;0;0;2;2
2020-10-10 10:00:00;14;53;64;66;38;4;0;0;0;7;2;3
2020-10-10 10:15:00;20;70;50;69;52;4;0;0;0;8;0;0
2020-10-10 10:30:00;20;55;39;44;74;2;0;0;0;10;4;0
2020-10-10 10:45:00;19;55;53;83;54;3;0;0;0;5;1;0
2020-10-10 11:00:00;21;60;37;86;52;0;2;0;0;0;1;5
2020-10-10 11:15:00;16;62;69;71;59;0;3;0;0;19;4;31
2020-10-10 11:30:00;29;64;49;61;53;0;3;0;0;12;6;40
2020-10-10 11:45:00;22;54;61;63;57;3;0;0;0;8;4;2
2020-10-10 12:00:00;23;85;73;65;50;4;0;0;0;17;3;16
2020-10-10 12:15:00;20;72;56;62;62;0;4;0;0;29;3;0
2020-10-10 12:30:00;23;75;56;64;51;3;3;0;0;119;4;2
2020-10-10 12:45:00;24;73;51;68;55;3;3;0;0;2;0;0
2020-10-10 13:00:00;17;69;60;78;54;0;1;0;0;9;2;2
2020-10-10 13:15:00;31;75;73;60;60;2;1;0;0;4;1;8
2020-10-10 13:30:00;29;78;60;69;61;0;9;0;0;0;6;2
2020-10-10 13:45:00;22;84;60;72;63;0;2;0;4;16;2;30
2020-10-10 14:00:00;22;78;70;36;97;6;1;0;0;5;0;7
2020-10-10 14:15:00;21;80;67;75;55;1;1;0;0;0;4;9
2020-10-10 14:30:00;18;98;81;72;65;2;1;0;0;3;2;7
2020-10-10 14:45:00;23;102;87;81;55;1;1;0;0;1;4;0
2020-10-10 15:00:00;18;82;74;68;62;2;3;0;0;19;2;4
2020-10-10 15:15:00;22;78;53;67;57;0;1;0;0;2;0;0
2020-10-10 15:30:00;19;74;69;74;67;1;10;0;0;13;1;0
2020-10-10 15:45:00;22;72;71;71;62;1;3;0;0;14;0;0
2020-10-10 16:00:00;15;81;56;71;67;1;2;0;0;11;2;10
2020-10-10 16:15:00;14;70;65;81;71;2;1;0;0;6;8;0
2020-10-10 16:30:00;21;94;69;76;63;4;2;0;0;22;0;0
2020-10-10 16:45:00;22;74;59;47;55;1;3;0;0;1;0;0
2020-10-10 17:00:00;26;75;60;72;65;3;1;0;1;3;23;14
2020-10-10 17:15:00;22;81;73;60;46;2;1;0;0;3;1;1
2020-10-10 17:30:00;21;58;68;58;52;1;3;0;0;5;0;0
2020-10-10 17:45:00;31;72;57;75;69;2;0;0;0;1;2;6
2020-10-10 18:00:00;19;53;48;60;52;5;6;0;0;5;1;1
2020-10-10 18:15:00;18;72;60;55;60;0;8;0;0;19;3;0
2020-10-10 18:30:00;18;51;58;57;48;5;9;0;0;33;62;4
2020-10-10 18:45:00;19;48;57;52;56;3;0;0;0;11;2;0
2020-10-10 19:00:00;20;48;54;50;43;4;1;0;0;16;5;11
2020-10-10 19:15:00;14;58;45;61;47;0;3;0;0;15;0;3
2020-10-10 19:30:00;16;46;37;37;33;1;6;0;0;19;1;6
2020-10-10 19:45:00;21;55;61;45;43;5;2;0;0;21;7;20
2020-10-10 20:00:00;17;59;46;43;50;1;2;0;0;0;0;0
2020-10-10 20:15:00;13;46;43;47;58;2;0;0;0;7;0;0
2020-10-10 20:30:00;14;40;30;41;38;4;0;0;0;1;4;8
2020-10-10 20:45:00;14;38;30;35;31;4;3;0;0;14;0;5
2020-10-10 21:00:00;6;30;33;27;17;2;2;0;0;19;1;2
2020-10-10 21:15:00;19;25;16;29;14;1;0;0;0;5;5;62
2020-10-10 21:30:00;6;34;18;29;17;0;0;0;0;0;2;57
2020-10-10 21:45:00;7;28;18;18;18;0;1;0;0;5;1;3
2020-10-10 22:00:00;7;25;26;21;12;0;0;0;0;0;0;0
2020-10-10 22:15:00;13;29;22;28;22;0;0;0;0;0;1;1
2020-10-10 22:30:00;7;27;29;22;26;0;1;0;0;3;0;0
2020-10-10 22:45:00;11;16;17;21;15;0;0;0;0;0;0;0
2020-10-10 23:00:00;5;21;30;14;16;0;0;0;0;0;0;0
2020-10-10 23:15:00;10;20;18;19;9;0;0;0;0;0;0;0
2020-10-10 23:30:00;7;23;19;18;18;0;0;0;0;0;0;0
2020-10-10 23:45:00;4;14;19;17;15;0;0;0;0;0;0;0
