DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-01-05 00:00:00;6;8;5;7;7;4;7;3
2020-01-05 00:15:00;13;13;10;2;4;11;23;3
2020-01-05 00:30:00;9;6;6;6;4;8;8;5
2020-01-05 00:45:00;8;6;2;9;11;15;17;10
2020-01-05 01:00:00;10;3;4;6;5;4;10;3
2020-01-05 01:15:00;12;10;5;6;5;11;18;7
2020-01-05 01:30:00;5;5;3;2;2;6;13;6
2020-01-05 01:45:00;6;4;3;7;7;6;7;3
2020-01-05 02:00:00;5;3;2;6;7;5;11;5
2020-01-05 02:15:00;4;4;6;1;3;12;11;6
2020-01-05 02:30:00;3;4;1;1;1;4;10;1
2020-01-05 02:45:00;13;6;4;2;3;3;8;1
2020-01-05 03:00:00;13;5;2;8;8;3;8;3
2020-01-05 03:15:00;4;4;2;2;5;5;9;5
2020-01-05 03:30:00;4;2;0;4;6;4;7;2
2020-01-05 03:45:00;1;5;3;1;6;3;7;4
2020-01-05 04:00:00;3;3;2;6;4;5;11;6
2020-01-05 04:15:00;4;1;2;2;2;4;6;1
2020-01-05 04:30:00;1;2;2;2;2;2;5;3
2020-01-05 04:45:00;4;3;2;3;4;2;4;1
2020-01-05 05:00:00;4;5;6;9;4;1;5;2
2020-01-05 05:15:00;6;4;1;1;2;6;7;6
2020-01-05 05:30:00;7;5;1;4;4;0;9;3
2020-01-05 05:45:00;5;7;7;4;2;4;23;2
2020-01-05 06:00:00;11;5;0;3;5;2;9;2
2020-01-05 06:15:00;3;4;4;2;3;7;14;6
2020-01-05 06:30:00;8;5;1;3;3;3;3;4
2020-01-05 06:45:00;11;6;2;4;0;1;5;3
2020-01-05 07:00:00;8;4;3;4;2;1;2;2
2020-01-05 07:15:00;4;5;2;0;4;6;8;2
2020-01-05 07:30:00;4;4;1;3;1;1;7;2
2020-01-05 07:45:00;19;11;5;3;4;1;4;3
2020-01-05 08:00:00;6;4;3;1;1;8;13;3
2020-01-05 08:15:00;13;6;2;2;4;5;14;4
