DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-12-19 00:00:00;4;3;2;0;0;2;3;1;0;0;1;0;0;0;0;0;0;0
2019-12-19 00:15:00;4;2;2;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 00:30:00;2;2;1;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 00:45:00;3;4;1;1;2;2;2;1;0;0;2;0;0;0;0;0;0;0
2019-12-19 01:00:00;2;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 01:15:00;2;4;3;2;0;1;5;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 01:30:00;1;0;2;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 01:45:00;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 02:00:00;1;2;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 02:15:00;1;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 02:30:00;1;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 02:45:00;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 03:00:00;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 03:15:00;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 03:30:00;2;3;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 03:45:00;3;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2019-12-19 04:00:00;1;0;0;0;0;2;5;1;0;0;0;0;0;0;0;0;0;0
2019-12-19 04:15:00;2;3;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 04:30:00;2;5;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-12-19 04:45:00;3;7;1;6;1;5;3;1;0;0;0;0;0;0;0;0;0;0
2019-12-19 05:00:00;6;12;0;6;0;1;13;1;0;0;3;0;0;0;3;0;0;0
2019-12-19 05:15:00;26;30;0;18;1;7;19;0;2;1;1;3;0;0;2;0;0;0
2019-12-19 05:30:00;55;47;6;21;4;7;25;1;3;3;1;5;0;0;16;0;0;0
2019-12-19 05:45:00;47;54;6;16;3;14;42;1;6;4;2;5;1;0;6;3;0;0
2019-12-19 06:00:00;37;38;8;13;1;10;28;0;5;3;2;3;0;0;3;0;0;0
2019-12-19 06:15:00;51;35;9;25;4;17;44;0;5;3;4;3;0;0;6;0;0;0
2019-12-19 06:30:00;55;62;3;40;7;22;49;0;7;6;3;6;0;0;2;0;0;0
2019-12-19 06:45:00;53;75;4;39;5;27;56;1;5;3;2;7;0;0;7;0;0;0
2019-12-19 07:00:00;52;50;5;21;3;23;64;0;3;4;8;0;0;0;15;1;0;0
2019-12-19 07:15:00;46;38;3;32;4;43;72;1;7;7;8;9;0;0;6;0;0;5
2019-12-19 07:30:00;51;60;18;26;4;37;63;4;4;5;11;15;0;61;15;0;0;0
2019-12-19 07:45:00;71;72;14;36;6;36;72;5;7;12;16;15;0;0;11;0;0;0
2019-12-19 08:00:00;43;45;12;38;4;35;68;2;2;21;14;5;0;0;12;0;0;0
2019-12-19 08:15:00;47;50;12;30;3;41;56;0;4;7;7;9;0;0;108;1;0;0
