DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-12-05 00:00:00;4;12;2;1;3;2;0;0;5;6;0;2;2;4;0;0;0;0;0;0;0
2020-12-05 00:15:00;3;10;7;1;1;4;1;0;9;8;1;2;3;4;3;0;0;0;0;0;0
2020-12-05 00:30:00;2;16;6;2;5;8;1;0;10;6;0;0;2;4;1;0;0;0;0;0;0
2020-12-05 00:45:00;4;8;7;0;4;5;2;1;11;3;1;5;5;3;3;0;0;0;0;0;0
2020-12-05 01:00:00;5;6;6;0;1;0;1;2;3;5;2;0;2;2;0;0;0;0;0;0;0
2020-12-05 01:15:00;1;4;4;5;2;2;0;0;6;5;1;0;3;4;0;0;0;0;0;0;0
2020-12-05 01:30:00;0;5;4;2;1;1;0;0;4;2;0;1;2;3;0;0;0;0;0;0;0
2020-12-05 01:45:00;2;5;2;2;1;1;0;0;3;0;0;0;4;1;0;0;0;0;0;0;0
2020-12-05 02:00:00;2;2;6;0;1;1;0;1;2;6;1;1;5;6;1;0;0;0;0;0;0
2020-12-05 02:15:00;0;6;3;0;2;0;1;0;3;3;1;0;2;4;2;0;0;0;0;0;0
2020-12-05 02:30:00;2;5;1;0;1;2;0;0;4;0;0;0;1;5;3;0;0;0;0;0;0
2020-12-05 02:45:00;2;2;0;4;0;1;0;0;0;6;2;1;3;1;0;0;0;0;0;0;0
2020-12-05 03:00:00;1;2;1;1;1;2;0;0;3;2;1;1;1;2;0;0;0;0;0;0;0
2020-12-05 03:15:00;1;0;2;0;1;1;1;0;0;3;1;0;3;0;1;0;0;0;0;0;0
2020-12-05 03:30:00;3;3;2;1;0;2;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0
2020-12-05 03:45:00;3;1;0;1;0;2;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0
2020-12-05 04:00:00;1;2;0;0;2;0;0;0;1;2;0;1;2;3;0;0;0;0;0;0;0
2020-12-05 04:15:00;3;3;1;2;1;0;0;0;1;1;0;1;2;5;1;0;0;0;0;0;0
2020-12-05 04:30:00;0;3;2;0;2;1;0;0;2;3;2;1;1;4;1;0;0;0;0;0;0
2020-12-05 04:45:00;3;7;0;0;1;0;0;0;2;7;3;1;1;1;0;0;0;0;0;0;0
2020-12-05 05:00:00;0;7;3;5;0;2;0;0;2;1;0;0;1;3;0;0;0;0;0;0;0
2020-12-05 05:15:00;2;8;1;1;0;2;0;2;7;7;5;3;2;2;1;0;0;0;0;0;0
2020-12-05 05:30:00;9;17;7;2;4;11;2;2;10;9;5;2;12;5;2;0;0;0;0;0;0
2020-12-05 05:45:00;6;20;6;8;3;12;1;3;12;5;1;15;22;1;1;0;0;0;0;0;0
2020-12-05 06:00:00;11;22;6;6;1;9;0;0;10;6;2;18;29;10;3;0;0;0;0;0;0
2020-12-05 06:15:00;7;17;5;8;3;5;3;1;11;5;1;18;15;4;2;0;0;0;0;0;0
2020-12-05 06:30:00;14;13;7;6;6;12;0;0;17;6;0;9;12;6;5;0;0;0;0;0;0
2020-12-05 06:45:00;12;19;4;3;5;6;4;1;14;8;3;1;20;4;2;0;0;0;0;0;0
2020-12-05 07:00:00;8;15;7;3;9;4;3;2;8;14;9;4;10;3;3;0;0;0;0;0;0
2020-12-05 07:15:00;5;15;4;4;13;9;4;3;16;6;7;0;16;5;2;0;0;0;0;0;0
2020-12-05 07:30:00;19;27;8;5;19;7;1;3;10;18;7;2;14;7;4;0;0;0;0;0;0
2020-12-05 07:45:00;11;24;10;9;15;13;11;3;13;15;15;6;32;13;9;0;0;0;0;0;0
2020-12-05 08:00:00;13;22;9;7;22;23;6;3;12;7;7;9;28;11;2;0;0;0;0;0;0
2020-12-05 08:15:00;8;32;5;10;25;16;5;2;19;21;10;18;36;6;2;0;0;0;0;0;0
2020-12-05 08:30:00;21;27;14;17;26;13;8;11;25;16;10;19;30;10;5;0;0;0;0;0;0
2020-12-05 08:45:00;22;42;23;25;26;25;18;2;28;14;11;11;38;14;6;0;0;0;0;0;0
2020-12-05 09:00:00;24;25;13;9;32;26;9;5;24;15;14;17;36;6;3;0;0;0;0;0;0
2020-12-05 09:15:00;25;65;26;21;33;27;15;6;33;25;20;18;52;15;14;0;0;3;0;0;0
2020-12-05 09:30:00;13;67;32;20;40;35;16;13;29;22;23;18;53;22;12;2;0;0;0;0;0
2020-12-05 09:45:00;31;81;39;22;41;32;17;11;40;39;18;14;42;16;13;5;0;0;0;0;0
2020-12-05 10:00:00;20;67;36;25;37;34;20;14;39;38;21;16;66;17;14;0;0;0;0;8;0
2020-12-05 10:15:00;30;83;38;19;46;67;19;20;60;46;22;29;55;18;17;39;0;0;0;0;0
2020-12-05 10:30:00;30;89;46;27;56;49;20;9;47;47;27;22;61;20;22;0;0;0;0;0;0
2020-12-05 10:45:00;46;73;48;28;40;48;15;11;53;52;27;39;59;31;22;0;0;32;0;0;1
2020-12-05 11:00:00;23;77;51;22;42;42;15;14;45;43;18;31;50;26;24;2;0;2;0;0;0
2020-12-05 11:15:00;43;90;51;28;58;61;22;16;56;55;23;31;56;51;28;0;0;0;0;0;0
2020-12-05 11:30:00;41;91;55;24;56;38;15;15;49;43;37;29;70;27;23;0;0;0;0;0;1
