DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2019-12-17 00:00:00;1;2;1;0;1;0;0;0
2019-12-17 00:15:00;0;1;0;0;0;0;0;0
2019-12-17 00:30:00;0;0;0;0;0;0;0;0
2019-12-17 00:45:00;0;0;0;0;0;0;0;0
2019-12-17 01:00:00;0;0;0;0;0;0;0;0
2019-12-17 01:15:00;0;0;0;0;0;0;0;0
2019-12-17 01:30:00;0;1;0;0;0;0;0;0
2019-12-17 01:45:00;0;0;1;1;0;0;0;0
2019-12-17 02:00:00;0;2;0;0;0;0;0;0
2019-12-17 02:15:00;0;4;1;0;0;0;0;0
2019-12-17 02:30:00;0;3;0;0;0;0;0;0
2019-12-17 02:45:00;0;1;0;0;0;0;0;0
2019-12-17 03:00:00;0;2;0;0;0;0;0;0
2019-12-17 03:15:00;0;0;0;0;0;0;0;0
2019-12-17 03:30:00;0;1;0;0;0;0;0;0
2019-12-17 03:45:00;0;1;0;0;0;0;0;0
2019-12-17 04:00:00;0;0;1;1;0;0;0;0
2019-12-17 04:15:00;0;0;0;0;0;0;0;0
2019-12-17 04:30:00;1;2;0;0;0;0;0;0
2019-12-17 04:45:00;0;2;3;2;0;0;0;0
2019-12-17 05:00:00;2;10;10;1;2;0;0;0
2019-12-17 05:15:00;0;4;22;9;0;0;0;0
2019-12-17 05:30:00;4;12;23;5;7;0;0;0
2019-12-17 05:45:00;1;9;38;8;8;0;0;0
2019-12-17 06:00:00;0;9;32;2;12;0;0;0
2019-12-17 06:15:00;7;19;43;5;7;0;0;2
2019-12-17 06:30:00;5;28;65;8;2;0;0;0
2019-12-17 06:45:00;1;13;77;8;9;0;0;0
2019-12-17 07:00:00;3;13;66;13;4;0;0;0
2019-12-17 07:15:00;2;23;76;7;7;0;1;0
2019-12-17 07:30:00;5;20;90;7;10;0;3;0
2019-12-17 07:45:00;7;26;84;15;12;0;0;0
2019-12-17 08:00:00;8;17;85;9;16;0;2;0
2019-12-17 08:15:00;3;31;79;12;15;0;0;0
2019-12-17 08:30:00;4;22;65;9;9;1;0;0
2019-12-17 08:45:00;2;40;49;8;16;0;4;0
2019-12-17 09:00:00;5;21;33;9;11;0;0;0
2019-12-17 09:15:00;8;22;30;3;14;0;0;0
2019-12-17 09:30:00;3;21;37;12;12;0;0;0
2019-12-17 09:45:00;6;22;19;3;12;0;0;0
2019-12-17 10:00:00;3;25;14;9;16;0;0;0
2019-12-17 10:15:00;2;23;22;5;5;0;0;0
2019-12-17 10:30:00;7;28;14;6;7;0;2;0
2019-12-17 10:45:00;3;20;18;7;4;0;0;0
2019-12-17 11:00:00;6;29;27;1;9;0;7;0
2019-12-17 11:15:00;3;19;23;2;9;0;0;0
2019-12-17 11:30:00;8;38;30;7;12;0;1;1
2019-12-17 11:45:00;3;29;28;9;12;0;0;0
2019-12-17 12:00:00;2;26;26;8;13;0;0;0
2019-12-17 12:15:00;2;26;22;1;6;0;0;0
2019-12-17 12:30:00;5;32;37;7;8;0;0;0
2019-12-17 12:45:00;7;48;36;8;9;0;1;0
2019-12-17 13:00:00;8;41;24;13;23;1;0;2
2019-12-17 13:15:00;4;37;23;8;18;0;0;0
2019-12-17 13:30:00;7;49;39;10;12;0;1;0
2019-12-17 13:45:00;8;46;30;4;13;0;0;0
2019-12-17 14:00:00;11;64;14;7;10;0;4;0
2019-12-17 14:15:00;2;65;21;6;25;0;0;0
2019-12-17 14:30:00;6;55;22;4;17;0;1;0
2019-12-17 14:45:00;3;56;22;3;20;0;1;0
2019-12-17 15:00:00;7;97;29;5;18;0;1;0
2019-12-17 15:15:00;3;94;23;5;18;0;1;0
2019-12-17 15:30:00;4;68;12;4;18;0;0;0
2019-12-17 15:45:00;4;78;16;5;18;0;0;0
2019-12-17 16:00:00;3;79;13;4;14;0;0;0
2019-12-17 16:15:00;5;85;17;11;15;0;0;0
2019-12-17 16:30:00;3;66;16;4;13;0;2;0
2019-12-17 16:45:00;3;60;29;6;12;0;0;0
2019-12-17 17:00:00;3;56;9;4;8;0;0;0
2019-12-17 17:15:00;4;54;20;8;13;0;0;0
2019-12-17 17:30:00;2;46;22;9;8;0;1;0
2019-12-17 17:45:00;5;40;19;5;16;0;0;0
2019-12-17 18:00:00;1;41;8;1;13;0;0;0
2019-12-17 18:15:00;1;29;10;5;4;0;0;0
2019-12-17 18:30:00;2;24;11;2;6;0;0;0
2019-12-17 18:45:00;1;28;8;0;7;0;0;0
2019-12-17 19:00:00;2;18;6;1;2;0;0;0
2019-12-17 19:15:00;0;13;2;2;3;0;0;0
2019-12-17 19:30:00;0;11;6;1;2;0;0;0
2019-12-17 19:45:00;2;12;7;1;0;0;0;0
2019-12-17 20:00:00;2;17;6;1;3;0;0;0
2019-12-17 20:15:00;0;9;7;3;3;0;0;0
2019-12-17 20:30:00;0;6;5;0;2;0;0;0
2019-12-17 20:45:00;0;3;2;0;1;0;0;0
2019-12-17 21:00:00;0;12;8;4;0;0;0;0
2019-12-17 21:15:00;1;4;6;1;4;0;0;0
2019-12-17 21:30:00;0;18;11;3;6;0;0;0
2019-12-17 21:45:00;1;22;6;2;6;0;0;0
2019-12-17 22:00:00;0;22;4;0;8;0;0;0
2019-12-17 22:15:00;1;9;1;0;2;0;0;0
2019-12-17 22:30:00;0;4;1;0;0;0;0;0
2019-12-17 22:45:00;0;2;2;2;0;0;0;0
2019-12-17 23:00:00;0;2;1;1;1;0;0;0
2019-12-17 23:15:00;0;2;1;1;1;0;0;0
2019-12-17 23:30:00;0;4;0;0;0;0;0;0
