DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-12-19 00:00:00;3;10;5;3;2;2;8;5
2019-12-19 00:15:00;7;5;2;3;3;8;13;2
2019-12-19 00:30:00;3;1;1;2;2;2;8;2
2019-12-19 00:45:00;4;5;1;1;0;3;4;2
2019-12-19 01:00:00;1;1;2;4;2;2;4;2
2019-12-19 01:15:00;8;1;3;1;5;3;6;1
2019-12-19 01:30:00;4;2;1;0;4;2;4;1
2019-12-19 01:45:00;3;2;0;0;0;3;4;2
2019-12-19 02:00:00;1;1;2;1;2;0;0;0
2019-12-19 02:15:00;3;2;0;1;1;2;3;0
2019-12-19 02:30:00;3;0;0;4;6;2;1;2
2019-12-19 02:45:00;1;0;0;1;1;1;5;1
2019-12-19 03:00:00;2;2;1;0;0;0;2;0
2019-12-19 03:15:00;1;0;0;2;2;1;4;0
2019-12-19 03:30:00;2;1;0;1;2;0;0;0
2019-12-19 03:45:00;2;3;1;1;0;0;3;0
2019-12-19 04:00:00;4;0;0;1;0;0;1;1
2019-12-19 04:15:00;4;2;4;2;2;2;6;2
2019-12-19 04:30:00;1;2;0;2;2;0;3;0
2019-12-19 04:45:00;4;8;7;3;4;4;6;3
2019-12-19 05:00:00;9;12;12;4;5;1;6;3
2019-12-19 05:15:00;12;25;27;4;2;10;22;11
2019-12-19 05:30:00;22;24;49;11;6;11;25;8
2019-12-19 05:45:00;40;46;55;21;13;13;40;26
2019-12-19 06:00:00;27;23;56;18;7;15;26;24
2019-12-19 06:15:00;38;35;65;22;13;23;28;19
2019-12-19 06:30:00;52;42;66;20;32;33;55;41
2019-12-19 06:45:00;65;45;70;16;29;23;34;31
2019-12-19 07:00:00;79;53;62;18;30;29;56;37
2019-12-19 07:15:00;114;65;57;28;59;33;61;45
2019-12-19 07:30:00;134;94;63;31;79;32;76;71
2019-12-19 07:45:00;116;113;79;28;56;63;91;76
2019-12-19 08:00:00;95;77;72;27;47;42;72;49
2019-12-19 08:15:00;84;68;77;23;37;42;71;54
2019-12-19 08:30:00;81;53;70;25;35;25;52;53
2019-12-19 08:45:00;73;59;38;31;52;40;61;55
2019-12-19 09:00:00;78;45;47;28;56;34;55;45
2019-12-19 09:15:00;81;47;42;33;37;27;54;36
2019-12-19 09:30:00;83;54;40;38;42;41;64;41
2019-12-19 09:45:00;68;55;34;44;54;29;75;48
2019-12-19 10:00:00;77;52;31;30;142;47;60;47
2019-12-19 10:15:00;75;55;35;21;51;35;71;49
2019-12-19 10:30:00;68;44;33;37;35;41;64;51
2019-12-19 10:45:00;72;54;43;34;42;37;71;50
2019-12-19 11:00:00;75;50;35;38;50;45;65;48
2019-12-19 11:15:00;76;52;36;51;54;40;78;58
2019-12-19 11:30:00;58;52;34;40;35;33;80;59
2019-12-19 11:45:00;80;60;31;33;38;42;86;63
2019-12-19 12:00:00;85;46;29;36;43;47;77;65
2019-12-19 12:15:00;83;54;35;38;39;32;63;48
2019-12-19 12:30:00;77;48;39;42;37;34;72;50
2019-12-19 12:45:00;73;48;33;31;38;56;67;64
2019-12-19 13:00:00;83;60;38;52;38;35;86;60
2019-12-19 13:15:00;75;62;51;44;76;52;87;71
2019-12-19 13:30:00;65;54;35;52;58;45;79;49
2019-12-19 13:45:00;71;62;51;43;37;42;68;50
2019-12-19 14:00:00;78;71;39;51;51;33;77;56
2019-12-19 14:15:00;84;68;27;57;66;33;83;70
2019-12-19 14:30:00;81;76;34;67;65;42;84;68
2019-12-19 14:45:00;101;70;29;68;66;46;66;48
2019-12-19 15:00:00;87;72;27;62;108;47;84;59
2019-12-19 15:15:00;83;73;33;67;72;36;73;64
2019-12-19 15:30:00;107;92;37;52;70;44;90;67
2019-12-19 15:45:00;110;88;34;48;57;51;97;81
2019-12-19 16:00:00;101;92;27;47;48;54;97;86
2019-12-19 16:15:00;112;103;30;52;58;39;90;70
2019-12-19 16:30:00;99;85;26;58;118;45;83;63
2019-12-19 16:45:00;109;73;35;50;79;45;87;71
2019-12-19 17:00:00;117;82;43;54;67;49;94;73
2019-12-19 17:15:00;91;83;41;36;60;51;94;87
2019-12-19 17:30:00;90;63;43;51;49;58;78;51
2019-12-19 17:45:00;78;53;33;36;58;50;83;67
2019-12-19 18:00:00;64;40;30;48;46;41;78;54
2019-12-19 18:15:00;83;43;23;40;46;46;73;56
2019-12-19 18:30:00;56;35;24;51;55;38;65;60
2019-12-19 18:45:00;58;40;42;37;37;31;62;40
2019-12-19 19:00:00;58;34;21;28;24;25;51;34
2019-12-19 19:15:00;39;33;35;29;20;35;62;37
2019-12-19 19:30:00;41;26;21;30;23;35;47;33
2019-12-19 19:45:00;34;28;16;21;22;22;39;24
2019-12-19 20:00:00;52;26;28;24;21;36;44;42
2019-12-19 20:15:00;38;21;19;19;18;37;54;28
2019-12-19 20:30:00;40;19;22;25;25;29;39;20
2019-12-19 20:45:00;39;18;17;26;19;24;36;26
2019-12-19 21:00:00;22;11;17;26;51;37;42;21
2019-12-19 21:15:00;36;16;22;21;13;20;35;21
2019-12-19 21:30:00;28;17;24;18;13;17;33;26
2019-12-19 21:45:00;17;12;12;23;15;23;33;14
2019-12-19 22:00:00;24;11;20;19;22;16;35;15
2019-12-19 22:15:00;27;9;27;9;13;14;26;9
2019-12-19 22:30:00;26;9;16;14;10;12;20;9
2019-12-19 22:45:00;20;10;18;12;12;13;24;14
2019-12-19 23:00:00;20;15;10;10;9;15;22;10
2019-12-19 23:15:00;13;17;14;11;5;11;18;15
2019-12-19 23:30:00;17;9;7;4;9;10;11;8
2019-12-19 23:45:00;14;8;12;10;11;7;19;11
