DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-12-05 00:00:00;5;3;3;2;2;6;9;2
2019-12-05 00:15:00;4;8;4;4;4;5;7;5
2019-12-05 00:30:00;2;7;3;3;1;1;7;2
2019-12-05 00:45:00;2;5;2;0;1;5;7;3
2019-12-05 01:00:00;2;2;1;0;2;3;3;2
2019-12-05 01:15:00;2;2;1;1;1;0;3;0
2019-12-05 01:30:00;2;1;1;1;2;3;3;0
2019-12-05 01:45:00;1;2;0;1;2;1;5;0
2019-12-05 02:00:00;2;1;0;4;2;1;5;2
2019-12-05 02:15:00;1;1;0;0;0;0;2;0
2019-12-05 02:30:00;4;0;0;1;0;1;3;1
2019-12-05 02:45:00;0;2;1;0;0;1;1;1
2019-12-05 03:00:00;2;0;0;0;2;0;1;0
2019-12-05 03:15:00;1;1;1;0;1;0;1;0
2019-12-05 03:30:00;5;3;1;0;2;4;1;0
2019-12-05 03:45:00;1;2;1;2;3;1;4;0
2019-12-05 04:00:00;7;5;2;1;3;0;1;1
2019-12-05 04:15:00;5;4;3;1;0;3;2;1
2019-12-05 04:30:00;3;5;1;1;1;2;6;0
2019-12-05 04:45:00;6;15;17;4;6;4;9;3
2019-12-05 05:00:00;6;18;30;12;7;15;21;4
2019-12-05 05:15:00;21;29;80;12;5;35;31;12
2019-12-05 05:30:00;28;44;72;13;5;29;46;13
2019-12-05 05:45:00;46;33;65;52;27;25;42;26
2019-12-05 06:00:00;25;35;54;37;19;20;32;12
2019-12-05 06:15:00;50;35;81;25;78;26;31;20
2019-12-05 06:30:00;56;44;77;24;70;35;52;38
2019-12-05 06:45:00;72;52;114;13;26;33;50;54
2019-12-05 07:00:00;83;56;107;23;29;42;69;67
2019-12-05 07:15:00;108;75;99;22;50;48;62;62
2019-12-05 07:30:00;120;113;95;26;76;57;75;62
2019-12-05 07:45:00;148;102;102;27;75;68;73;78
2019-12-05 08:00:00;99;66;101;29;37;66;83;64
2019-12-05 08:15:00;83;73;100;29;38;51;70;64
2019-12-05 08:30:00;83;63;75;28;36;42;61;47
2019-12-05 08:45:00;74;56;62;31;75;45;76;64
2019-12-05 09:00:00;63;47;44;26;35;32;59;42
2019-12-05 09:15:00;63;54;39;26;33;29;63;38
2019-12-05 09:30:00;76;50;26;33;47;34;65;48
2019-12-05 09:45:00;66;42;22;33;44;36;60;47
2019-12-05 10:00:00;63;44;26;30;38;35;70;46
2019-12-05 10:15:00;61;45;30;25;28;37;56;36
2019-12-05 10:30:00;65;46;22;27;28;25;68;41
2019-12-05 10:45:00;56;44;33;27;27;35;62;55
2019-12-05 11:00:00;60;52;33;29;41;30;64;46
2019-12-05 11:15:00;66;42;30;30;34;36;58;45
2019-12-05 11:30:00;66;47;31;43;75;39;71;48
2019-12-05 11:45:00;67;43;25;26;23;31;77;54
2019-12-05 12:00:00;64;37;36;33;23;38;77;60
2019-12-05 12:15:00;66;55;37;31;38;38;58;45
2019-12-05 12:30:00;60;40;34;30;42;27;75;49
2019-12-05 12:45:00;75;61;25;38;34;38;72;55
2019-12-05 13:00:00;69;56;43;47;33;49;87;59
2019-12-05 13:15:00;75;58;59;41;80;61;86;57
2019-12-05 13:30:00;67;50;71;38;51;51;77;59
2019-12-05 13:45:00;74;61;74;39;45;43;74;55
2019-12-05 14:00:00;64;66;46;42;48;51;88;56
2019-12-05 14:15:00;52;44;28;63;64;28;52;41
2019-12-05 14:30:00;77;63;27;65;79;34;58;37
2019-12-05 14:45:00;78;71;30;70;68;41;66;44
2019-12-05 15:00:00;83;82;39;68;60;52;79;55
2019-12-05 15:15:00;82;71;29;66;68;35;72;43
2019-12-05 15:30:00;93;66;28;84;66;45;84;62
2019-12-05 15:45:00;94;99;27;67;75;55;94;86
2019-12-05 16:00:00;86;86;27;64;69;52;99;85
2019-12-05 16:15:00;102;88;44;76;74;53;106;90
2019-12-05 16:30:00;102;98;32;74;69;43;97;74
2019-12-05 16:45:00;110;78;33;73;98;51;83;64
2019-12-05 17:00:00;97;96;31;70;133;62;96;61
2019-12-05 17:15:00;90;77;37;76;87;71;93;78
2019-12-05 17:30:00;72;60;36;82;75;51;77;76
2019-12-05 17:45:00;98;65;35;75;86;38;77;61
2019-12-05 18:00:00;81;61;32;83;95;39;81;63
2019-12-05 18:15:00;76;59;18;82;52;42;78;64
2019-12-05 18:30:00;61;50;41;68;57;38;53;34
2019-12-05 18:45:00;61;41;34;54;39;39;46;33
2019-12-05 19:00:00;58;39;30;49;47;28;52;24
2019-12-05 19:15:00;39;26;42;41;34;42;49;28
2019-12-05 19:30:00;41;32;34;25;24;25;44;30
2019-12-05 19:45:00;37;23;31;21;26;27;43;33
2019-12-05 20:00:00;44;34;31;19;19;27;43;22
2019-12-05 20:15:00;37;27;27;17;16;25;52;33
2019-12-05 20:30:00;27;21;19;20;9;19;34;26
2019-12-05 20:45:00;30;21;27;23;12;28;31;25
2019-12-05 21:00:00;27;23;33;10;13;28;43;27
2019-12-05 21:15:00;27;15;35;16;11;23;36;16
