DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-11-19 00:00:00;8;1;0;1;0;2;9;1;0;1;0
2020-11-19 00:15:00;10;7;1;1;1;3;8;4;0;0;0
2020-11-19 00:30:00;9;3;1;0;0;1;9;2;0;0;0
2020-11-19 00:45:00;4;3;2;2;0;2;8;3;0;0;0
2020-11-19 01:00:00;4;1;2;0;0;1;10;2;0;2;0
2020-11-19 01:15:00;1;6;0;1;0;3;5;2;0;0;0
2020-11-19 01:30:00;4;2;1;0;0;2;10;0;0;1;0
2020-11-19 01:45:00;3;4;0;0;0;2;5;0;0;0;0
2020-11-19 02:00:00;3;3;0;0;0;0;12;4;0;0;0
2020-11-19 02:15:00;8;8;2;2;0;2;4;3;0;0;0
2020-11-19 02:30:00;5;3;0;0;0;1;10;1;0;0;0
2020-11-19 02:45:00;2;1;0;1;1;3;6;0;0;0;0
2020-11-19 03:00:00;6;2;0;0;0;0;9;0;0;0;0
2020-11-19 03:15:00;3;5;0;0;0;1;6;0;0;0;0
2020-11-19 03:30:00;4;5;1;0;0;3;6;3;0;0;0
2020-11-19 03:45:00;9;3;0;0;0;4;7;2;0;0;0
2020-11-19 04:00:00;6;6;1;1;0;8;12;2;0;1;0
2020-11-19 04:15:00;2;6;0;1;0;1;13;4;0;1;0
2020-11-19 04:30:00;10;6;2;1;0;2;27;10;0;1;0
2020-11-19 04:45:00;22;13;4;0;0;0;47;18;0;1;0
2020-11-19 05:00:00;22;9;5;2;0;4;85;56;1;4;0
2020-11-19 05:15:00;29;27;15;3;0;5;119;111;0;4;1
2020-11-19 05:30:00;49;24;24;11;2;19;113;96;0;2;0
2020-11-19 05:45:00;90;42;32;18;1;25;105;81;0;1;0
2020-11-19 06:00:00;147;56;51;14;1;22;114;75;0;4;0
2020-11-19 06:15:00;107;57;49;15;8;29;97;114;1;7;0
2020-11-19 06:30:00;78;53;57;36;14;50;124;147;1;12;1
2020-11-19 06:45:00;81;45;46;37;16;60;107;124;2;12;3
2020-11-19 07:00:00;68;48;35;45;16;63;96;108;3;11;0
2020-11-19 07:15:00;68;40;44;65;32;98;117;116;1;8;0
2020-11-19 07:30:00;79;43;39;46;27;80;113;142;0;12;1
