DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-12-02 00:00:00;7;17;13;8;5;10;6;0;0
2019-12-02 00:15:00;14;9;11;4;3;4;5;2;5
2019-12-02 00:30:00;8;11;6;4;5;9;5;0;1
2019-12-02 00:45:00;11;6;1;1;0;4;0;0;2
2019-12-02 01:00:00;4;6;7;1;0;14;9;2;2
2019-12-02 01:15:00;11;10;9;2;1;7;6;0;1
2019-12-02 01:30:00;9;7;3;2;2;7;3;1;1
2019-12-02 01:45:00;5;2;5;1;1;5;6;0;0
2019-12-02 02:00:00;3;5;9;3;2;6;5;0;0
2019-12-02 02:15:00;5;1;1;0;1;12;7;0;0
2019-12-02 02:30:00;5;3;2;0;0;4;5;0;0
2019-12-02 02:45:00;6;3;3;0;1;9;9;1;2
2019-12-02 03:00:00;5;5;4;3;1;5;4;1;1
2019-12-02 03:15:00;4;4;7;1;0;5;2;0;0
2019-12-02 03:30:00;4;3;2;3;1;5;3;0;0
2019-12-02 03:45:00;5;5;1;1;1;4;2;0;0
2019-12-02 04:00:00;8;1;2;0;0;6;4;0;0
2019-12-02 04:15:00;2;5;8;3;2;14;6;1;0
2019-12-02 04:30:00;9;6;6;4;1;21;12;0;0
2019-12-02 04:45:00;21;8;11;2;2;38;16;1;1
2019-12-02 05:00:00;21;9;10;1;0;30;19;3;4
2019-12-02 05:15:00;35;18;20;6;1;36;21;1;3
2019-12-02 05:30:00;57;44;42;12;3;40;46;5;8
2019-12-02 05:45:00;49;29;41;9;5;61;55;5;11
2019-12-02 06:00:00;55;50;36;15;6;78;54;5;10
2019-12-02 06:15:00;67;64;65;16;9;67;72;12;20
2019-12-02 06:30:00;82;84;76;23;12;95;87;10;18
2019-12-02 06:45:00;87;111;69;15;11;95;91;9;23
2019-12-02 07:00:00;125;177;92;29;11;89;102;9;18
2019-12-02 07:15:00;150;202;97;28;12;85;103;75;19
