DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-04-05 00:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 00:15:00;1;0;0;0;0;0;0;0;0
2020-04-05 00:30:00;0;0;0;0;0;0;0;0;0
2020-04-05 00:45:00;0;0;1;0;0;0;0;0;0
2020-04-05 01:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 01:15:00;0;0;0;0;0;0;0;0;0
2020-04-05 01:30:00;2;0;0;0;0;0;0;0;0
2020-04-05 01:45:00;0;2;4;0;0;0;0;0;0
2020-04-05 02:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 02:15:00;0;0;1;0;0;0;0;0;0
2020-04-05 02:30:00;0;0;0;0;0;0;0;0;0
2020-04-05 02:45:00;0;0;0;0;0;0;0;0;0
2020-04-05 03:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 03:15:00;0;0;0;0;0;0;0;0;0
2020-04-05 03:30:00;0;0;0;0;0;0;0;0;0
2020-04-05 03:45:00;0;0;0;0;0;0;0;0;0
2020-04-05 04:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 04:15:00;0;0;0;0;0;0;0;0;0
2020-04-05 04:30:00;0;0;0;0;0;0;0;0;0
2020-04-05 04:45:00;0;0;0;0;0;0;0;0;0
2020-04-05 05:00:00;1;0;0;0;0;0;0;0;0
2020-04-05 05:15:00;0;0;0;0;0;0;0;0;0
2020-04-05 05:30:00;0;0;0;0;0;0;0;0;0
2020-04-05 05:45:00;0;0;1;0;0;0;0;0;0
2020-04-05 06:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 06:15:00;0;0;0;0;0;0;0;0;0
2020-04-05 06:30:00;1;0;0;0;0;0;0;0;0
2020-04-05 06:45:00;0;0;0;0;0;0;0;0;0
2020-04-05 07:00:00;0;0;1;0;0;0;0;0;0
2020-04-05 07:15:00;0;0;0;0;0;0;0;0;0
2020-04-05 07:30:00;0;0;0;0;0;0;0;0;0
2020-04-05 07:45:00;0;0;0;0;0;0;0;0;0
2020-04-05 08:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 08:15:00;0;0;0;0;0;0;0;0;0
2020-04-05 08:30:00;0;0;1;0;0;0;0;0;0
2020-04-05 08:45:00;0;0;1;0;0;0;0;0;0
2020-04-05 09:00:00;0;0;0;0;0;0;0;0;0
2020-04-05 09:15:00;0;1;0;0;0;0;0;0;0
2020-04-05 09:30:00;1;0;1;0;0;0;0;0;0
2020-04-05 09:45:00;0;1;1;0;0;0;0;0;0
2020-04-05 10:00:00;1;1;1;0;0;0;1;0;0
2020-04-05 10:15:00;2;0;1;0;0;0;0;0;0
2020-04-05 10:30:00;1;1;3;0;0;0;0;0;0
