DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-07-25 00:00:00;13;6;0;4;7;9;7;2;5;11;7;1;0
2020-07-25 00:15:00;7;2;2;7;6;9;8;7;8;11;10;3;2
2020-07-25 00:30:00;9;3;3;7;5;19;6;10;4;6;3;0;3
2020-07-25 00:45:00;9;0;3;3;6;14;0;1;2;4;3;1;3
2020-07-25 01:00:00;8;2;4;5;2;12;8;4;5;8;3;0;3
2020-07-25 01:15:00;7;3;0;2;2;12;9;3;3;5;6;1;1
2020-07-25 01:30:00;4;0;3;4;5;10;9;3;3;5;6;1;3
2020-07-25 01:45:00;6;0;0;2;1;3;4;3;0;4;6;1;0
2020-07-25 02:00:00;1;0;0;4;0;3;5;1;0;4;3;0;0
2020-07-25 02:15:00;3;0;0;2;1;5;6;2;4;7;2;0;0
2020-07-25 02:30:00;0;0;0;0;0;11;4;0;0;2;2;0;0
2020-07-25 02:45:00;5;1;2;1;4;2;3;1;0;5;3;0;2
2020-07-25 03:00:00;7;1;1;0;2;3;2;0;0;1;0;1;1
2020-07-25 03:15:00;3;2;0;2;2;5;1;1;1;2;2;2;0
2020-07-25 03:30:00;4;0;0;0;0;2;2;1;1;2;2;0;0
2020-07-25 03:45:00;3;0;0;1;4;2;3;1;1;2;0;0;0
2020-07-25 04:00:00;3;1;0;0;1;5;1;0;0;2;4;0;0
2020-07-25 04:15:00;3;1;0;0;2;4;6;2;1;2;1;0;0
2020-07-25 04:30:00;0;1;0;2;3;2;4;3;3;0;0;1;0
2020-07-25 04:45:00;7;0;1;1;2;5;3;2;1;1;0;0;1
2020-07-25 05:00:00;8;3;1;2;6;9;8;3;2;1;0;0;1
2020-07-25 05:15:00;4;2;2;3;7;7;4;5;2;3;3;1;2
2020-07-25 05:30:00;10;9;3;5;5;9;7;6;6;5;2;1;6
2020-07-25 05:45:00;11;2;3;5;2;18;17;4;1;3;2;0;3
2020-07-25 06:00:00;10;7;6;3;4;20;25;5;4;3;1;0;6
2020-07-25 06:15:00;13;9;2;11;8;13;10;7;6;6;2;0;2
2020-07-25 06:30:00;12;3;3;10;14;16;16;16;12;5;3;3;3
2020-07-25 06:45:00;19;7;8;7;9;19;15;14;7;7;4;1;7
2020-07-25 07:00:00;17;4;7;9;6;23;20;7;7;13;10;2;7
2020-07-25 07:15:00;11;1;5;15;16;29;26;8;6;9;6;3;5
2020-07-25 07:30:00;18;7;3;15;18;46;29;10;10;9;10;4;3
2020-07-25 07:45:00;25;15;7;20;22;37;32;22;18;20;17;9;7
2020-07-25 08:00:00;18;2;2;19;20;36;24;18;12;15;9;4;3
2020-07-25 08:15:00;28;16;8;33;30;43;27;21;13;30;20;4;7
2020-07-25 08:30:00;43;17;5;36;33;59;49;32;20;29;28;8;5
2020-07-25 08:45:00;42;19;10;42;40;58;43;37;32;47;16;7;10
2020-07-25 09:00:00;44;25;13;52;22;67;44;40;28;43;29;15;11
2020-07-25 09:15:00;41;21;9;44;30;63;54;42;28;40;38;9;10
2020-07-25 09:30:00;47;25;15;70;37;77;48;40;26;52;33;16;15
2020-07-25 09:45:00;61;40;21;81;51;69;58;57;41;60;37;11;21
2020-07-25 10:00:00;54;32;12;81;44;79;50;62;38;62;44;17;11
2020-07-25 10:15:00;74;56;17;73;39;87;69;59;41;81;47;24;15
2020-07-25 10:30:00;64;48;20;92;48;82;69;62;52;90;63;28;17
2020-07-25 10:45:00;70;42;21;96;36;86;60;74;52;93;69;25;23
2020-07-25 11:00:00;75;48;18;79;50;87;68;69;49;89;62;21;18
2020-07-25 11:15:00;74;47;18;80;40;96;67;73;52;98;79;20;18
2020-07-25 11:30:00;65;43;18;97;39;78;62;67;40;97;88;31;17
2020-07-25 11:45:00;73;44;25;90;45;92;63;65;51;111;85;34;25
2020-07-25 12:00:00;77;44;13;78;45;80;58;60;49;88;78;35;13
2020-07-25 12:15:00;70;44;22;80;41;80;63;60;44;115;90;30;22
2020-07-25 12:30:00;79;30;26;82;30;93;73;66;48;94;73;32;27
2020-07-25 12:45:00;73;50;25;70;41;77;68;64;46;101;73;31;23
2020-07-25 13:00:00;67;41;14;75;43;61;62;50;42;96;83;28;14
2020-07-25 13:15:00;70;45;25;80;41;82;59;59;51;91;71;32;24
2020-07-25 13:30:00;64;38;22;88;43;70;59;48;40;84;84;30;23
2020-07-25 13:45:00;71;43;20;76;41;76;58;64;44;104;73;28;20
2020-07-25 14:00:00;76;59;15;84;48;94;59;72;64;94;80;37;14
2020-07-25 14:15:00;65;30;15;68;38;79;41;68;48;85;69;25;4
2020-07-25 14:30:00;63;42;17;92;38;93;54;70;53;120;77;35;16
2020-07-25 14:45:00;73;46;19;76;31;101;63;65;48;94;67;27;19
2020-07-25 15:00:00;67;47;13;66;40;71;66;65;53;100;67;29;13
2020-07-25 15:15:00;68;38;15;85;39;89;65;59;42;104;66;30;14
2020-07-25 15:30:00;55;40;19;87;36;88;46;67;52;110;84;29;17
2020-07-25 15:45:00;60;41;14;74;36;88;49;64;48;104;78;27;14
2020-07-25 16:00:00;69;43;21;63;34;76;48;63;40;121;83;32;22
2020-07-25 16:15:00;51;44;16;71;34;83;53;59;49;110;72;28;15
2020-07-25 16:30:00;60;46;14;60;43;81;68;64;46;96;68;18;14
2020-07-25 16:45:00;63;36;14;57;27;72;50;56;46;82;69;20;15
2020-07-25 17:00:00;52;29;17;58;39;91;68;61;51;97;71;24;17
2020-07-25 17:15:00;55;38;14;71;33;81;55;57;41;88;77;32;14
2020-07-25 17:30:00;58;43;19;47;30;75;53;45;37;84;72;29;18
2020-07-25 17:45:00;64;32;10;48;42;68;56;50;37;100;74;28;11
2020-07-25 18:00:00;58;30;9;43;29;73;52;42;36;88;69;31;11
2020-07-25 18:15:00;65;38;12;46;33;73;50;52;43;84;59;34;14
2020-07-25 18:30:00;51;29;10;39;21;68;41;32;28;80;58;17;11
2020-07-25 18:45:00;42;25;6;28;24;58;41;34;31;71;56;20;6
2020-07-25 19:00:00;37;27;7;32;32;54;36;33;35;78;57;31;7
2020-07-25 19:15:00;44;19;19;23;18;49;30;35;26;66;52;30;18
2020-07-25 19:30:00;35;17;6;19;25;53;35;26;30;70;53;13;6
2020-07-25 19:45:00;21;21;5;23;18;48;40;19;18;74;54;23;5
2020-07-25 20:00:00;26;12;12;9;15;41;30;15;10;45;36;9;13
2020-07-25 20:15:00;25;11;8;14;27;38;22;15;14;28;21;5;7
2020-07-25 20:30:00;21;11;7;16;19;39;30;14;15;21;12;4;7
2020-07-25 20:45:00;28;12;12;14;10;28;18;9;11;24;21;4;12
2020-07-25 21:00:00;23;11;2;9;21;36;26;15;8;22;15;6;2
2020-07-25 21:15:00;19;11;12;8;16;40;25;17;13;21;15;7;12
2020-07-25 21:30:00;23;7;7;6;15;41;23;14;5;11;12;5;7
2020-07-25 21:45:00;25;13;5;10;13;27;19;10;7;15;13;4;4
2020-07-25 22:00:00;23;12;8;6;17;28;17;15;11;20;10;6;7
2020-07-25 22:15:00;21;5;3;11;10;31;26;15;13;17;14;9;3
2020-07-25 22:30:00;19;4;9;12;3;25;21;12;13;15;9;7;9
2020-07-25 22:45:00;21;6;5;6;10;26;17;9;5;22;8;2;5
2020-07-25 23:00:00;11;10;4;3;10;35;24;14;11;15;7;3;4
2020-07-25 23:15:00;19;10;4;9;6;26;22;16;15;19;5;0;4
2020-07-25 23:30:00;14;8;5;9;5;21;8;5;5;15;3;3;5
2020-07-25 23:45:00;13;3;2;7;6;15;11;10;6;16;10;2;2
